IDA	IDB	neighborhood	fusion	cooccurence	coexpression	textmining	score	Label
YAL044C	YGR232W	0	0	0	0	0	-0.006642	negative
YBR181C	YML077W	0	0	0	0	0	-0.000573	negative
YDR346C	YHR186C	0	0	0	0	0	0.460360	negative
YEL056W	YLL022C	0	0	0	0	421	0.121631	positive
YAL003W	YPR184W	0	0	0	0	0	-0.010880	negative
YHR098C	YPL167C	0	0	0	0	0	0.005916	negative
YJL076W	YJL123C	0	0	0	0	0	-0.004014	negative
YOR332W	YPL111W	0	0	0	0	0	0.021424	negative
YGL011C	YGR253C	0	0	0	934	156	0.576899	positive
YKL142W	YOR151C	0	0	0	0	0	-0.013412	negative
YGR086C	YPL004C	0	0	0	972	18	0.761865	positive
YER022W	YER122C	0	0	0	0	0	0.074140	negative
YDR099W	YMR158W	0	0	0	0	0	-0.008267	negative
YCL011C	YNL138W	0	0	0	0	0	0.044039	negative
YDR404C	YKL039W	0	0	0	0	0	0.105003	negative
YJL111W	YOR281C	0	0	0	0	117	-0.015688	positive
YEL020W-A	YMR146C	0	0	0	0	0	0.027270	negative
YML077W	YMR275C	0	0	0	0	0	0.010606	negative
YMR146C	YNL244C	0	0	0	181	821	0.002995	positive
YMR072W	YPL220W	0	0	0	0	0	-0.006546	negative
YGR155W	YJR045C	0	0	0	0	575	0.195641	positive
YGR194C	YJL208C	0	0	0	0	0	0.353055	negative
YFR044C	YML069W	0	0	0	0	0	0.126309	negative
YBR009C	YMR068W	0	0	0	0	0	-0.015239	negative
YJR065C	YPL011C	0	0	0	0	0	0.097917	negative
YFR030W	YLR075W	0	0	0	0	0	0.030180	negative
YHR099W	YOR347C	0	0	0	0	0	0.037963	negative
YBL075C	YLR321C	0	0	0	0	0	-0.017341	negative
YDR439W	YML072C	0	0	0	0	0	0.255293	negative
YBL075C	YNL064C	654	0	363	257	892	-0.026417	positive
YGR192C	YOR189W	0	0	0	0	0	-0.022172	negative
YDL082W	YDR363W-A	0	0	0	0	0	-0.016190	negative
YER178W	YFR010W	0	0	0	0	0	0.003977	negative
YNL037C	YNL172W	0	0	0	0	0	0.101026	negative
YDR027C	YJL029C	0	0	0	0	976	0.027510	positive
YFR050C	YOR362C	0	0	0	945	681	0.775625	positive
YBR009C	YMR186W	0	0	0	0	117	0.005775	negative
YDR439W	YJR137C	0	0	0	0	0	0.022431	negative
YDR502C	YNL189W	0	0	0	0	0	0.072245	negative
YHR107C	YJR076C	0	0	0	273	203	0.347598	positive
YDR382W	YGL206C	0	0	0	0	0	-0.013794	negative
YIL062C	YJR065C	0	0	0	91	901	0.401091	positive
YIL075C	YOR261C	0	0	0	349	665	0.463557	positive
YGL098W	YHL033C	0	0	0	0	0	-0.018613	negative
YHR200W	YJR014W	0	0	0	0	0	0.048704	negative
YAR003W	YDL082W	0	0	0	0	0	-0.016403	negative
YDR341C	YJL052W	0	0	0	0	0	0.204209	positive
YBR234C	YDR233C	0	0	0	0	0	-0.002816	negative
YDR404C	YGR186W	0	0	0	0	905	0.017077	positive
YHR051W	YKR048C	0	0	0	0	0	0.054581	negative
YBL099W	YNR035C	0	0	0	0	0	0.084351	negative
YER012W	YGL195W	0	0	0	0	0	0.072856	negative
YJL208C	YMR143W	0	0	0	0	0	-0.010053	negative
YER030W	YHL033C	0	0	0	0	0	0.000188	negative
YBL050W	YML094W	0	0	0	0	0	0.037642	negative
YHR075C	YML127W	0	0	0	0	0	0.226775	negative
YGL206C	YOL004W	0	0	0	210	0	0.397659	negative
YKL028W	YOR234C	0	0	0	0	0	-0.000962	negative
YFR031C-A	YHR200W	0	0	0	0	0	0.099684	negative
YBR126C	YLR335W	0	0	0	0	0	0.040422	negative
YDR363W-A	YHR200W	0	0	0	0	704	-0.008704	positive
YJL179W	YKL007W	0	0	0	0	0	0.015787	negative
YAL043C	YGL099W	0	0	0	0	0	0.273229	negative
YCR084C	YGL129C	0	0	0	0	0	0.229265	negative
YHR064C	YJL080C	0	0	0	474	250	-0.001672	positive
YBL099W	YHL001W	0	0	0	0	0	-0.002609	negative
YDR502C	YER030W	0	0	0	0	0	0.065547	negative
YLR321C	YNL037C	0	0	0	0	0	0.013226	negative
YGR193C	YOR096W	0	0	0	0	0	0.019335	negative
YDL083C	YKL172W	0	0	0	0	0	0.401345	negative
YDR434W	YMR314W	0	0	0	0	0	0.007252	negative
YER090W	YLR106C	0	0	0	0	0	0.478587	negative
YDR036C	YMR197C	0	0	0	0	0	0.206539	negative
YDR170C	YKL007W	0	0	0	0	0	0.035556	negative
YDR019C	YMR297W	0	0	0	0	0	0.036704	negative
YGR285C	YLL022C	0	0	0	0	0	0.022606	negative
YFL039C	YMR083W	0	0	0	0	0	0.007764	negative
YOL076W	YOR123C	0	0	0	0	0	0.045641	negative
YGR186W	YPL129W	0	0	0	0	798	0.033419	positive
YCR030C	YKL142W	0	0	0	0	0	-0.010121	negative
YGR232W	YOR281C	0	0	0	0	0	0.001438	negative
YHR075C	YJR007W	0	0	0	0	0	0.067568	negative
YBR084W	YDL195W	0	0	0	0	0	0.016693	negative
YML092C	YMR189W	0	0	0	0	0	0.024417	negative
YBL058W	YJR121W	0	0	0	0	0	0.066909	negative
YJR137C	YNL251C	0	0	0	0	0	0.063439	negative
YBR109C	YDR356W	0	0	0	0	883	-0.003051	positive
YJL190C	YOR293W	0	0	0	999	214	0.164722	positive
YGR193C	YLR200W	0	0	0	0	0	0.047537	negative
YDR341C	YGR204W	0	0	0	171	619	0.533877	positive
YBR215W	YER178W	0	0	0	0	0	-0.007764	negative
YFR050C	YGR135W	0	0	0	874	598	0.850390	positive
YLL022C	YNL301C	0	0	0	0	0	-0.002771	negative
YAL034C	YJR123W	0	0	0	0	0	0.162822	positive
YDR381W	YER122C	0	0	0	0	0	-0.002862	negative
YDR027C	YPL081W	0	0	0	0	0	0.056784	negative
YAR003W	YIR003W	0	0	0	0	0	0.009687	negative
YEL003W	YHR186C	0	0	0	0	0	0.091887	negative
YJL111W	YPL154C	0	0	0	0	0	-0.026055	negative
YLR150W	YNL037C	0	0	0	0	0	0.306820	negative
YKL172W	YOR317W	0	0	0	0	0	0.123492	negative
YGR240C	YPL129W	0	0	0	0	0	0.344588	negative
YDR019C	YOR234C	0	0	0	0	0	-0.003429	negative
YER090W	YMR072W	0	0	0	0	0	0.014879	negative
YHR099W	YMR197C	0	0	0	0	0	0.450779	negative
YJR076C	YPL048W	0	0	0	0	0	0.095957	negative
YAL035W	YPR041W	0	0	0	221	903	0.021584	positive
YDR027C	YPL007C	0	0	0	0	0	0.430164	negative
YBL041W	YGR253C	0	0	0	994	558	0.657042	positive
YGR193C	YML063W	0	0	0	0	0	0.099114	negative
YHR200W	YIL075C	0	0	0	199	760	0.072470	positive
YDR516C	YHR200W	0	0	0	0	0	0.614551	negative
YER136W	YHR186C	0	0	0	0	0	0.396890	negative
YBR215W	YEL003W	0	0	0	0	489	-0.004513	negative
YGL106W	YOR096W	0	0	0	0	0	0.000176	negative
YGL187C	YGR134W	0	0	0	0	0	0.163615	negative
YBR189W	YJR076C	0	0	0	0	0	0.166744	negative
YFR031C-A	YOR224C	0	0	0	289	0	0.003402	negative
YBR084W	YLR150W	0	0	0	0	0	0.727157	negative
YDL029W	YKL039W	0	0	0	0	0	0.129100	negative
YDL181W	YPL090C	0	0	0	0	0	0.042831	negative
YLR207W	YML028W	0	0	0	0	0	-0.020893	negative
YGR244C	YML069W	0	0	0	0	0	0.030519	negative
YML028W	YOR341W	0	0	0	0	200	0.007523	negative
YHR039C-A	YMR068W	0	0	0	0	0	0.145000	negative
YJL081C	YOR189W	0	0	0	0	0	0.162890	positive
YGR244C	YJL123C	0	0	0	0	0	0.012822	negative
YHR208W	YNL153C	0	0	0	0	0	-0.012287	negative
YAL034C	YJR109C	0	0	0	0	0	0.041693	negative
YGR167W	YPL254W	0	0	0	0	628	-0.003052	negative
YDR019C	YPR035W	0	0	0	85	526	0.734997	negative
YGR078C	YPL129W	0	0	0	73	80	0.022088	negative
YIL075C	YPL085W	0	0	0	0	0	0.535599	negative
YHR098C	YHR200W	0	0	0	0	0	0.216832	negative
YDR496C	YKL081W	0	0	0	0	0	0.069813	negative
YLR115W	YPL106C	0	0	0	0	0	0.006107	negative
YHL030W	YHR200W	0	0	0	0	651	0.099934	positive
YKR066C	YMR304W	0	0	0	0	0	0.004905	negative
YHR216W	YLR321C	0	0	0	0	0	0.047138	negative
YJL123C	YOL145C	0	0	0	0	0	0.119558	negative
YBR126C	YPL007C	0	0	0	0	0	0.130255	negative
YDL145C	YLR038C	0	0	0	0	0	0.095535	negative
YDR382W	YLL034C	0	0	0	0	0	-0.023515	negative
YFL039C	YPL129W	0	0	0	0	544	0.156586	positive
YDL097C	YDR429C	0	0	0	0	0	0.127524	negative
YDR027C	YDR037W	0	0	0	0	0	0.006911	negative
YGL238W	YJL052W	0	0	0	0	0	-0.015078	positive
YOR317W	YPR103W	0	0	0	0	0	0.013788	negative
YGL187C	YOR189W	0	0	0	0	0	0.197671	negative
YDR471W	YKL028W	0	0	0	0	0	-0.004816	negative
YAL035W	YDR180W	0	0	0	0	0	0.167586	negative
YBL003C	YGL099W	0	0	0	0	0	0.009116	negative
YGL195W	YIL033C	0	0	0	0	206	0.237957	negative
YBR118W	YGL195W	0	0	0	0	0	0.013499	negative
YFR030W	YHR075C	0	0	0	0	0	0.021711	negative
YFR033C	YJL179W	0	0	0	0	0	-0.002638	negative
YHR064C	YNL071W	0	0	0	0	345	0.300848	negative
YGL187C	YJR123W	0	0	0	0	0	0.135042	negative
YFR033C	YMR275C	0	0	0	0	0	-0.006439	negative
YDR407C	YPL011C	0	0	0	0	0	0.603655	negative
YNR051C	YOR232W	0	0	0	0	0	0.068822	negative
YGL011C	YMR314W	0	0	0	948	176	0.637335	positive
YDR363W-A	YJR014W	0	0	0	0	0	-0.006811	negative
YFL045C	YGR083C	0	0	0	0	0	0.180032	negative
YDR129C	YGR244C	0	0	0	0	0	-0.010773	negative
YDL056W	YPL023C	0	0	0	0	0	0.165094	negative
YHR128W	YOR164C	0	0	0	0	0	0.351414	negative
YNL037C	YPR041W	0	0	0	0	0	0.000287	negative
YFR030W	YJR137C	655	0	0	999	903	-0.002507	positive
YBR189W	YLR355C	0	0	0	305	67	0.095516	negative
YER165W	YGR167W	0	0	0	0	0	-0.016448	negative
YDR148C	YOR361C	0	0	0	0	0	0.042887	negative
YFL022C	YLL004W	0	0	0	0	0	0.007336	negative
YDR129C	YOR189W	0	0	0	0	0	0.016580	negative
YDL181W	YNL138W	0	0	0	0	0	0.038663	negative
YBR135W	YER025W	0	0	0	0	0	-0.000754	negative
YNL172W	YPL023C	0	0	0	0	0	0.172316	negative
YDR430C	YJL148W	0	0	0	0	0	0.090969	negative
YDL040C	YIR002C	0	0	0	0	0	0.092944	negative
YFL022C	YGL206C	0	0	0	0	0	0.023719	negative
YJL014W	YPL195W	0	0	0	0	0	0.446049	negative
YML077W	YPL111W	0	0	0	0	0	0.010304	negative
YFR030W	YPL237W	0	0	0	0	0	0.007034	negative
YKL182W	YPL231W	655	723	0	999	863	0.947932	positive
YKL007W	YNL147W	0	0	0	0	0	0.000995	negative
YDR361C	YOL096C	0	0	0	0	0	0.017312	negative
YDR341C	YFR010W	0	0	0	0	0	0.527035	negative
YLR355C	YOR035C	0	0	0	0	0	-0.016531	negative
YDL097C	YHR027C	0	0	0	254	513	0.307270	positive
YBR127C	YDL185W	655	0	190	511	355	0.836483	positive
YDL201W	YJL190C	0	0	0	0	0	0.000263	negative
YDL097C	YGR086C	0	0	0	0	0	-0.005258	negative
YDR502C	YMR309C	0	0	0	0	0	-0.014152	negative
YGL147C	YIL125W	0	0	0	0	0	-0.014567	negative
YEL037C	YOR332W	0	0	0	0	0	0.516694	negative
YGL187C	YMR230W	0	0	0	0	0	-0.000611	negative
YAL003W	YGL195W	0	0	0	0	0	-0.009824	negative
YJL179W	YML094W	0	0	0	342	709	0.779362	positive
YHR075C	YJL014W	78	0	0	0	143	0.828208	negative
YAL044C	YMR189W	655	0	0	989	967	-0.002584	positive
YBL050W	YGR162W	0	0	0	0	0	0.047426	negative
YFL018C	YLR129W	0	0	0	0	0	-0.006376	negative
YGR238C	YLR335W	0	0	0	0	0	0.097473	negative
YAL043C	YGR254W	0	0	0	0	0	0.037230	negative
YDR390C	YJL123C	0	0	0	0	0	0.219135	negative
YDR434W	YKL039W	0	0	0	0	0	0.487372	positive
YHL033C	YKL085W	0	0	0	0	0	-0.035499	negative
YOR189W	YPL235W	0	0	0	0	350	0.110525	positive
YGR167W	YIL125W	0	0	0	0	0	-0.009526	negative
YHR064C	YLR039C	0	0	0	0	0	-0.012309	negative
YDR390C	YLR330W	0	0	0	0	0	0.509804	negative
YHR186C	YLR325C	0	0	0	0	0	0.040189	negative
YBL041W	YPR103W	0	0	0	972	600	0.651703	positive
YFL039C	YMR158W	0	0	0	0	0	0.086468	negative
YKL039W	YOR035C	0	0	0	0	0	0.019715	negative
YJL033W	YOL086C	0	0	0	0	0	-0.020847	negative
YKL054C	YKL085W	0	0	0	0	0	0.269929	negative
YCR030C	YDL084W	0	0	0	0	0	0.316049	negative
YFR030W	YMR297W	0	0	0	0	0	0.008731	negative
YGR078C	YML127W	0	0	0	0	0	0.080978	negative
YER022W	YKL181W	0	0	0	0	0	0.125008	negative
YGL125W	YGR253C	0	0	0	0	0	0.027164	negative
YBR196C	YDR180W	0	0	0	0	0	-0.003519	negative
YFR010W	YJR109C	0	0	0	0	0	0.581409	negative
YOR243C	YPL085W	0	0	0	0	0	0.484515	negative
YEL037C	YPR036W	0	0	0	0	0	0.173645	negative
YGR063C	YML063W	0	0	0	0	0	0.059605	negative
YOR069W	YOR187W	0	0	0	0	0	0.033493	negative
YDR188W	YJL014W	0	0	0	926	180	0.263981	positive
YMR146C	YPL237W	0	0	0	537	777	0.003365	positive
YJL020C	YLL022C	0	0	0	0	0	0.577786	negative
YMR260C	YPL023C	0	0	0	0	0	0.135810	negative
YJL066C	YLR180W	0	0	0	0	0	0.194968	negative
YIL125W	YMR143W	0	0	0	0	0	-0.018825	negative
YDR019C	YDR407C	0	0	0	0	0	0.202606	negative
YDR308C	YER022W	0	0	0	0	838	0.158234	positive
YLR207W	YOR272W	0	0	0	0	0	0.372888	negative
YOR123C	YOR293W	0	0	0	0	0	-0.009208	negative
YAL003W	YKL081W	0	0	0	919	558	-0.012597	positive
YHR186C	YLR430W	0	0	0	229	0	0.497338	negative
YDR148C	YGR078C	0	0	0	0	0	0.021044	negative
YAL026C	YGR192C	0	0	0	0	150	-0.010144	negative
YCL011C	YGR083C	0	0	0	0	0	0.041468	negative
YHR075C	YLL018C	0	0	0	0	0	-0.000447	negative
YGR264C	YNL037C	0	0	0	0	0	0.055631	negative
YGL129C	YMR158W	0	0	0	121	0	0.055911	positive
YDR173C	YMR304W	0	0	0	0	0	0.046825	negative
YCL014W	YPL167C	0	0	0	0	0	0.009759	negative
YGL147C	YNL113W	0	0	0	0	0	0.497292	negative
YDR457W	YGR204W	0	0	0	0	0	0.110641	positive
YDL084W	YKL039W	0	0	0	0	0	0.507588	negative
YGL087C	YPL023C	0	0	0	0	0	0.062107	negative
YDR308C	YPR041W	0	0	0	0	0	0.022933	negative
YGR086C	YPR182W	0	0	0	0	0	-0.006971	negative
YDR145W	YJL052W	0	0	0	0	0	0.231248	negative
YDL136W	YPL143W	0	0	0	999	118	0.011658	positive
YDR496C	YLR192C	0	0	0	112	133	0.055632	negative
YBR263W	YGL098W	0	0	0	0	0	0.026897	negative
YJL001W	YOR317W	0	0	0	0	0	0.007369	negative
YHR051W	YMR116C	0	0	0	0	0	0.022128	negative
YER103W	YER164W	0	0	0	0	185	-0.018158	positive
YCL011C	YLR075W	0	0	0	0	0	0.019246	negative
YFL039C	YOR189W	0	0	0	0	54	0.225370	positive
YIL125W	YOL124C	0	0	0	0	0	-0.005703	negative
YMR197C	YOR151C	0	0	0	0	0	0.032243	negative
YDR407C	YNL147W	0	0	0	0	0	0.074061	negative
YGL137W	YNL287W	0	0	0	308	975	0.551229	positive
YDL140C	YJL140W	0	0	0	0	926	0.119192	positive
YDL195W	YOR142W	0	0	0	0	0	0.203064	negative
YBR221C	YGL076C	0	0	0	0	0	0.098377	negative
YDR516C	YEL051W	0	0	0	0	0	-0.004096	negative
YIL115C	YJL041W	0	0	0	0	0	0.438646	positive
YBR031W	YPL154C	0	0	0	0	0	0.036315	negative
YBR189W	YGR214W	595	0	0	999	527	0.548194	positive
YAR042W	YFR010W	0	0	0	0	0	0.315456	negative
YIR002C	YPL085W	0	0	0	0	0	0.304180	negative
YEL051W	YHR039C-A	0	0	0	575	683	0.000588	positive
YDR404C	YOR136W	0	0	0	0	0	0.040308	negative
YNL071W	YPR072W	0	0	0	0	0	0.062306	negative
YDL185W	YGL227W	0	0	0	0	0	0.000541	negative
YNL025C	YPL237W	0	0	0	0	0	0.214527	negative
YCR031C	YHR200W	0	0	0	0	0	-0.005420	negative
YDR457W	YKL029C	0	0	0	0	0	0.008011	positive
YBR039W	YPL271W	0	0	0	400	853	0.087267	positive
YKL135C	YOR272W	0	0	0	0	0	0.211457	negative
YGL087C	YML077W	0	0	0	0	0	0.116869	negative
YDR418W	YLR208W	0	0	0	0	0	-0.000537	negative
YDR407C	YPR118W	0	0	0	0	0	0.613260	negative
YPL178W	YPR182W	0	0	0	170	59	0.054557	positive
YER094C	YGR135W	0	0	0	982	558	0.786299	positive
YGL195W	YPL160W	0	0	0	313	171	0.169787	negative
YGR034W	YNR043W	0	0	0	0	0	-0.005359	positive
YGL200C	YIL109C	0	0	0	0	817	0.090597	positive
YEL003W	YLR200W	0	0	0	412	967	0.680236	positive
YGR005C	YOR253W	0	0	0	0	0	0.076410	negative
YDR429C	YOR332W	0	0	0	0	0	0.172199	negative
YGR234W	YLR304C	0	0	0	0	522	0.000777	positive
YDR027C	YIL075C	0	0	0	0	0	0.382891	negative
YAL026C	YIR003W	0	0	0	0	0	0.005577	negative
YAL043C	YDR407C	0	0	0	0	0	0.527725	negative
YBR084W	YER022W	0	0	0	0	0	0.121638	negative
YDL145C	YFR051C	0	0	0	478	905	0.329527	positive
YBL050W	YOR317W	0	0	0	0	0	0.599552	negative
YLR207W	YNL015W	0	0	0	0	0	0.024698	negative
YJL020C	YJL123C	0	0	0	0	0	0.243924	positive
YDR165W	YEL051W	0	0	0	0	0	-0.000447	negative
YFR050C	YOR232W	0	0	0	85	114	0.002896	negative
YPL085W	YPR181C	0	0	0	0	950	0.228480	positive
YCL014W	YOR332W	0	0	0	0	0	0.475343	negative
YBR189W	YFR010W	0	0	0	0	0	-0.007411	negative
YDR469W	YNR043W	0	0	0	0	0	0.052205	negative
YGR135W	YHR051W	0	0	0	0	0	0.005759	negative
YER030W	YHL001W	0	0	0	0	0	-0.016338	negative
YGL087C	YML072C	0	0	0	0	0	0.225312	negative
YCR092C	YDL181W	0	0	0	0	0	0.043547	negative
YHR027C	YHR200W	0	0	0	406	646	0.071640	positive
YKL007W	YLR200W	0	0	0	0	0	0.011706	negative
YJL066C	YLL004W	0	0	0	0	0	0.081507	negative
YBR127C	YKL080W	0	0	0	334	976	-0.004134	positive
YOL038W	YPL085W	0	0	0	0	0	0.106884	negative
YKL054C	YML094W	0	0	0	0	0	0.521309	negative
YDR283C	YGR193C	0	0	0	0	200	0.203406	negative
YDL097C	YML028W	0	0	0	0	0	0.123856	negative
YCL014W	YDL074C	0	0	0	0	0	0.352859	negative
YDR363W-A	YOR293W	0	0	0	0	0	-0.009479	negative
YDR027C	YPR035W	0	0	0	0	0	0.060566	negative
YGR083C	YKL182W	0	0	0	0	0	0.056536	negative
YLR295C	YMR314W	0	0	0	0	0	-0.001183	negative
YEL026W	YKL181W	0	0	0	593	0	0.081044	negative
YDR430C	YGL227W	0	0	0	0	0	0.043273	negative
YER007C-A	YGR063C	0	0	0	0	0	0.047952	negative
YJL076W	YLR028C	0	0	0	0	0	-0.011208	negative
YGL187C	YHR099W	0	0	0	0	0	0.479626	negative
YDR019C	YGR083C	0	0	0	0	0	0.171907	negative
YDR381W	YHR208W	0	0	0	0	0	-0.026140	negative
YJR121W	YPR043W	0	0	0	0	0	0.015876	negative
YLR025W	YPL167C	0	0	0	0	0	-0.000437	negative
YCR084C	YPR036W	0	0	0	0	0	0.292936	negative
YGR167W	YKL007W	0	0	0	0	0	0.357145	negative
YIL142W	YJL008C	0	0	0	851	283	0.841654	positive
YGL200C	YOR133W	0	0	0	0	0	-0.017006	negative
YBR135W	YDR502C	0	0	0	0	0	0.154983	negative
YDR172W	YLR355C	0	0	0	0	0	0.283128	negative
YGL200C	YPL085W	0	0	0	0	624	0.605712	positive
YJR123W	YPL235W	0	0	0	0	0	0.067356	negative
YJL148W	YOR224C	0	0	0	406	757	0.145368	positive
YHR172W	YPL085W	0	0	0	0	0	0.677353	negative
YER012W	YPR103W	0	0	0	998	305	0.736689	positive
YDR180W	YGL137W	0	0	0	0	0	0.299772	negative
YER025W	YKL013C	0	0	0	0	0	0.035345	negative
YHR051W	YLL018C	0	0	0	0	0	-0.004398	negative
YDR407C	YGR192C	0	0	0	0	0	-0.017437	negative
YOR361C	YPL237W	0	0	0	413	737	0.019395	positive
YDR361C	YPL023C	0	0	0	0	0	0.219490	negative
YAL003W	YMR091C	0	0	0	0	0	-0.005455	negative
YCR009C	YPR180W	0	0	0	0	0	0.160153	negative
YJR009C	YML069W	0	0	0	0	0	0.005157	negative
YER030W	YHR186C	0	0	0	0	0	-0.000928	negative
YNL025C	YPL004C	0	0	0	0	0	-0.004197	negative
YCR084C	YDR071C	0	0	0	0	0	0.096023	negative
YGL200C	YOR375C	0	0	0	0	0	0.000527	negative
YFR030W	YPL129W	0	0	0	0	0	0.021903	negative
YKL135C	YMR224C	0	0	0	0	0	0.160892	negative
YGR254W	YHR039C-A	0	0	0	0	0	0.171835	negative
YDL140C	YDR188W	0	0	0	74	0	0.265508	negative
YEL055C	YIL026C	0	0	0	0	0	-0.017171	negative
YGR134W	YJL034W	0	0	0	0	0	-0.004813	negative
YLR192C	YMR309C	0	0	0	0	558	-0.001662	positive
YHR186C	YIL062C	0	0	0	0	0	0.264509	negative
YNR050C	YOL124C	0	0	0	0	696	-0.005996	positive
YBR215W	YHL033C	0	0	0	0	0	-0.021426	negative
YKL085W	YNR043W	0	0	0	0	0	0.537448	negative
YIL094C	YNL189W	0	0	0	0	0	0.016009	negative
YDL145C	YNL287W	0	0	0	898	922	0.460157	positive
YGL227W	YGR083C	0	0	0	0	0	0.095368	negative
YLR115W	YMR275C	0	0	0	0	0	0.025914	negative
YFR030W	YOR168W	0	0	0	0	155	0.141640	negative
YPL154C	YPL220W	0	0	0	0	0	-0.011193	negative
YBR039W	YDR168W	0	0	0	0	398	0.087975	positive
YDL056W	YGR078C	0	0	0	0	0	0.078139	negative
YGR204W	YLL018C	69	0	0	392	80	0.166106	positive
YAL044C	YPR035W	0	0	0	0	182	-0.009596	negative
YJL052W	YKL067W	63	0	0	107	544	0.315864	positive
YIL094C	YLR192C	0	0	0	0	0	-0.008085	negative
YDL097C	YDR180W	0	0	0	0	0	0.159260	negative
YFR010W	YHR027C	0	0	0	419	107	0.238222	positive
YKL039W	YPL160W	0	0	0	0	0	0.130768	negative
YJL111W	YLR115W	0	0	0	0	0	-0.013428	negative
YDR430C	YGR194C	0	0	0	0	0	0.216361	negative
YDR233C	YGL099W	0	0	0	0	0	0.001145	negative
YCR072C	YPL093W	0	0	0	990	488	0.415029	positive
YNL071W	YPL111W	0	0	0	0	0	0.050828	negative
YJR132W	YLR106C	0	0	0	144	0	0.140566	positive
YML063W	YMR197C	0	0	0	0	0	0.204378	negative
YHR027C	YIL075C	0	0	0	905	342	0.475913	positive
YBR025C	YKL081W	0	0	0	590	0	-0.005359	positive
YGL098W	YJL179W	0	0	0	0	0	0.025764	negative
YEL051W	YLR039C	0	0	0	0	0	-0.010768	negative
YLR129W	YOR133W	0	0	0	0	0	-0.024479	negative
YDL030W	YNL153C	0	0	0	0	0	0.037873	negative
YCR009C	YJL076W	0	0	0	0	0	-0.004440	negative
YHR121W	YML072C	0	0	0	0	0	0.275084	negative
YDR381W	YOR035C	0	0	0	0	0	-0.011237	negative
YAL034C	YMR230W	0	0	0	0	0	-0.000558	negative
YDL185W	YHR039C-A	0	0	0	69	626	0.094848	positive
YMR146C	YPR041W	0	0	0	487	952	-0.003108	positive
YDR233C	YOR230W	0	0	0	0	0	-0.015411	negative
YDR432W	YLR355C	0	0	0	0	0	0.012877	negative
YMR146C	YOR361C	0	0	0	903	958	0.952326	positive
YBR135W	YDL195W	0	0	0	0	0	-0.006751	negative
YIL109C	YOR224C	0	0	0	0	0	0.107239	negative
YGL061C	YGR167W	0	0	0	0	0	-0.019212	negative
YDL083C	YER022W	0	0	0	0	0	-0.002774	negative
YGL098W	YGR063C	0	0	0	0	0	0.009624	negative
YAL043C	YER090W	0	0	0	0	0	0.345003	negative
YEL051W	YML028W	0	0	0	0	0	0.046038	negative
YMR197C	YOR133W	0	0	0	0	0	-0.020316	negative
YGR013W	YMR125W	0	0	0	0	813	-0.012575	positive
YDL181W	YGL099W	0	0	0	0	0	0.018138	negative
YDR308C	YNL025C	0	0	0	0	855	0.107613	positive
Q0120	YNL301C	0	0	0	0	0	-0.008997	negative
YJL052W	YLR355C	0	0	0	0	199	0.494565	positive
YCL014W	YDR502C	0	0	0	0	0	0.055286	negative
YKL135C	YPL160W	0	0	0	0	0	0.065951	negative
YDR308C	YMR108W	0	0	0	0	0	0.182025	negative
YDR165W	YMR146C	0	0	0	213	0	0.016771	negative
YDL165W	YKL007W	0	0	0	0	0	-0.001616	negative
YIL094C	YOR136W	0	0	99	0	0	0.095435	positive
YJL148W	YMR143W	0	0	0	194	80	-0.010272	negative
YIL115C	YJR065C	0	0	0	0	0	0.078379	negative
YGR214W	YJL041W	0	0	0	0	0	-0.009973	negative
YML072C	YNR050C	0	0	0	0	0	0.038978	negative
YBR221C	YDL083C	0	0	0	0	183	0.030068	negative
YMR189W	YPR036W	0	0	0	0	0	0.280261	negative
YGL106W	YJL123C	0	0	0	0	0	0.009934	negative
YJL076W	YKR066C	0	0	0	0	0	-0.014606	negative
YDL181W	YPL271W	0	0	0	588	623	0.235428	positive
YER007C-A	YHR099W	0	0	0	0	0	0.318862	negative
YKL211C	YLR180W	0	0	0	0	828	0.384042	positive
YMR275C	YPR036W	0	0	0	0	0	0.018602	negative
YDR382W	YNL246W	0	0	0	0	0	0.278163	negative
YNL113W	YPL004C	0	0	0	0	0	-0.001638	negative
YHR077C	YJL050W	0	0	0	0	104	0.729859	negative
YGL106W	YJR014W	0	0	0	0	0	0.017012	negative
YGR253C	YML092C	0	0	46	988	134	0.845739	positive
YGR186W	YPL085W	0	0	0	0	0	0.114286	negative
YJL088W	YLR115W	0	0	0	0	0	0.285683	negative
YDR388W	YOR123C	0	0	0	0	0	0.034341	negative
YDR429C	YLR192C	0	0	0	0	967	0.016310	positive
YDL171C	YPL011C	0	0	0	0	0	0.074536	negative
YDR385W	YGR187C	0	0	0	0	0	-0.009652	positive
YEL020W-A	YOR035C	0	0	0	0	0	0.009393	negative
YJR065C	YPL154C	0	0	0	189	44	0.002530	negative
YDR363W-A	YLR421C	0	0	0	0	425	-0.007859	positive
YBR279W	YOR123C	0	0	0	157	767	0.031055	positive
YCL011C	YDR019C	0	0	0	0	0	0.014600	negative
YBR196C	YJL034W	0	0	0	0	0	-0.014527	negative
YJL008C	YLR002C	0	0	0	0	0	0.366108	negative
YGR186W	YJL190C	0	0	0	0	0	-0.007885	negative
YDR471W	YMR116C	0	0	0	997	171	-0.006793	positive
YIL033C	YOL096C	0	0	0	0	0	0.090314	negative
YCL014W	YPL271W	0	0	0	0	0	0.130741	negative
