IDA	IDB	neighborhood	fusion	cooccurence	coexpression	textmining	score	Label
YGR162W	YIL115C	0	0	0	161	80	0.194560	negative
YBL050W	YIL062C	0	0	0	0	0	0.054270	negative
YFR044C	YPL093W	0	0	0	0	0	0.107930	negative
YLR330W	YPR041W	0	0	0	0	0	0.040644	negative
YDL140C	YOR281C	0	0	0	0	0	0.033148	negative
YBR143C	YFR033C	0	0	0	0	0	0.161037	negative
YKL080W	YOR261C	0	0	0	0	0	0.113085	negative
YKL007W	YML063W	0	0	0	0	0	0.026303	negative
YBR112C	YDR041W	0	0	0	0	0	0.236564	negative
YDR221W	YGR234W	0	0	0	0	0	0.012692	negative
YDR382W	YOR234C	0	0	0	999	201	0.030179	positive
YDR214W	YDR469W	0	0	0	0	0	0.429181	negative
YDR457W	YFR044C	0	0	0	0	0	0.186778	negative
YER093C	YPR180W	0	0	0	0	0	0.127875	negative
YDR434W	YPL048W	0	0	0	0	0	0.101140	negative
YAR003W	YOR133W	0	0	0	0	0	0.004134	negative
YLR304C	YPL254W	0	0	0	0	0	-0.004878	negative
YJL111W	YOR332W	0	0	0	0	0	-0.017476	negative
YJL148W	YOR133W	0	0	0	0	0	-0.019670	negative
YDR243C	YHR208W	0	0	0	0	0	-0.006080	negative
YDR145W	YHR099W	0	0	0	0	819	0.627903	positive
YOR232W	YPR118W	0	0	0	0	0	0.103288	negative
YBR221C	YGR193C	654	271	472	303	964	0.027707	positive
YJL014W	YKL135C	0	0	0	0	0	0.184889	negative
YFR050C	YPR036W	0	0	0	0	0	0.025235	negative
YKL135C	YPL154C	0	0	0	0	0	0.031304	negative
YDR148C	YIL125W	654	347	506	880	948	0.016732	positive
YEL051W	YOL123W	0	0	0	0	0	0.016609	negative
YBR112C	YMR197C	0	0	0	0	0	0.316551	negative
YER091C	YGR238C	0	0	0	0	353	-0.008925	negative
YGL098W	YKR054C	0	0	0	0	0	0.105122	negative
YDR041W	YML127W	0	0	0	0	474	0.310009	negative
YDL097C	YGL098W	0	0	0	0	0	0.048011	negative
YJL014W	YJL111W	0	0	39	805	153	-0.014430	positive
YDR429C	YOR361C	0	0	0	774	951	0.046747	positive
YDR429C	YMR146C	0	0	0	784	977	0.015117	positive
YAL044C	YNL004W	0	0	0	0	0	0.002380	negative
YKL135C	YNL139C	0	0	0	0	0	0.338232	negative
YBL050W	YBR118W	0	0	0	0	0	0.057857	negative
YOR272W	YPR191W	0	0	0	0	0	0.096797	negative
YAL034C	YML028W	0	0	0	0	0	0.038570	negative
YDR407C	YKL142W	0	0	0	0	0	-0.011519	negative
YDR404C	YDR434W	0	0	0	0	0	0.098118	negative
YGR034W	YML077W	0	0	0	0	0	0.008164	negative
YJR121W	YPR072W	0	0	0	0	0	0.015243	negative
YDR328C	YNL071W	0	0	0	0	0	0.009057	negative
YDL181W	YMR091C	0	0	0	0	0	0.029316	negative
YLR025W	YML127W	0	0	0	0	0	0.372968	negative
YKL142W	YPL093W	0	0	0	0	0	0.032474	negative
YOR110W	YOR253W	0	0	0	0	0	0.017285	negative
YCR031C	YJL034W	0	0	0	75	503	-0.008849	negative
YAL044C	YJL088W	0	0	0	0	215	-0.001994	negative
YBR109C	YML036W	0	0	0	0	0	-0.003573	negative
YBL050W	YDR429C	0	0	0	0	0	0.048405	negative
YDR404C	YOR151C	0	0	0	0	953	0.006107	positive
YBR084C-A	YBR181C	0	0	0	999	541	0.069160	positive
YKL054C	YLR333C	0	0	0	0	0	0.082304	negative
YJL001W	YML072C	0	0	0	0	0	0.004525	negative
YER012W	YGR135W	0	0	0	999	718	0.563228	positive
YDL084W	YDL171C	0	0	0	0	553	0.065012	negative
YAL035W	YBR112C	0	0	0	110	129	0.380318	negative
YDR283C	YPR181C	0	0	0	0	0	0.262651	negative
YDL195W	YGL200C	0	0	0	0	657	0.156678	positive
YER178W	YNL071W	654	0	487	580	964	0.054039	positive
YAR003W	YBR039W	0	0	0	0	0	0.833797	negative
YPL011C	YPR181C	0	0	0	0	0	0.246492	negative
YDL056W	YNL243W	0	0	0	0	0	0.255497	negative
YAL034C	YOR232W	0	0	0	0	0	0.089312	negative
YFL018C	YFR031C-A	0	0	0	0	185	0.044188	negative
YDR027C	YJR014W	0	0	0	0	0	0.312976	negative
YGR130C	YIL094C	0	0	0	0	0	0.018405	negative
YDR382W	YOR272W	0	0	0	0	0	-0.016046	negative
YML028W	YOR189W	0	0	0	0	0	-0.015133	negative
YGR134W	YMR260C	0	0	0	0	0	-0.001812	negative
YPR041W	YPR176C	0	0	0	0	0	0.004632	negative
YDL181W	YPR180W	0	0	0	0	0	0.027736	negative
YDR361C	YLR028C	0	0	0	0	0	0.009995	negative
YGR193C	YKL080W	0	0	0	0	0	0.036171	negative
YCR009C	YDL051W	0	0	0	0	0	0.257702	negative
YFR050C	YKL029C	0	0	0	0	0	-0.011104	negative
YDR407C	YPR041W	0	0	0	0	0	0.038191	negative
YJL029C	YNL037C	0	0	0	0	0	0.001709	negative
YBL050W	YDR092W	0	0	0	0	0	0.017339	negative
YGL011C	YPR103W	0	0	0	684	592	0.623510	positive
YDR037W	YER093C	0	0	0	0	0	-0.000433	negative
YBR039W	YBR126C	0	0	0	0	0	0.082804	negative
YER012W	YGL125W	0	0	0	0	0	0.030955	negative
YBR263W	YHL033C	0	0	0	0	0	-0.025078	negative
YFR044C	YJL076W	0	0	0	0	0	-0.008826	negative
YER030W	YMR287C	0	0	0	0	0	-0.009342	negative
Q0120	YDR390C	0	0	0	0	0	0.092632	negative
YFL022C	YMR108W	78	0	0	75	111	0.016719	negative
YDR127W	YGR234W	0	0	0	0	0	0.040423	positive
YJR065C	YKL013C	0	0	0	0	901	0.402535	positive
YDR390C	YDR418W	0	0	0	0	0	0.019372	negative
YDR385W	YKL172W	0	0	0	0	0	-0.015773	negative
YEL051W	YGR193C	0	0	0	0	0	-0.002762	negative
YJR109C	YPL085W	0	0	0	0	0	0.032161	negative
YDL181W	YKL054C	0	0	0	0	0	0.017047	negative
YDR434W	YGR094W	0	0	0	0	0	0.046052	negative
YGR008C	YOR110W	0	0	0	0	0	-0.001439	negative
YCR084C	YMR260C	0	0	0	0	0	0.006393	negative
YDR101C	YPR016C	0	0	0	301	875	0.041155	positive
YER030W	YHR039C-A	0	0	0	0	0	-0.004888	negative
YBL099W	YBR039W	654	0	489	997	794	0.200085	positive
YBL047C	YMR091C	0	0	0	0	0	0.492008	negative
YDL143W	YIL142W	0	0	0	984	196	0.474332	positive
YDR356W	YKL029C	0	0	0	0	0	0.411957	negative
YJL081C	YPL235W	0	0	0	142	702	0.126250	positive
YPL129W	YPL235W	0	0	0	65	520	0.073163	positive
YDR335W	YGL195W	0	0	0	0	0	0.190927	negative
YGL200C	YHR216W	0	0	0	0	0	0.141640	negative
YNL244C	YPR041W	0	0	0	145	926	0.001119	positive
YNL147W	YPR182W	0	0	0	706	859	0.167312	positive
YDR407C	YLL018C	0	0	0	0	0	0.010718	negative
YDR469W	YOL086C	0	0	0	0	0	0.300429	negative
YDR363W-A	YDR385W	0	0	0	0	0	-0.016895	negative
YGR083C	YOL076W	0	0	0	0	0	0.521710	negative
YDR469W	YFR044C	0	0	0	0	0	0.114339	negative
YGR214W	YOR151C	0	0	0	655	502	-0.016588	negative
YDR471W	YML075C	0	0	0	0	0	-0.005651	positive
YGL105W	YGR264C	267	720	0	77	994	0.484950	positive
YDR407C	YEL037C	0	0	0	0	0	0.478448	negative
YCR030C	YPL254W	0	0	0	0	0	0.069826	negative
YAL034C	YFL045C	0	0	0	0	0	0.202471	negative
YGR232W	YNL301C	0	0	0	0	0	-0.010612	negative
YGL147C	YMR224C	0	0	0	0	0	-0.005597	negative
YOR194C	YPR036W	0	0	0	0	0	0.091681	negative
YDR027C	YPL237W	0	0	0	0	0	0.092219	negative
YDR019C	YML069W	0	0	0	0	0	0.180293	negative
YDL074C	YGR167W	0	0	0	0	0	0.005071	negative
YDR099W	YJL034W	0	0	0	0	295	-0.017549	negative
YDR341C	YGL238W	0	0	0	0	0	0.118662	positive
YLR039C	YPR074C	0	0	0	0	0	-0.012349	negative
YBR009C	YMR146C	0	0	0	0	0	-0.016978	negative
YEL055C	YLR295C	0	0	0	0	0	0.094625	negative
YMR108W	YMR143W	0	0	0	0	170	-0.014431	negative
YDL195W	YGL129C	0	0	0	0	0	0.021515	negative
YMR189W	YOR281C	0	0	0	0	0	0.041971	negative
YGL099W	YPR180W	0	0	0	0	0	0.138664	negative
YDR101C	YPL093W	0	0	0	999	795	0.400391	positive
YDR335W	YMR189W	0	0	0	0	0	0.139771	negative
YDR434W	YPR118W	0	0	0	0	0	0.549073	negative
YGR130C	YNL139C	0	0	0	0	0	0.281293	negative
YDR071C	YDR430C	0	0	0	0	0	0.042407	negative
YDL181W	YML063W	0	0	0	0	0	0.513436	negative
YGR204W	YKL067W	180	0	0	0	502	-0.014164	positive
YKL013C	YMR108W	0	0	0	0	0	0.143111	negative
YDR469W	YLR180W	0	0	0	0	0	0.471858	negative
YPL031C	YPL195W	0	0	0	0	0	0.569074	negative
YBR039W	YPL106C	0	0	0	0	279	-0.004831	negative
YDL201W	YGL098W	0	0	0	0	0	0.074499	negative
YJL148W	YKL135C	0	0	0	0	0	0.115818	negative
YLR028C	YMR146C	0	0	0	0	0	0.009919	negative
YJL033W	YOR253W	0	0	0	0	0	0.032656	negative
Q0120	YER136W	0	0	0	0	0	0.062349	negative
YGL030W	YHR186C	0	0	0	0	0	-0.002918	negative
YCR072C	YKL067W	0	0	0	0	0	0.378537	negative
YML069W	YMR242C	0	0	0	0	0	-0.007392	negative
YMR005W	YPL129W	0	0	0	0	656	0.031861	positive
YAL011W	YDR168W	0	0	0	0	0	0.091266	negative
YEL003W	YMR072W	0	0	0	0	0	0.000279	negative
YHR208W	YMR146C	0	0	0	0	0	-0.014694	negative
YMR158W	YNR035C	0	0	0	0	0	0.572066	negative
YBR135W	YFR033C	0	0	0	0	0	-0.009245	negative
YGL207W	YKL013C	0	0	0	0	0	0.004042	negative
YIL115C	YJL111W	0	0	0	0	0	-0.016802	negative
YDL201W	YPL143W	0	0	0	0	0	0.096467	negative
YCR084C	YPL154C	0	0	0	0	0	0.060153	negative
YDL136W	YOR123C	0	0	0	0	0	-0.013055	negative
YER093C	YNL002C	0	0	0	0	0	0.043545	negative
YLR129W	YLR330W	0	0	0	0	0	0.034963	negative
YBR031W	YHR039C-A	0	0	0	0	0	-0.007856	negative
YJL029C	YMR287C	0	0	0	0	0	0.018378	negative
YDL140C	YPL023C	0	0	0	0	0	0.089815	negative
YDL195W	YPR181C	0	0	0	452	977	0.011499	positive
YDR432W	YGL195W	0	0	0	0	0	0.005354	negative
YAL035W	YJL076W	0	0	0	0	0	-0.004072	negative
YBR143C	YML127W	0	0	0	0	0	0.264374	negative
YHR051W	YMR230W	0	0	0	0	0	-0.005001	negative
YLR002C	YPR191W	0	0	0	0	0	0.127563	negative
YJR137C	YPR041W	0	0	0	0	0	-0.006962	negative
YDL165W	YMR230W	0	0	0	0	0	-0.004952	positive
YGR232W	YPL023C	0	0	0	0	0	0.010591	negative
YER178W	YGR193C	654	0	483	362	964	0.000544	positive
YGL030W	YKL067W	0	0	0	381	0	-0.014569	positive
YHR172W	YKL135C	0	0	0	0	0	0.335477	negative
YGL227W	YHR128W	0	0	0	0	0	0.085837	negative
YGR238C	YJL138C	0	0	0	0	0	-0.008563	negative
YCR030C	YMR068W	0	0	0	0	0	0.367146	negative
YGL125W	YHR039C-A	0	0	0	0	0	0.394161	negative
YHR064C	YHR208W	0	0	0	107	233	-0.029964	negative
YDR035W	YLR355C	0	0	0	0	218	0.645713	positive
YGR155W	YGR238C	0	0	0	0	0	0.037856	negative
YFR050C	YLR355C	0	0	0	0	0	0.066522	negative
YGL187C	YPL081W	0	0	0	139	60	0.047401	negative
YMR314W	YOR232W	0	0	0	0	0	-0.006791	negative
YML127W	YPR176C	0	0	0	0	0	0.173127	negative
YEL003W	YIR002C	0	0	0	0	0	0.037760	negative
YER022W	YIR003W	0	0	0	0	0	-0.000658	negative
YAL044C	YJL001W	0	0	0	0	0	0.234837	negative
YLR060W	YOR207C	0	0	0	0	0	-0.011446	negative
YDR381W	YFR044C	0	0	0	0	0	-0.003969	negative
YBR084W	YNR051C	0	0	0	0	0	0.191352	negative
YJL034W	YLR207W	0	0	0	0	893	-0.001553	positive
YBR135W	YIL070C	0	0	0	0	0	0.007714	negative
YCR084C	YDL185W	0	0	0	0	0	0.030327	negative
YBL003C	YDR385W	0	0	0	0	104	0.010395	negative
YLR304C	YMR260C	0	0	0	0	162	-0.011983	negative
YGL147C	YJR076C	0	0	0	0	0	-0.004659	negative
YDL097C	YJL034W	0	0	0	0	0	-0.004077	negative
YBR234C	YNR035C	0	0	0	111	931	0.720531	positive
YKL085W	YMR230W	0	0	0	0	0	-0.001594	negative
YCL037C	YOR187W	0	0	0	0	0	0.007459	negative
YDL074C	YML077W	0	0	0	0	0	0.123967	negative
YER133W	YFL018C	0	0	0	0	0	0.011193	negative
YBR009C	YPR176C	0	0	0	0	0	-0.019748	negative
YOR323C	YPL154C	0	0	0	0	186	0.398873	negative
YHR027C	YPR036W	0	0	0	0	0	0.324484	negative
YHR075C	YMR158W	0	0	0	0	570	0.032051	positive
YDR381W	YMR275C	0	0	0	0	0	-0.008156	negative
YHR128W	YMR224C	0	0	0	0	0	0.221404	negative
YBR279W	YGR061C	0	0	0	0	0	0.098507	negative
YGR244C	YHR172W	0	0	0	0	0	0.042982	negative
YDL132W	YHR186C	0	0	0	0	0	0.117075	negative
YDL040C	YLR208W	0	0	0	0	0	0.025474	negative
YGR134W	YKL135C	0	0	0	0	0	0.119318	negative
YGR155W	YJL076W	0	0	0	0	0	-0.012596	negative
YGR244C	YHR099W	0	0	0	0	0	0.058142	negative
YBR143C	YDL097C	0	0	0	0	0	0.132969	negative
YFL022C	YOR261C	0	0	0	0	0	0.035091	negative
YBR234C	YHR099W	0	0	0	0	0	0.244593	negative
YBL050W	YKL013C	0	0	0	0	0	0.061587	negative
YEL003W	YLR295C	0	0	0	0	0	0.023262	negative
YGR094W	YIL115C	0	0	0	0	0	0.045148	negative
YER164W	YHR077C	0	0	0	0	0	0.697227	negative
YDR233C	YHR200W	0	0	0	0	0	-0.006327	negative
YGR083C	YPL093W	0	0	0	315	0	0.363203	negative
YGR135W	YGR167W	0	0	0	0	0	0.196168	negative
YDL181W	YJR121W	0	0	0	480	114	0.001534	positive
YDR341C	YGR167W	0	0	0	0	0	-0.006973	negative
YGL200C	YHR128W	0	0	0	0	0	0.248999	negative
YAL011W	YFL039C	0	0	0	0	69	0.311048	positive
YLR115W	YML063W	0	0	0	0	0	0.245513	negative
YGR264C	YMR197C	0	0	0	0	0	0.244375	negative
YBR084W	YGR167W	0	0	0	0	0	0.002093	negative
YDR036C	YHR075C	0	0	0	0	0	0.110977	positive
YHR019C	YPL007C	0	0	0	0	0	0.039884	negative
YDR129C	YPL129W	0	0	0	0	0	0.304326	negative
YAL043C	YHR051W	0	0	0	0	0	0.095766	negative
YKL172W	YLR207W	0	0	0	0	0	0.109351	negative
YBR039W	YDL181W	0	0	0	709	60	0.320166	positive
YBL041W	YMR314W	0	0	0	960	558	0.765022	positive
YGL137W	YGR275W	0	0	0	0	0	0.099043	negative
YNL153C	YPL271W	0	0	0	0	0	0.009795	negative
YGL245W	YPL254W	0	0	0	0	0	0.011106	negative
YOR234C	YOR332W	0	0	0	0	0	-0.000251	negative
YDR502C	YNL287W	0	0	0	0	0	0.040826	negative
YMR309C	YOR232W	0	0	0	0	0	0.002235	negative
YBR143C	YDR172W	0	0	0	591	997	0.060438	positive
YDR328C	YJL034W	0	0	0	0	131	-0.012347	negative
YOR189W	YPR191W	0	0	0	0	0	0.067433	negative
YDL075W	YMR108W	0	0	0	0	0	0.005856	negative
YGR275W	YLR038C	0	0	0	0	0	0.019438	negative
YGL200C	YMR242C	0	0	0	0	0	-0.006775	negative
YDL056W	YDR027C	0	0	0	0	0	0.480475	negative
YOR110W	YPL007C	0	0	0	0	781	0.119965	positive
YGL238W	YGR204W	0	0	0	0	0	0.090556	positive
YCR030C	YPR181C	0	0	0	0	0	0.132814	negative
YJL041W	YKL142W	0	0	0	0	0	-0.008808	negative
YHR098C	YNL251C	0	0	0	0	0	0.645725	negative
YGL207W	YLR333C	0	0	0	0	0	-0.009250	negative
YDL060W	YGL187C	0	0	0	0	0	0.421331	negative
YDL083C	YJR045C	146	0	0	80	263	0.115157	negative
YGR027C	YOR187W	0	0	0	0	0	-0.002927	negative
YGR130C	YLR002C	0	0	0	0	0	0.226489	negative
YBR009C	YHR064C	0	0	0	0	0	0.050125	negative
YBR031W	YGL206C	0	0	0	0	0	0.009866	negative
YLR038C	YOR272W	0	0	0	0	0	0.081236	negative
YGL187C	YMR314W	0	0	0	0	0	0.005577	negative
YDL074C	YNL138W	0	0	0	0	0	0.257726	negative
YDR233C	YJL101C	0	0	0	0	0	0.001663	negative
YBR011C	YOR232W	0	0	0	0	0	0.439334	negative
YGL105W	YOR151C	0	0	0	94	203	0.014063	negative
YGL206C	YGR167W	0	0	0	0	901	0.509284	positive
YML127W	YOL124C	0	0	0	0	0	0.010238	negative
YDR019C	YOR281C	0	0	0	0	0	0.017024	negative
YDR168W	YGR193C	0	0	0	0	0	0.037771	negative
YER025W	YGL106W	0	0	0	0	0	0.558794	negative
YBR084C-A	YMR108W	0	0	0	0	0	0.032209	negative
YGR275W	YPL129W	0	0	0	0	622	0.030016	positive
YER093C	YHL034C	0	0	0	0	0	0.026066	negative
YML036W	YMR287C	0	0	0	0	0	0.109118	negative
YLR347C	YOR261C	0	0	0	0	0	0.322746	negative
YJL148W	YOR341W	0	0	0	384	627	0.181800	positive
YDR356W	YGL195W	0	0	0	0	0	0.501968	negative
YBR084C-A	YCR031C	0	0	0	999	197	-0.013253	positive
YEL026W	YLR180W	0	0	0	252	46	0.193212	negative
YKL029C	YMR308C	0	0	0	202	0	-0.017955	negative
YBR112C	YGR130C	0	0	0	0	0	0.212592	negative
YBL076C	YDR496C	0	0	0	222	0	0.206275	negative
YDR036C	YKL013C	0	0	0	0	0	0.146442	negative
YDR092W	YNL244C	0	0	0	0	0	0.018173	negative
YFL018C	YHR027C	0	0	0	0	0	0.023974	negative
YDR430C	YGL105W	0	0	0	0	0	0.081286	negative
YDL056W	YMR205C	0	0	0	0	0	0.050985	negative
YBR115C	YLR295C	0	0	0	0	0	0.140001	negative
YDL029W	YNR035C	0	0	0	186	919	0.533145	positive
YMR116C	YNL025C	0	0	0	0	0	0.036134	negative
YGL011C	YGR135W	0	0	65	873	125	0.394532	positive
YDR516C	YGR186W	0	0	0	0	0	0.022690	negative
YDR434W	YKL013C	0	0	0	0	0	0.226050	negative
YIL075C	YJL066C	0	0	0	0	0	0.161700	negative
YKL172W	YML028W	0	0	0	0	0	0.027216	negative
YDL097C	YKL181W	0	0	0	0	0	0.161569	negative
YDR019C	YGL099W	0	0	0	0	0	0.101035	negative
YFL008W	YHR075C	0	0	0	0	0	0.127329	negative
YCL014W	YDR434W	0	0	0	0	0	0.629140	negative
YDR429C	YOR224C	0	0	0	451	0	0.152091	negative
YDR363W-A	YHR216W	0	0	0	0	0	-0.011447	negative
YGR083C	YMR108W	0	0	0	0	0	0.269056	negative
YJL050W	YNL251C	0	0	0	0	0	0.798946	positive
YAL044C	YPR041W	0	0	0	0	0	-0.009527	negative
YBL003C	YNL243W	0	0	0	0	0	0.002561	negative
YDR044W	YJL066C	0	0	0	0	0	0.147734	negative
YDR283C	YLR321C	0	0	0	0	0	0.135803	negative
YEL032W	YPL195W	0	0	0	0	0	0.558462	negative
YDL097C	YIL075C	0	0	0	470	186	0.313545	positive
YAL044C	YDL082W	0	0	0	0	0	0.186061	negative
YGR063C	YMR158W	0	0	0	0	0	0.021090	negative
YDL084W	YNL004W	0	0	0	232	690	0.610446	positive
YGL011C	YOL038W	0	0	70	866	144	0.791663	positive
YGL106W	YKL142W	0	0	0	0	0	-0.017067	negative
YDR180W	YER093C	0	0	0	0	0	0.129008	negative
YLR208W	YMR143W	0	0	0	0	0	-0.005642	negative
YGR063C	YGR155W	0	0	0	0	0	0.014077	negative
YJR065C	YOR151C	0	0	0	0	115	0.000826	negative
YGL030W	YNL025C	0	0	0	0	0	0.012481	negative
YBR031W	YKL085W	0	0	0	78	182	-0.020400	negative
YCR009C	YOR341W	0	0	0	0	0	0.266887	negative
YGR155W	YGR167W	0	0	0	0	0	-0.007453	negative
YDR434W	YJL111W	0	0	0	0	0	-0.015166	negative
YMR314W	YPR103W	0	0	0	591	558	0.766453	positive
YDR407C	YLR115W	0	0	0	0	0	0.443165	negative
YDL201W	YDR165W	0	0	0	754	990	0.713924	positive
YOR136W	YPL061W	0	0	0	0	190	0.127140	positive
YGL137W	YMR083W	0	0	0	0	0	0.011888	negative
YAL043C	YJL123C	0	0	0	0	0	0.234328	negative
YDR283C	YGR027C	0	0	0	0	0	0.039017	negative
YGR078C	YKL172W	0	0	0	0	0	0.011570	negative
YGL129C	YPL011C	0	0	0	0	0	0.298521	negative
YGL125W	YHR019C	0	0	0	0	0	0.019377	negative
YDR027C	YGL058W	0	0	0	0	0	0.104064	negative
YAL044C	YDR099W	0	0	0	0	0	0.017867	negative
YER165W	YMR108W	0	0	0	159	111	0.262591	negative
YGR078C	YPR036W	0	0	0	0	0	0.042650	negative
YML092C	YOR362C	0	0	37	916	153	0.732652	positive
YBR221C	YER178W	654	899	527	537	966	0.954184	positive
YBR127C	YEL051W	654	0	486	278	967	-0.014862	positive
YPL154C	YPR182W	0	0	0	0	0	0.031011	negative
YDL195W	YDR502C	0	0	0	0	0	-0.012713	negative
YFR010W	YNL015W	0	0	0	0	0	0.568948	negative
YGL187C	YOR230W	0	0	0	0	0	0.179872	negative
YIL075C	YLR421C	0	0	0	235	354	0.018528	positive
YEL003W	YOR332W	0	0	0	0	0	0.064538	negative
YFL018C	YOR341W	0	0	0	0	199	0.020171	negative
YOR230W	YOR317W	0	0	0	0	0	0.140445	negative
YOR136W	YPL090C	0	0	0	0	0	-0.013923	negative
YBL075C	YJL208C	0	0	0	0	0	-0.021728	negative
YBR084C-A	YDL181W	0	0	0	0	0	-0.016250	negative
YKR066C	YNL189W	0	0	0	0	0	0.034917	negative
YDR180W	YGL030W	0	0	0	0	0	-0.007685	negative
YDR172W	YOR123C	0	0	0	0	69	0.007618	negative
YBL041W	YER012W	0	0	0	999	600	0.595094	positive
YNL082W	YPL195W	0	0	0	0	0	-0.003928	negative
YGR130C	YPL254W	0	0	0	0	0	0.048108	negative
YHR069C	YLR295C	0	0	0	0	0	0.118675	negative
YDR429C	YGL200C	0	0	0	0	0	0.119244	negative
YHR128W	YNL138W	0	0	0	0	0	0.385241	negative
YBR031W	YEL051W	0	0	0	0	0	-0.014291	negative
YDR283C	YLR025W	0	0	0	0	0	0.374003	negative
YDL195W	YEL032W	0	0	0	0	0	0.037678	negative
YLR347C	YNL189W	0	0	0	0	996	0.266797	positive
YBL099W	YLR295C	0	0	0	288	400	0.015516	positive
YBR215W	YNL287W	0	0	0	0	0	-0.003113	negative
YBL003C	YDL097C	0	0	0	0	0	0.011300	negative
YDL075W	YLR028C	0	0	0	0	0	0.000144	negative
YOR317W	YPL009C	0	0	0	0	0	0.246548	negative
YDL040C	YGR254W	0	0	0	0	0	-0.010733	positive
YFR030W	YGL200C	0	0	0	0	0	0.039178	negative
YML036W	YPL009C	0	0	0	0	0	0.072751	negative
YBR084W	YOL124C	80	0	0	426	0	0.001437	negative
YDR283C	YNL246W	0	0	0	0	0	-0.004336	negative
YKL013C	YML069W	0	0	0	0	0	0.223610	negative
YLR028C	YLR321C	0	0	0	0	0	0.032416	negative
YFR030W	YOR123C	0	0	0	0	0	-0.000904	negative
YDR214W	YJL115W	0	0	0	0	0	0.022266	negative
YBR126C	YOL004W	0	0	0	0	0	0.120780	negative
YDL083C	YEL020W-A	0	0	0	0	0	0.038106	negative
YER012W	YJL034W	0	0	0	0	508	0.011035	negative
YCR030C	YDR141C	0	0	0	0	0	0.434282	negative
YGL125W	YGR214W	0	0	0	0	0	-0.013283	negative
YOL096C	YPL023C	0	0	0	0	0	0.057788	negative
YDR502C	YLR180W	0	0	6	950	11	0.125182	positive
YIL142W	YOR281C	0	0	0	0	198	0.035555	positive
YHR128W	YPL037C	0	0	0	174	77	0.047522	negative
YBR221C	YNL071W	654	28	490	388	964	0.126092	positive
YDL083C	YLR321C	0	0	0	0	0	-0.008965	negative
YNL138W	YPL129W	0	0	0	0	0	0.170744	negative
YBL041W	YGR135W	0	0	0	984	558	0.792202	positive
YFR051C	YNL287W	0	0	0	254	962	0.307669	positive
YLL022C	YLR028C	0	0	0	0	0	0.189866	negative
YJL034W	YPR036W	0	0	0	0	0	-0.004027	negative
YML077W	YPR180W	0	0	0	0	0	0.127787	negative
YAL044C	YGR063C	0	0	0	0	0	-0.004232	negative
YGR008C	YOR123C	0	0	0	0	0	-0.004590	negative
YBL047C	YCR030C	0	0	0	0	783	0.423488	positive
YDL185W	YKL080W	0	0	0	213	976	0.480163	positive
YCR030C	YOR168W	0	0	0	0	0	0.238937	negative
YEL003W	YGR078C	0	0	0	163	962	0.973828	positive
YDR168W	YNL037C	0	0	0	0	0	0.015055	negative
YAL044C	YGR214W	0	0	0	0	0	0.414221	negative
YDR382W	YMR197C	0	0	0	0	0	-0.016478	negative
YIL062C	YPL154C	0	0	0	0	0	0.033167	negative
YBL050W	YKR048C	0	0	0	0	161	0.068078	negative
YBR279W	YOR347C	0	0	0	0	0	0.017117	negative
YAL044C	YDR092W	0	0	0	0	0	-0.006447	negative
YJR045C	YLR325C	0	0	0	0	0	0.120874	negative
YGR238C	YOL124C	0	0	0	0	0	0.003828	negative
YHR216W	YML077W	0	0	0	0	0	0.120923	negative
YDR028C	YPL085W	0	0	0	0	0	0.039291	negative
YGR083C	YGR192C	0	0	0	0	0	0.048549	negative
YIL109C	YLR208W	0	0	0	0	977	0.022478	positive
YGR135W	YMR158W	0	0	0	0	0	0.005294	negative
YDR170C	YMR083W	0	0	0	0	0	0.002518	negative
YDR471W	YOL096C	0	0	0	0	0	-0.006373	negative
YPL237W	YPR184W	0	0	0	0	0	0.091819	negative
YDR418W	YPL167C	0	0	0	0	0	-0.013729	negative
YGL129C	YNL081C	0	0	0	0	0	0.096485	positive
YBR084C-A	YOL096C	0	0	0	0	0	-0.012540	negative
YIL142W	YJL014W	0	0	0	989	214	0.825567	positive
YGR193C	YLL022C	0	0	0	0	0	0.183277	negative
YDR037W	YKR066C	0	0	0	0	0	0.611394	negative
YGR244C	YOR224C	0	0	0	0	0	0.024137	negative
YGR186W	YPR181C	0	0	0	0	0	0.037437	negative
YGL106W	YGR078C	0	0	0	189	0	-0.001614	negative
YLR207W	YOL038W	0	0	0	0	0	0.097056	negative
YNL244C	YOL086C	0	0	0	0	0	0.017851	negative
YBR127C	YIL070C	0	0	0	0	0	-0.009001	negative
YKL142W	YPR191W	0	0	0	0	306	-0.009866	negative
YIL094C	YJL111W	0	0	0	0	0	-0.022340	negative
YDR363W-A	YLR333C	0	0	0	0	0	-0.011713	negative
YDR434W	YKR066C	0	0	0	0	0	0.044641	negative
YER025W	YPR184W	0	0	0	0	0	0.069791	negative
YMR072W	YOR181W	0	0	0	0	0	0.019139	negative
YBR009C	YFR010W	0	0	0	0	0	-0.018256	negative
YDR092W	YGL087C	0	0	0	0	988	0.039598	positive
YGL200C	YJR045C	0	0	0	0	0	0.000846	negative
YBL003C	YMR297W	0	0	0	0	0	0.026333	negative
YFL045C	YOR232W	0	0	0	0	0	0.230067	negative
YOL145C	YPR176C	0	0	0	0	0	0.068214	negative
YJR009C	YPL195W	0	0	0	0	183	0.009255	negative
