@RELATION COFrac
@Attribute neighborhood NUMERIC
@Attribute fusion NUMERIC
@Attribute cooccurence NUMERIC
@Attribute coexpression NUMERIC
@Attribute textmining NUMERIC
@Attribute score NUMERIC
@ATTRIBUTE class {positive, negative}
@DATA
0,0,0,0,0,0.421331,negative
146,0,0,80,263,0.115157,negative
0,0,0,0,0,-0.002927,negative
0,0,0,0,0,0.226489,negative
0,0,0,0,0,0.050125,negative
0,0,0,0,0,0.009866,negative
0,0,0,0,0,0.081236,negative
0,0,0,0,0,0.005577,negative
0,0,0,0,0,0.257726,negative
0,0,0,0,0,0.001663,negative
0,0,0,0,0,0.439334,negative
0,0,0,94,203,0.014063,negative
0,0,0,0,901,0.509284,positive
0,0,0,0,0,0.010238,negative
0,0,0,0,0,0.017024,negative
0,0,0,0,0,0.037771,negative
0,0,0,0,0,0.558794,negative
0,0,0,0,0,0.032209,negative
0,0,0,0,622,0.030016,positive
0,0,0,0,0,0.026066,negative
0,0,0,0,0,0.109118,negative
0,0,0,0,0,0.322746,negative
0,0,0,384,627,0.181800,positive
0,0,0,0,0,0.501968,negative
0,0,0,999,197,-0.013253,positive
0,0,0,252,46,0.193212,negative
0,0,0,202,0,-0.017955,negative
0,0,0,0,0,0.212592,negative
0,0,0,222,0,0.206275,negative
0,0,0,0,0,0.146442,negative
0,0,0,0,0,0.018173,negative
0,0,0,0,0,0.023974,negative
0,0,0,0,0,0.081286,negative
0,0,0,0,0,0.050985,negative
0,0,0,0,0,0.140001,negative
0,0,0,186,919,0.533145,positive
0,0,0,0,0,0.036134,negative
0,0,65,873,125,0.394532,positive
0,0,0,0,0,0.022690,negative
0,0,0,0,0,0.226050,negative
0,0,0,0,0,0.161700,negative
0,0,0,0,0,0.027216,negative
0,0,0,0,0,0.161569,negative
0,0,0,0,0,0.101035,negative
0,0,0,0,0,0.127329,negative
0,0,0,0,0,0.629140,negative
0,0,0,451,0,0.152091,negative
0,0,0,0,0,-0.011447,negative
0,0,0,0,0,0.269056,negative
0,0,0,0,0,0.798946,positive
0,0,0,0,0,-0.009527,negative
0,0,0,0,0,0.002561,negative
0,0,0,0,0,0.147734,negative
0,0,0,0,0,0.135803,negative
0,0,0,0,0,0.558462,negative
0,0,0,470,186,0.313545,positive
0,0,0,0,0,0.186061,negative
0,0,0,0,0,0.021090,negative
0,0,0,232,690,0.610446,positive
0,0,70,866,144,0.791663,positive
0,0,0,0,0,-0.017067,negative
0,0,0,0,0,0.129008,negative
0,0,0,0,0,-0.005642,negative
0,0,0,0,0,0.014077,negative
0,0,0,0,115,0.000826,negative
0,0,0,0,0,0.012481,negative
0,0,0,78,182,-0.020400,negative
0,0,0,0,0,0.266887,negative
0,0,0,0,0,-0.007453,negative
0,0,0,0,0,-0.015166,negative
0,0,0,591,558,0.766453,positive
0,0,0,0,0,0.443165,negative
0,0,0,754,990,0.713924,positive
0,0,0,0,190,0.127140,positive
0,0,0,0,0,0.011888,negative
0,0,0,0,0,0.234328,negative
0,0,0,0,0,0.039017,negative
0,0,0,0,0,0.011570,negative
0,0,0,0,0,0.298521,negative
0,0,0,0,0,0.019377,negative
0,0,0,0,0,0.104064,negative
0,0,0,0,0,0.017867,negative
0,0,0,159,111,0.262591,negative
0,0,0,0,0,0.042650,negative
0,0,37,916,153,0.732652,positive
654,899,527,537,966,0.954184,positive
654,0,486,278,967,-0.014862,positive
0,0,0,0,0,0.031011,negative
0,0,0,0,0,-0.012713,negative
0,0,0,0,0,0.568948,negative
0,0,0,0,0,0.179872,negative
0,0,0,235,354,0.018528,positive
0,0,0,0,0,0.064538,negative
0,0,0,0,199,0.020171,negative
0,0,0,0,0,0.140445,negative
0,0,0,0,0,-0.013923,negative
0,0,0,0,0,-0.021728,negative
0,0,0,0,0,-0.016250,negative
0,0,0,0,0,0.034917,negative
0,0,0,0,0,-0.007685,negative
0,0,0,0,69,0.007618,negative
0,0,0,999,600,0.595094,positive
0,0,0,0,0,-0.003928,negative
0,0,0,0,0,0.048108,negative
0,0,0,0,0,0.118675,negative
0,0,0,0,0,0.119244,negative
0,0,0,0,0,0.385241,negative
0,0,0,0,0,-0.014291,negative
0,0,0,0,0,0.374003,negative
0,0,0,0,0,0.037678,negative
0,0,0,0,996,0.266797,positive
0,0,0,288,400,0.015516,positive
0,0,0,0,0,-0.003113,negative
0,0,0,0,0,0.011300,negative
0,0,0,0,0,0.000144,negative
0,0,0,0,0,0.246548,negative
0,0,0,0,0,-0.010733,positive
0,0,0,0,0,0.039178,negative
0,0,0,0,0,0.072751,negative
80,0,0,426,0,0.001437,negative
0,0,0,0,0,-0.004336,negative
0,0,0,0,0,0.223610,negative
0,0,0,0,0,0.032416,negative
0,0,0,0,0,-0.000904,negative
0,0,0,0,0,0.022266,negative
0,0,0,0,0,0.120780,negative
0,0,0,0,0,0.038106,negative
0,0,0,0,508,0.011035,negative
0,0,0,0,0,0.434282,negative
0,0,0,0,0,-0.013283,negative
0,0,0,0,0,0.057788,negative
0,0,6,950,11,0.125182,positive
0,0,0,0,198,0.035555,positive
0,0,0,174,77,0.047522,negative
654,28,490,388,964,0.126092,positive
0,0,0,0,0,-0.008965,negative
0,0,0,0,0,0.170744,negative
0,0,0,984,558,0.792202,positive
0,0,0,254,962,0.307669,positive
0,0,0,0,0,0.189866,negative
0,0,0,0,0,-0.004027,negative
0,0,0,0,0,0.127787,negative
0,0,0,0,0,-0.004232,negative
0,0,0,0,0,-0.004590,negative
0,0,0,0,783,0.423488,positive
0,0,0,213,976,0.480163,positive
0,0,0,0,0,0.238937,negative
0,0,0,163,962,0.973828,positive
0,0,0,0,0,0.015055,negative
0,0,0,0,0,0.414221,negative
0,0,0,0,0,-0.016478,negative
0,0,0,0,0,0.033167,negative
0,0,0,0,161,0.068078,negative
0,0,0,0,0,0.017117,negative
0,0,0,0,0,-0.006447,negative
0,0,0,0,0,0.120874,negative
0,0,0,0,0,0.003828,negative
0,0,0,0,0,0.120923,negative
0,0,0,0,0,0.039291,negative
0,0,0,0,0,0.048549,negative
0,0,0,0,977,0.022478,positive
0,0,0,0,0,0.005294,negative
0,0,0,0,0,0.002518,negative
0,0,0,0,0,-0.006373,negative
0,0,0,0,0,0.091819,negative
0,0,0,0,0,-0.013729,negative
0,0,0,0,0,0.096485,positive
0,0,0,0,0,-0.012540,negative
0,0,0,989,214,0.825567,positive
0,0,0,0,0,0.183277,negative
0,0,0,0,0,0.611394,negative
0,0,0,0,0,0.024137,negative
0,0,0,0,0,0.037437,negative
0,0,0,189,0,-0.001614,negative
0,0,0,0,0,0.097056,negative
0,0,0,0,0,0.017851,negative
0,0,0,0,0,-0.009001,negative
0,0,0,0,306,-0.009866,negative
0,0,0,0,0,-0.022340,negative
0,0,0,0,0,-0.011713,negative
0,0,0,0,0,0.044641,negative
0,0,0,0,0,0.069791,negative
0,0,0,0,0,0.019139,negative
0,0,0,0,0,-0.018256,negative
0,0,0,0,988,0.039598,positive
0,0,0,0,0,0.000846,negative
0,0,0,0,0,0.026333,negative
0,0,0,0,0,0.230067,negative
0,0,0,0,0,0.068214,negative
0,0,0,0,183,0.009255,negative
0,0,0,0,0,-0.006642,negative
0,0,0,0,0,-0.000573,negative
0,0,0,0,0,0.460360,negative
0,0,0,0,421,0.121631,positive
0,0,0,0,0,-0.010880,negative
0,0,0,0,0,0.005916,negative
0,0,0,0,0,-0.004014,negative
0,0,0,0,0,0.021424,negative
0,0,0,934,156,0.576899,positive
0,0,0,0,0,-0.013412,negative
0,0,0,972,18,0.761865,positive
0,0,0,0,0,0.074140,negative
0,0,0,0,0,-0.008267,negative
0,0,0,0,0,0.044039,negative
0,0,0,0,0,0.105003,negative
0,0,0,0,117,-0.015688,positive
0,0,0,0,0,0.027270,negative
0,0,0,0,0,0.010606,negative
0,0,0,181,821,0.002995,positive
0,0,0,0,0,-0.006546,negative
0,0,0,0,575,0.195641,positive
0,0,0,0,0,0.353055,negative
0,0,0,0,0,0.126309,negative
0,0,0,0,0,-0.015239,negative
0,0,0,0,0,0.097917,negative
0,0,0,0,0,0.030180,negative
0,0,0,0,0,0.037963,negative
0,0,0,0,0,-0.017341,negative
0,0,0,0,0,0.255293,negative
654,0,363,257,892,-0.026417,positive
0,0,0,0,0,-0.022172,negative
0,0,0,0,0,-0.016190,negative
0,0,0,0,0,0.003977,negative
0,0,0,0,0,0.101026,negative
0,0,0,0,976,0.027510,positive
0,0,0,945,681,0.775625,positive
0,0,0,0,117,0.005775,negative
0,0,0,0,0,0.022431,negative
0,0,0,0,0,0.072245,negative
0,0,0,273,203,0.347598,positive
0,0,0,0,0,-0.013794,negative
0,0,0,91,901,0.401091,positive
0,0,0,349,665,0.463557,positive
0,0,0,0,0,-0.018613,negative
0,0,0,0,0,0.048704,negative
0,0,0,0,0,-0.016403,negative
0,0,0,0,0,0.204209,positive
0,0,0,0,0,-0.002816,negative
0,0,0,0,905,0.017077,positive
0,0,0,0,0,0.054581,negative
0,0,0,0,0,0.084351,negative
0,0,0,0,0,0.072856,negative
0,0,0,0,0,-0.010053,negative
0,0,0,0,0,0.000188,negative
0,0,0,0,0,0.037642,negative
0,0,0,0,0,0.226775,negative
0,0,0,210,0,0.397659,negative
0,0,0,0,0,-0.000962,negative
0,0,0,0,0,0.099684,negative
0,0,0,0,0,0.040422,negative
0,0,0,0,704,-0.008704,positive
0,0,0,0,0,0.015787,negative
0,0,0,0,0,0.273229,negative
0,0,0,0,0,0.229265,negative
0,0,0,474,250,-0.001672,positive
0,0,0,0,0,-0.002609,negative
0,0,0,0,0,0.065547,negative
0,0,0,0,0,0.013226,negative
0,0,0,0,0,0.019335,negative
0,0,0,0,0,0.401345,negative
0,0,0,0,0,0.007252,negative
0,0,0,0,0,0.478587,negative
0,0,0,0,0,0.206539,negative
0,0,0,0,0,0.035556,negative
0,0,0,0,0,0.036704,negative
0,0,0,0,0,0.022606,negative
0,0,0,0,0,0.007764,negative
0,0,0,0,0,0.045641,negative
0,0,0,0,798,0.033419,positive
0,0,0,0,0,-0.010121,negative
0,0,0,0,0,0.001438,negative
0,0,0,0,0,0.067568,negative
0,0,0,0,0,0.016693,negative
0,0,0,0,0,0.024417,negative
0,0,0,0,0,0.066909,negative
0,0,0,0,0,0.063439,negative
0,0,0,0,883,-0.003051,positive
0,0,0,999,214,0.164722,positive
0,0,0,0,0,0.047537,negative
0,0,0,171,619,0.533877,positive
0,0,0,0,0,-0.007764,negative
0,0,0,874,598,0.850390,positive
0,0,0,0,0,-0.002771,negative
0,0,0,0,0,0.162822,positive
0,0,0,0,0,-0.002862,negative
0,0,0,0,0,0.056784,negative
0,0,0,0,0,0.009687,negative
0,0,0,0,0,0.091887,negative
0,0,0,0,0,-0.026055,negative
0,0,0,0,0,0.306820,negative
0,0,0,0,0,0.123492,negative
0,0,0,0,0,0.344588,negative
0,0,0,0,0,-0.003429,negative
0,0,0,0,0,0.014879,negative
0,0,0,0,0,0.450779,negative
0,0,0,0,0,0.095957,negative
0,0,0,221,903,0.021584,positive
0,0,0,0,0,0.430164,negative
0,0,0,994,558,0.657042,positive
0,0,0,0,0,0.099114,negative
0,0,0,199,760,0.072470,positive
0,0,0,0,0,0.614551,negative
0,0,0,0,0,0.396890,negative
0,0,0,0,489,-0.004513,negative
0,0,0,0,0,0.000176,negative
0,0,0,0,0,0.163615,negative
0,0,0,0,0,0.166744,negative
0,0,0,289,0,0.003402,negative
0,0,0,0,0,0.727157,negative
0,0,0,0,0,0.129100,negative
0,0,0,0,0,0.042831,negative
0,0,0,0,0,-0.020893,negative
0,0,0,0,0,0.030519,negative
0,0,0,0,200,0.007523,negative
0,0,0,0,0,0.145000,negative
0,0,0,0,0,0.162890,positive
0,0,0,0,0,0.012822,negative
0,0,0,0,0,-0.012287,negative
0,0,0,0,0,0.041693,negative
0,0,0,0,628,-0.003052,negative
0,0,0,85,526,0.734997,negative
0,0,0,73,80,0.022088,negative
0,0,0,0,0,0.535599,negative
0,0,0,0,0,0.216832,negative
0,0,0,0,0,0.069813,negative
0,0,0,0,0,0.006107,negative
0,0,0,0,651,0.099934,positive
0,0,0,0,0,0.004905,negative
0,0,0,0,0,0.047138,negative
0,0,0,0,0,0.119558,negative
0,0,0,0,0,0.130255,negative
0,0,0,0,0,0.095535,negative
0,0,0,0,0,-0.023515,negative
0,0,0,0,544,0.156586,positive
0,0,0,0,0,0.127524,negative
0,0,0,0,0,0.006911,negative
0,0,0,0,0,-0.015078,positive
0,0,0,0,0,0.013788,negative
0,0,0,0,0,0.197671,negative
0,0,0,0,0,-0.004816,negative
0,0,0,0,0,0.167586,negative
0,0,0,0,0,0.009116,negative
0,0,0,0,206,0.237957,negative
0,0,0,0,0,0.013499,negative
0,0,0,0,0,0.021711,negative
0,0,0,0,0,-0.002638,negative
0,0,0,0,345,0.300848,negative
0,0,0,0,0,0.135042,negative
0,0,0,0,0,-0.006439,negative
0,0,0,0,0,0.603655,negative
0,0,0,0,0,0.068822,negative
0,0,0,948,176,0.637335,positive
0,0,0,0,0,-0.006811,negative
0,0,0,0,0,0.180032,negative
0,0,0,0,0,-0.010773,negative
0,0,0,0,0,0.165094,negative
0,0,0,0,0,0.351414,negative
0,0,0,0,0,0.000287,negative
655,0,0,999,903,-0.002507,positive
0,0,0,305,67,0.095516,negative
0,0,0,0,0,-0.016448,negative
0,0,0,0,0,0.042887,negative
0,0,0,0,0,0.007336,negative
0,0,0,0,0,0.016580,negative
0,0,0,0,0,0.038663,negative
0,0,0,0,0,-0.000754,negative
0,0,0,0,0,0.172316,negative
0,0,0,0,0,0.090969,negative
0,0,0,0,0,0.092944,negative
0,0,0,0,0,0.023719,negative
0,0,0,0,0,0.446049,negative
0,0,0,0,0,0.010304,negative
0,0,0,0,0,0.007034,negative
655,723,0,999,863,0.947932,positive
0,0,0,0,0,0.000995,negative
0,0,0,0,0,0.017312,negative
0,0,0,0,0,0.527035,negative
0,0,0,0,0,-0.016531,negative
0,0,0,254,513,0.307270,positive
655,0,190,511,355,0.836483,positive
0,0,0,0,0,0.000263,negative
0,0,0,0,0,-0.005258,negative
0,0,0,0,0,-0.014152,negative
0,0,0,0,0,-0.014567,negative
0,0,0,0,0,0.516694,negative
0,0,0,0,0,-0.000611,negative
0,0,0,0,0,-0.009824,negative
0,0,0,342,709,0.779362,positive
78,0,0,0,143,0.828208,negative
655,0,0,989,967,-0.002584,positive
0,0,0,0,0,0.047426,negative
0,0,0,0,0,-0.006376,negative
0,0,0,0,0,0.097473,negative
0,0,0,0,0,0.037230,negative
0,0,0,0,0,0.219135,negative
0,0,0,0,0,0.487372,positive
0,0,0,0,0,-0.035499,negative
0,0,0,0,350,0.110525,positive
0,0,0,0,0,-0.009526,negative
0,0,0,0,0,-0.012309,negative
0,0,0,0,0,0.509804,negative
0,0,0,0,0,0.040189,negative
0,0,0,972,600,0.651703,positive
0,0,0,0,0,0.086468,negative
0,0,0,0,0,0.019715,negative
0,0,0,0,0,-0.020847,negative
0,0,0,0,0,0.269929,negative
0,0,0,0,0,0.316049,negative
0,0,0,0,0,0.008731,negative
0,0,0,0,0,0.080978,negative
0,0,0,0,0,0.125008,negative
0,0,0,0,0,0.027164,negative
0,0,0,0,0,-0.003519,negative
0,0,0,0,0,0.581409,negative
0,0,0,0,0,0.484515,negative
0,0,0,0,0,0.173645,negative
0,0,0,0,0,0.059605,negative
0,0,0,0,0,0.033493,negative
0,0,0,926,180,0.263981,positive
0,0,0,537,777,0.003365,positive
0,0,0,0,0,0.577786,negative
0,0,0,0,0,0.135810,negative
0,0,0,0,0,0.194968,negative
0,0,0,0,0,-0.018825,negative
0,0,0,0,0,0.202606,negative
0,0,0,0,838,0.158234,positive
0,0,0,0,0,0.372888,negative
0,0,0,0,0,-0.009208,negative
0,0,0,919,558,-0.012597,positive
0,0,0,229,0,0.497338,negative
0,0,0,0,0,0.021044,negative
0,0,0,0,150,-0.010144,negative
0,0,0,0,0,0.041468,negative
0,0,0,0,0,-0.000447,negative
0,0,0,0,0,0.055631,negative
0,0,0,121,0,0.055911,positive
0,0,0,0,0,0.046825,negative
0,0,0,0,0,0.009759,negative
0,0,0,0,0,0.497292,negative
0,0,0,0,0,0.110641,positive
0,0,0,0,0,0.507588,negative
0,0,0,0,0,0.062107,negative
0,0,0,0,0,0.022933,negative
0,0,0,0,0,-0.006971,negative
0,0,0,0,0,0.231248,negative
0,0,0,999,118,0.011658,positive
0,0,0,112,133,0.055632,negative
0,0,0,0,0,0.026897,negative
0,0,0,0,0,0.007369,negative
0,0,0,0,0,0.022128,negative
0,0,0,0,185,-0.018158,positive
0,0,0,0,0,0.019246,negative
0,0,0,0,54,0.225370,positive
0,0,0,0,0,-0.005703,negative
0,0,0,0,0,0.032243,negative
0,0,0,0,0,0.074061,negative
0,0,0,308,975,0.551229,positive
0,0,0,0,926,0.119192,positive
0,0,0,0,0,0.203064,negative
0,0,0,0,0,0.098377,negative
0,0,0,0,0,-0.004096,negative
0,0,0,0,0,0.438646,positive
0,0,0,0,0,0.036315,negative
595,0,0,999,527,0.548194,positive
0,0,0,0,0,0.315456,negative
0,0,0,0,0,0.304180,negative
0,0,0,575,683,0.000588,positive
0,0,0,0,0,0.040308,negative
0,0,0,0,0,0.062306,negative
0,0,0,0,0,0.000541,negative
0,0,0,0,0,0.214527,negative
0,0,0,0,0,-0.005420,negative
0,0,0,0,0,0.008011,positive
0,0,0,400,853,0.087267,positive
0,0,0,0,0,0.211457,negative
0,0,0,0,0,0.116869,negative
0,0,0,0,0,-0.000537,negative
0,0,0,0,0,0.613260,negative
0,0,0,170,59,0.054557,positive
0,0,0,982,558,0.786299,positive
0,0,0,313,171,0.169787,negative
0,0,0,0,0,-0.005359,positive
0,0,0,0,817,0.090597,positive
0,0,0,412,967,0.680236,positive
0,0,0,0,0,0.076410,negative
0,0,0,0,0,0.172199,negative
0,0,0,0,522,0.000777,positive
0,0,0,0,0,0.382891,negative
0,0,0,0,0,0.005577,negative
0,0,0,0,0,0.527725,negative
0,0,0,0,0,0.121638,negative
0,0,0,478,905,0.329527,positive
0,0,0,0,0,0.599552,negative
0,0,0,0,0,0.024698,negative
0,0,0,0,0,0.243924,positive
0,0,0,0,0,-0.000447,negative
0,0,0,85,114,0.002896,negative
0,0,0,0,950,0.228480,positive
0,0,0,0,0,0.475343,negative
0,0,0,0,0,-0.007411,negative
0,0,0,0,0,0.052205,negative
0,0,0,0,0,0.005759,negative
0,0,0,0,0,-0.016338,negative
0,0,0,0,0,0.225312,negative
0,0,0,0,0,0.043547,negative
0,0,0,406,646,0.071640,positive
0,0,0,0,0,0.011706,negative
0,0,0,0,0,0.081507,negative
0,0,0,334,976,-0.004134,positive
0,0,0,0,0,0.106884,negative
0,0,0,0,0,0.521309,negative
0,0,0,0,200,0.203406,negative
0,0,0,0,0,0.123856,negative
0,0,0,0,0,0.352859,negative
0,0,0,0,0,-0.009479,negative
0,0,0,0,0,0.060566,negative
0,0,0,0,0,0.056536,negative
0,0,0,0,0,-0.001183,negative
0,0,0,593,0,0.081044,negative
0,0,0,0,0,0.043273,negative
0,0,0,0,0,0.047952,negative
0,0,0,0,0,-0.011208,negative
0,0,0,0,0,0.479626,negative
0,0,0,0,0,0.171907,negative
0,0,0,0,0,-0.026140,negative
0,0,0,0,0,0.015876,negative
0,0,0,0,0,-0.000437,negative
0,0,0,0,0,0.292936,negative
0,0,0,0,0,0.357145,negative
0,0,0,851,283,0.841654,positive
0,0,0,0,0,-0.017006,negative
0,0,0,0,0,0.154983,negative
0,0,0,0,0,0.283128,negative
0,0,0,0,624,0.605712,positive
0,0,0,0,0,0.067356,negative
0,0,0,406,757,0.145368,positive
0,0,0,0,0,0.677353,negative
0,0,0,998,305,0.736689,positive
0,0,0,0,0,0.299772,negative
0,0,0,0,0,0.035345,negative
0,0,0,0,0,-0.004398,negative
0,0,0,0,0,-0.017437,negative
0,0,0,413,737,0.019395,positive
0,0,0,0,0,0.219490,negative
0,0,0,0,0,-0.005455,negative
0,0,0,0,0,0.160153,negative
0,0,0,0,0,0.005157,negative
0,0,0,0,0,-0.000928,negative
0,0,0,0,0,-0.004197,negative
0,0,0,0,0,0.096023,negative
0,0,0,0,0,0.000527,negative
0,0,0,0,0,0.021903,negative
0,0,0,0,0,0.160892,negative
0,0,0,0,0,0.171835,negative
0,0,0,74,0,0.265508,negative
0,0,0,0,0,-0.017171,negative
0,0,0,0,0,-0.004813,negative
0,0,0,0,558,-0.001662,positive
0,0,0,0,0,0.264509,negative
0,0,0,0,696,-0.005996,positive
0,0,0,0,0,-0.021426,negative
0,0,0,0,0,0.537448,negative
0,0,0,0,0,0.016009,negative
0,0,0,898,922,0.460157,positive
0,0,0,0,0,0.095368,negative
0,0,0,0,0,0.025914,negative
0,0,0,0,155,0.141640,negative
0,0,0,0,0,-0.011193,negative
0,0,0,0,398,0.087975,positive
0,0,0,0,0,0.078139,negative
69,0,0,392,80,0.166106,positive
0,0,0,0,182,-0.009596,negative
63,0,0,107,544,0.315864,positive
0,0,0,0,0,-0.008085,negative
0,0,0,0,0,0.159260,negative
0,0,0,419,107,0.238222,positive
0,0,0,0,0,0.130768,negative
0,0,0,0,0,-0.013428,negative
0,0,0,0,0,0.216361,negative
0,0,0,0,0,0.001145,negative
0,0,0,990,488,0.415029,positive
0,0,0,0,0,0.050828,negative
0,0,0,144,0,0.140566,positive
0,0,0,0,0,0.204378,negative
0,0,0,905,342,0.475913,positive
0,0,0,590,0,-0.005359,positive
0,0,0,0,0,0.025764,negative
0,0,0,0,0,-0.010768,negative
0,0,0,0,0,-0.024479,negative
0,0,0,0,0,0.037873,negative
0,0,0,0,0,-0.004440,negative
0,0,0,0,0,0.275084,negative
0,0,0,0,0,-0.011237,negative
0,0,0,0,0,-0.000558,negative
0,0,0,69,626,0.094848,positive
0,0,0,487,952,-0.003108,positive
0,0,0,0,0,-0.015411,negative
0,0,0,0,0,0.012877,negative
0,0,0,903,958,0.952326,positive
0,0,0,0,0,-0.006751,negative
0,0,0,0,0,0.107239,negative
0,0,0,0,0,-0.019212,negative
0,0,0,0,0,-0.002774,negative
0,0,0,0,0,0.009624,negative
0,0,0,0,0,0.345003,negative
0,0,0,0,0,0.046038,negative
0,0,0,0,0,-0.020316,negative
0,0,0,0,813,-0.012575,positive
0,0,0,0,0,0.018138,negative
0,0,0,0,855,0.107613,positive
0,0,0,0,0,-0.008997,negative
0,0,0,0,199,0.494565,positive
0,0,0,0,0,0.055286,negative
0,0,0,0,0,0.065951,negative
0,0,0,0,0,0.182025,negative
0,0,0,213,0,0.016771,negative
0,0,0,0,0,-0.001616,negative
0,0,99,0,0,0.095435,positive
0,0,0,194,80,-0.010272,negative
0,0,0,0,0,0.078379,negative
0,0,0,0,0,-0.009973,negative
0,0,0,0,0,0.038978,negative
0,0,0,0,183,0.030068,negative
0,0,0,0,0,0.280261,negative
0,0,0,0,0,0.009934,negative
0,0,0,0,0,-0.014606,negative
0,0,0,588,623,0.235428,positive
0,0,0,0,0,0.318862,negative
0,0,0,0,828,0.384042,positive
0,0,0,0,0,0.018602,negative
0,0,0,0,0,0.278163,negative
0,0,0,0,0,-0.001638,negative
0,0,0,0,104,0.729859,negative
0,0,0,0,0,0.017012,negative
0,0,46,988,134,0.845739,positive
0,0,0,0,0,0.114286,negative
0,0,0,0,0,0.285683,negative
0,0,0,0,0,0.034341,negative
0,0,0,0,967,0.016310,positive
0,0,0,0,0,0.074536,negative
0,0,0,0,0,-0.009652,positive
0,0,0,0,0,0.009393,negative
0,0,0,189,44,0.002530,negative
0,0,0,0,425,-0.007859,positive
0,0,0,157,767,0.031055,positive
0,0,0,0,0,0.014600,negative
0,0,0,0,0,-0.014527,negative
0,0,0,0,0,0.366108,negative
0,0,0,0,0,-0.007885,negative
0,0,0,997,171,-0.006793,positive
0,0,0,0,0,0.090314,negative
0,0,0,0,0,0.130741,negative
0,0,0,0,0,0.002076,negative
0,0,0,0,0,-0.013583,negative
0,0,0,0,0,0.036536,negative
0,0,0,0,0,0.149476,negative
0,0,0,506,506,-0.001348,positive
0,0,0,74,976,-0.005199,positive
0,0,0,0,0,0.003555,negative
0,0,0,160,0,-0.042816,negative
0,0,0,345,734,0.843375,positive
0,0,0,0,0,0.060365,negative
0,0,0,0,0,0.024680,negative
0,0,0,0,0,0.000561,negative
0,0,0,189,238,0.001679,negative
0,0,0,0,0,0.447095,negative
0,0,0,0,0,0.810895,negative
0,0,0,0,0,-0.008423,negative
0,0,0,0,0,0.147037,negative
0,0,0,0,0,0.410612,negative
0,0,0,0,0,0.204207,negative
0,0,0,0,0,0.115928,negative
0,0,0,205,0,-0.006228,negative
0,0,0,0,0,0.008513,negative
0,0,0,269,782,0.224302,positive
0,0,0,0,0,0.111233,negative
0,0,0,0,183,0.121763,negative
0,0,0,0,0,0.016364,negative
0,0,0,999,171,0.463256,positive
654,0,0,498,263,-0.006430,negative
0,0,0,0,0,0.015676,negative
0,0,0,0,0,-0.025282,negative
0,0,0,375,0,0.068659,negative
0,0,0,0,0,-0.005370,negative
0,0,0,0,0,0.005141,negative
0,0,0,0,117,0.246523,negative
0,0,0,0,0,0.625979,negative
654,0,0,992,502,0.052547,positive
0,0,0,0,0,-0.012691,negative
0,0,0,0,0,-0.003113,negative
0,0,0,0,0,0.051637,negative
0,0,0,0,0,0.001297,negative
0,0,0,0,0,0.457988,negative
0,0,0,0,0,0.257142,negative
0,0,0,0,0,0.213120,negative
0,0,0,0,0,0.430504,negative
0,0,0,0,0,-0.002457,negative
0,0,0,0,629,0.071630,positive
0,0,0,484,994,0.775992,positive
0,0,0,0,0,-0.006039,negative
0,0,0,0,0,0.109390,negative
0,0,0,0,0,-0.003657,negative
0,0,0,0,0,0.030935,negative
0,0,0,0,876,0.239555,positive
0,0,0,0,0,0.085873,negative
0,0,0,0,0,0.540042,negative
0,0,0,0,0,0.060750,negative
0,0,0,259,117,0.025488,negative
0,0,0,0,0,0.485401,negative
0,0,0,0,0,0.222772,negative
0,0,0,0,895,0.066033,positive
0,0,0,138,487,0.705327,positive
0,0,0,264,0,0.027459,negative
0,0,0,0,0,0.017721,negative
0,0,0,0,0,-0.003172,negative
0,0,0,0,0,0.187358,negative
0,0,0,0,0,0.090120,negative
0,0,0,0,932,0.169905,positive
0,0,0,0,0,0.082428,negative
0,0,0,0,0,0.701017,negative
0,0,0,0,0,0.175635,negative
0,0,0,715,152,-0.014515,positive
0,0,0,73,136,-0.001633,negative
0,0,0,0,0,0.289558,negative
0,0,0,0,0,0.073820,negative
0,0,0,0,0,0.093988,negative
0,0,0,111,976,0.004525,positive
0,0,0,0,0,0.298440,negative
0,0,0,0,0,0.013535,negative
0,0,0,0,0,0.184797,negative
0,0,0,0,791,0.007053,positive
0,0,0,0,177,0.189204,negative
0,0,0,0,0,-0.021799,negative
0,0,0,0,0,0.047645,negative
0,0,0,0,0,0.145049,negative
0,0,0,0,0,0.060095,negative
0,0,0,0,0,0.170340,negative
0,0,0,0,0,0.308257,negative
0,0,0,0,0,0.427855,positive
0,0,0,0,0,0.037798,negative
0,0,0,0,0,0.006839,negative
0,0,0,0,0,0.151944,negative
0,0,0,0,0,0.041074,negative
0,0,0,0,0,0.020769,negative
0,0,0,0,0,0.092305,negative
0,0,0,0,0,0.008629,negative
0,0,0,0,0,0.083942,negative
0,0,0,0,0,0.043733,negative
0,0,0,0,0,-0.007041,negative
0,0,0,0,0,0.022360,negative
0,0,0,0,0,0.040217,negative
0,0,0,0,0,0.016382,negative
0,0,0,0,0,-0.008267,positive
0,0,0,265,0,0.092915,negative
0,0,0,0,0,0.242388,negative
654,251,0,617,979,0.684389,positive
0,0,0,0,0,0.426068,negative
0,0,0,0,0,0.082432,negative
0,0,0,0,0,0.244203,negative
0,0,0,0,0,-0.005244,negative
