B0025.2	B0547.1	0	0.00E+00	-1.51E-02	0.908295106	0.00E+00	6.88E-01	0	0	0	0	0	0	0	0	0	0	0.00E+00	-1.13E-02	0.468292906	0.00E+00	3.22E-01	0	0	0	0.404519917	1.00E+00	1.02E-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00E+00	-9.42E-03	0	0	0	0	0.00E+00	-1.47E-02	0	0	0	0	0	0	0	0	1.808585151	0	0	0	0	0	0	0	0	0	1.614982051
B0025.2	Y38C1AA.2	0.539563743	0.00E+00	2.18E-01	0.891991477	0.00E+00	8.12E-01	0	0	0	0	0	0	0	0	0	0	0.00E+00	-5.51E-03	0.794719414	1.00E+00	4.95E-01	0.707106781	0.00E+00	5.06E-01	0.528829856	0.00E+00	2.85E-01	0	0	0	1	1.00E+00	9.97E-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6508	1.86166436	0	0	0	0	0	0	0	0	0	2.285459138
B0025.2	Y55F3AM.15	0.263822427	0.00E+00	4.01E-02	0.885141674	0.00E+00	6.65E-01	0	0	0	0	0	0	0	0	0	0	0.00E+00	-3.35E-03	0	0	0	0.666666667	0.00E+00	4.59E-01	0.407019549	0.00E+00	2.12E-01	0	0	0	1	1.00E+00	8.68E-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.567591271	2.6508	2.085003619	0	0	0	0	0	0	0	0	0	2.327414171
B0025.2	Y59A8A.1	0.119522861	0.00E+00	-9.05E-03	0.98618083	0.00E+00	9.21E-01	0	0	0	0	0	0	0	0	0	0	0.00E+00	-3.66E-03	0.816496581	1.00E+00	5.32E-01	0.316227766	0.00E+00	2.50E-01	0.43719145	0.00E+00	2.98E-01	0	0	0	0.993883735	1.00E+00	9.90E-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00E+00	-1.54E-02	0	0	0	2.261481164	3.652420735	0	0	0	1.666149734	0	0	0	0	0	0	0	0	0	3.34894237
B0025.2	Y67H2A.6	0.279508497	0.00E+00	1.52E-01	0.793916262	0.00E+00	7.57E-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.354787438	0.00E+00	1.52E-01	0	0	0	1	1.00E+00	9.97E-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.638904073	0	0	0	0	0	0	0	0	0	1.318638201
B0035.11	C55A6.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00E+00	-3.47E-03	0.43643578	1.00E+00	3.61E-01	0	0	0	0.404519917	0.00E+00	7.39E-02	0.684736788	0.00E+00	5.55E-01	0	0	0	0.852802865	1.00E+00	3.59E-01	0.953206248	0.00E+00	8.72E-01	0.538815906	0.00E+00	3.94E-01	0	0	0	1	1.00E+00	9.42E-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.036777491	0	0	0	3.557678687	3.179337724	0	3.322678679
B0035.4	C08F8.1	0.992246425	1.00E+00	9.73E-01	0.99393182	1.00E+00	9.70E-01	0	0	0	0	0	0	0.290500453	0.00E+00	1.06E-01	0.406146394	0.00E+00	2.62E-01	0.92418682	1.00E+00	7.31E-01	1	1.00E+00	5.63E-01	0	0	0	1	1.00E+00	5.22E-01	0.973345705	1.00E+00	8.82E-01	0.996168469	1.00E+00	9.95E-01	0	0	0	0.877044022	1.00E+00	7.35E-01	0.998199053	1.00E+00	9.77E-01	0.977681567	1.00E+00	9.53E-01	0	0	0	0	0	0	0	2.6508	0	0	0	0	0	0	0	0	0	0	2.208497593
B0035.4	F21C3.5	0.961846107	0.00E+00	9.35E-01	0.948239908	1.00E+00	8.86E-01	0	0.00E+00	-1.55E-02	0	0	0	0.147390547	0.00E+00	3.33E-02	0.18264096	0.00E+00	7.40E-02	0.91155385	1.00E+00	7.21E-01	0	0.00E+00	-9.37E-03	0.707106781	0.00E+00	4.97E-01	0	0.00E+00	-9.42E-03	0.970312374	1.00E+00	8.82E-01	0.957963299	1.00E+00	9.42E-01	0	0	0	0.895607305	0.00E+00	6.78E-01	0.992618606	1.00E+00	9.73E-01	0.997420199	1.00E+00	9.89E-01	1.087709347	0	0	0	0	0	0	2.6508	0	0	0	0	0	3.627145021	0	3.172983363	3.055971214	0	3.448706485
B0035.4	H20J04.5	0.997782436	1.00E+00	9.83E-01	0.987939945	1.00E+00	9.71E-01	0	0.00E+00	-1.86E-02	0	0	0	0.127250607	0.00E+00	-8.83E-03	0.100655358	0.00E+00	3.87E-03	0.941484373	1.00E+00	7.45E-01	0	0	0	1	1.00E+00	9.38E-01	0	0	0	0.965863156	1.00E+00	8.90E-01	0.992763667	1.00E+00	9.89E-01	0	0	0	0.872355396	1.00E+00	7.76E-01	0.99556708	1.00E+00	9.81E-01	0.996496707	1.00E+00	9.89E-01	0	0	0	0	0	0	0	2.6508	1.802830996	0	0	0	0	3.627145021	0	3.283160375	2.440545444	0	3.44945343
B0035.4	R151.9	0.927790051	0.00E+00	9.14E-01	0.952590592	1.00E+00	8.99E-01	0	0	0	0	0	0	0.368712744	0.00E+00	1.43E-01	0.403542412	0.00E+00	1.99E-01	0.833737318	1.00E+00	6.56E-01	0	0	0	1	1.00E+00	9.34E-01	0	0	0	0.983548035	1.00E+00	9.04E-01	0.935673654	1.00E+00	9.47E-01	0	0	0	0.957337917	1.00E+00	9.12E-01	0.999138704	1.00E+00	9.85E-01	0.996281419	1.00E+00	9.91E-01	1.192057847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32724419	3.094889541	3.570085993	3.361897753
B0035.4	T06G6.9	0.976781775	1.00E+00	9.58E-01	0.989910649	1.00E+00	9.72E-01	0	0	0	0	0	0	0.411168527	0.00E+00	2.42E-01	0.393686076	0.00E+00	2.70E-01	0.92418682	1.00E+00	7.25E-01	1	1.00E+00	5.67E-01	0.9701425	1.00E+00	5.73E-01	0	0	0	0.889578677	0.00E+00	8.17E-01	0.796457875	0.00E+00	8.40E-01	0	0	0	0.906892256	1.00E+00	8.32E-01	0.96901545	1.00E+00	9.58E-01	0.989623581	1.00E+00	9.63E-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.796819613	3.162440831	3.504408479	3.260710338
B0041.4	B0250.1	0.606818704	0.00E+00	5.02E-01	0.524047955	0.00E+00	1.53E-01	0.836552927	1.00E+00	1.95E-01	0.706153164	0.00E+00	3.39E-01	0.144355364	0.00E+00	4.55E-02	0.099062925	0.00E+00	1.71E-03	0.633764159	0.00E+00	7.49E-02	0	0.00E+00	-5.39E-02	0.498900802	0.00E+00	2.56E-02	0.086066297	0.00E+00	-4.31E-02	0.767079854	0.00E+00	4.06E-01	0.747034606	0.00E+00	5.31E-01	0	0.00E+00	-3.16E-02	0.866904048	0.00E+00	4.15E-01	0.85404604	0.00E+00	5.67E-01	0.899642188	0.00E+00	4.86E-01	2.49627105	1.953277051	0	0	0	0	0	0	1.942055889	0	0	0	1.793548423	0	0	0	2.868595763	0	2.621454342
B0041.4	B0336.10	0.577194631	0.00E+00	4.27E-01	0.555295324	0.00E+00	1.57E-01	0.806671107	0.00E+00	1.35E-01	0.643214909	0.00E+00	1.96E-01	0.067419986	0.00E+00	7.38E-03	0	0.00E+00	-2.24E-02	0.23004072	0.00E+00	-3.92E-02	0	0.00E+00	-2.64E-02	0.604890195	0.00E+00	-3.99E-04	0.19245009	0.00E+00	2.05E-01	0.437234615	0.00E+00	7.28E-02	0.38844461	0.00E+00	4.39E-02	0.421350486	0.00E+00	2.28E-01	0.816984746	0.00E+00	5.13E-01	0.883136358	0.00E+00	6.45E-01	0.901505856	0.00E+00	6.99E-01	0	1.541507027	0	0	0	0	0	0	2.067450743	0	0	0	1.205256682	0	0	0	0.94380373	0	1.785836617
B0041.4	C04F12.4	0.743180495	0.00E+00	5.75E-01	0.523410285	0.00E+00	2.89E-01	0.766706159	0.00E+00	1.53E-01	0.851096446	0.00E+00	4.67E-01	0.020213366	0.00E+00	-4.28E-02	0	0.00E+00	-4.40E-02	0.375270875	0.00E+00	3.56E-02	0	0.00E+00	-4.26E-02	0.337179614	0.00E+00	-1.13E-02	0	0.00E+00	-2.75E-02	0.563026068	0.00E+00	3.32E-01	0.739004193	1.00E+00	2.55E-01	0	0.00E+00	-2.33E-02	0.545210203	0.00E+00	3.79E-01	0.656170246	0.00E+00	1.50E-01	0.769503848	0.00E+00	3.20E-01	1.43497973	0	0	0	0	0	0	0	0	0	0	0	1.887782604	0	0	0	2.338132559	0	2.02230702
B0041.4	C06B8.8	0.147729671	0.00E+00	-6.98E-02	0.19389813	0.00E+00	3.40E-02	0.557051512	0.00E+00	1.79E-01	0.641125138	0.00E+00	3.61E-01	0.072653922	0.00E+00	-1.72E-02	0.093390163	0.00E+00	2.81E-02	0.509454218	0.00E+00	1.20E-01	0	0	0	0	0.00E+00	-3.32E-02	0	0.00E+00	-2.02E-02	0.704723517	0.00E+00	4.68E-01	0.501100111	0.00E+00	3.15E-01	0	0.00E+00	-4.49E-02	0.403555542	0.00E+00	2.37E-01	0.529368351	0.00E+00	1.65E-02	0.464257343	0.00E+00	-8.48E-02	0	0	0	0	0	0	0	0	2.091661287	0	0	0	0.975965013	0	0	0	1.689090388	0	1.78267776
B0041.4	C09D4.5	0.358818569	0.00E+00	1.92E-01	0.484530285	0.00E+00	1.42E-01	0.761649914	0.00E+00	1.26E-01	0.715178217	0.00E+00	2.72E-01	0.056796183	0.00E+00	-5.43E-03	0	0.00E+00	-1.36E-02	0.578713969	1.00E+00	2.20E-01	0	0.00E+00	-2.69E-02	0.148975469	0.00E+00	-4.11E-02	0	0	0	0.537215309	0.00E+00	2.98E-01	0.439078498	0.00E+00	4.55E-01	0	0.00E+00	-2.68E-02	0.641699033	0.00E+00	3.16E-01	0.816461969	0.00E+00	6.56E-01	0.84045971	1.00E+00	6.54E-01	1.788344393	1.382399589	0	0	0	0	0	0	2.142711592	0	0	0	1.160193623	0	0	0	2.070763211	0	1.898766901
B0041.4	C14B9.7	0.488888434	0.00E+00	4.01E-01	0.561565835	0.00E+00	1.08E-01	0.822033	0.00E+00	4.38E-01	0.660714801	0.00E+00	2.28E-01	0.295042979	0.00E+00	2.02E-01	0.093658581	0.00E+00	2.82E-02	0.505326199	0.00E+00	-3.24E-03	0	0	0	0.602205459	0.00E+00	-1.42E-02	0.036369648	0.00E+00	-6.86E-02	0.62505801	0.00E+00	2.49E-01	0.537799025	0.00E+00	1.71E-01	0.074124932	0.00E+00	-3.11E-02	0.794868635	0.00E+00	2.46E-01	0.870649973	0.00E+00	5.12E-01	0.872722539	0.00E+00	1.52E-01	2.123164942	0	0	0	0	0	1.414923653	0	1.911832325	0	0	0	1.060234531	0	0	0	1.306202907	0	1.861395533
B0041.4	C16A3.9	0.556596678	0.00E+00	3.28E-01	0.541714795	0.00E+00	1.86E-01	0.802373968	0.00E+00	1.90E-01	0.819737267	0.00E+00	4.46E-01	0.169733685	0.00E+00	8.37E-02	0.450225169	1.00E+00	1.72E-01	0.620157504	0.00E+00	1.21E-01	0	0	0	0.412783322	0.00E+00	1.89E-02	0	0.00E+00	-5.62E-02	0.727761006	0.00E+00	4.79E-01	0.445976895	0.00E+00	7.34E-02	0	0.00E+00	-2.09E-02	0.692080144	0.00E+00	4.31E-01	0.775564552	0.00E+00	4.35E-01	0.75435522	0.00E+00	5.04E-01	1.223075013	0	0	0	0	0	0	0	1.896693442	0	0	0	1.729806264	0	0	0	2.781265384	0	2.4807334
B0041.4	C26F1.9	0	0.00E+00	-3.99E-02	0.300804621	0.00E+00	1.72E-01	0.456229783	0.00E+00	1.40E-01	0.675518553	0.00E+00	4.12E-01	0.191304758	0.00E+00	5.85E-02	0.276465407	0.00E+00	8.23E-02	0.352438469	0.00E+00	1.14E-01	0	0	0	0	0	0	0	0	0	0.075377836	0.00E+00	-3.28E-02	0.344170387	0.00E+00	2.32E-01	0	0	0	0.569616741	0.00E+00	-4.75E-03	0.259708112	0.00E+00	-7.33E-02	0.252695982	0.00E+00	-9.12E-02	0	0	0	0	0	0	0	0	1.983293435	0	0	0	0.781216302	0	0	0	0	0	1.658204474
B0041.4	C27A2.2	0.609598644	0.00E+00	5.13E-01	0.389702173	0.00E+00	9.03E-02	0.611994448	0.00E+00	7.12E-01	0.710097023	0.00E+00	4.28E-01	0.05775959	0.00E+00	-1.64E-02	0.035771365	0.00E+00	-3.47E-02	0.186249198	0.00E+00	-3.89E-02	0	0	0	0.419650995	0.00E+00	-3.93E-04	0	0	0	0.731068996	0.00E+00	3.15E-01	0.677639159	0.00E+00	3.01E-01	0	0.00E+00	-1.74E-02	0.824487784	0.00E+00	5.96E-01	0.804126743	0.00E+00	5.90E-01	0.845296959	0.00E+00	6.92E-01	0	0	0	0	0	0	0	0	1.93574203	0	0	0	0.940250822	0	0	0	1.306202907	0	1.631124294
B0041.4	C32E8.2	0.619746522	0.00E+00	5.27E-01	0.541616433	0.00E+00	1.13E-01	0.868355314	1.00E+00	5.15E-01	0.767239556	0.00E+00	3.52E-01	0.25425669	0.00E+00	1.54E-01	0.264402273	0.00E+00	1.61E-01	0.691571726	0.00E+00	1.84E-01	0	0.00E+00	-2.75E-02	0	0	0	0.065372045	0.00E+00	-6.71E-02	0.572692635	0.00E+00	3.06E-01	0.667303304	0.00E+00	3.63E-01	0	0.00E+00	-3.94E-02	0.737907482	0.00E+00	4.01E-01	0.845900127	0.00E+00	6.30E-01	0.84493415	0.00E+00	4.78E-01	2.816882689	0	0	0	0	0	0	0	1.834795736	0	0	0	1.129146021	0	0	0	2.592330078	0	2.531917937
B0041.4	C37A2.7	0.50799184	0.00E+00	2.99E-01	0.430565199	0.00E+00	3.21E-02	0.708983849	0.00E+00	-5.31E-02	0.733307592	0.00E+00	3.23E-01	0.278153625	0.00E+00	1.65E-01	0.238559362	0.00E+00	1.35E-01	0.480487709	0.00E+00	7.99E-02	0.109380564	0.00E+00	-3.91E-02	0.280686732	0.00E+00	-7.60E-02	0.206835076	0.00E+00	1.49E-01	0.180568558	0.00E+00	-1.85E-03	0.112263652	0.00E+00	4.56E-03	0.184236943	0.00E+00	3.07E-02	0.568349656	0.00E+00	2.87E-01	0.698856699	0.00E+00	4.72E-01	0.679668305	0.00E+00	4.63E-01	0	0	0	0	0	0	0	0	2.379434309	0	0	0	1.503064372	0	0	0	2.693660294	0	2.379705825
B0041.4	C42C1.14	0.539093937	0.00E+00	4.30E-01	0.575299255	0.00E+00	2.74E-01	0.645010902	0.00E+00	1.63E-01	0.681956608	0.00E+00	4.29E-01	0.204275984	0.00E+00	1.38E-01	0.185630033	0.00E+00	8.27E-02	0.673015376	0.00E+00	1.84E-01	0	0.00E+00	-5.17E-02	0.412205162	0.00E+00	-3.39E-02	0.036810509	0.00E+00	-5.80E-02	0.636013286	0.00E+00	3.26E-01	0.52169171	0.00E+00	3.97E-01	0	0.00E+00	-3.02E-02	0.806666621	0.00E+00	5.98E-01	0.876627516	0.00E+00	5.23E-01	0.865295968	0.00E+00	7.02E-01	0	0	0	0	0	0	0	0	1.898201464	0	0	0	1.451855624	0	0	0	0.877430541	0	1.603113784
B0041.4	C47E8.5	0.392179317	0.00E+00	4.06E-01	0.361004206	0.00E+00	2.19E-01	0.369725209	0.00E+00	-6.70E-02	0.028174211	0.00E+00	-1.73E-01	0.176909427	0.00E+00	8.07E-02	0.132867756	0.00E+00	4.23E-02	0.253512046	0.00E+00	-4.46E-02	0.013983169	0.00E+00	-1.30E-01	0.559303659	0.00E+00	-5.63E-02	0.361264205	0.00E+00	6.06E-01	0.340104107	0.00E+00	2.39E-01	0.20365239	0.00E+00	4.61E-03	0.131830249	0.00E+00	6.13E-02	0.25936496	0.00E+00	4.74E-02	0.717887609	0.00E+00	6.08E-01	0.870110021	0.00E+00	7.65E-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.197073437	0	1.792218856
B0041.4	C53H9.1	0.701180463	0.00E+00	5.96E-01	0.412877725	0.00E+00	4.44E-02	0.701342489	0.00E+00	2.53E-01	0.542213736	0.00E+00	3.50E-01	0.032969024	0.00E+00	-2.54E-02	0.027578993	0.00E+00	-3.03E-02	0.230151386	0.00E+00	-5.50E-02	0.171498585	0.00E+00	5.59E-02	0.428093893	0.00E+00	1.54E-02	0	0.00E+00	-4.27E-02	0.75778841	0.00E+00	4.25E-01	0.605498065	0.00E+00	5.97E-01	0	0	0	0.668633752	0.00E+00	3.94E-01	0.861108834	0.00E+00	7.22E-01	0.864604065	0.00E+00	6.54E-01	0	0	0	0	0	0	0	0	1.903792628	0	0	0	1.014822451	0	0	0	2.621090641	0	2.279903075
B0041.4	D1007.12	0.612456881	0.00E+00	4.60E-01	0.551010763	0.00E+00	2.39E-01	0.85181948	1.00E+00	1.06E-01	0.824995126	0.00E+00	4.05E-01	0.229718194	0.00E+00	5.68E-03	0.177571201	0.00E+00	8.13E-03	0.751559421	1.00E+00	2.15E-01	0	0.00E+00	-2.92E-02	0.576658242	0.00E+00	5.37E-01	0.281923644	0.00E+00	1.16E-01	0.763989643	0.00E+00	5.11E-01	0.59244788	0.00E+00	1.63E-01	0	0.00E+00	-4.47E-02	0.724228247	0.00E+00	5.08E-01	0.861947374	0.00E+00	6.31E-01	0.855293793	0.00E+00	5.68E-01	1.895474144	0	0	0	0	0	0	0	1.891334633	0	0	0	1.624548392	0	0	0	2.512214369	0	2.229159953
B0041.4	E04A4.8	0.539192999	0.00E+00	4.64E-01	0.472617483	0.00E+00	2.05E-01	0.734852287	0.00E+00	1.01E-01	0.6515313	0.00E+00	3.49E-01	0.18687795	0.00E+00	1.17E-01	0.201469061	0.00E+00	9.80E-02	0.39160646	0.00E+00	4.68E-02	0	0.00E+00	-1.91E-02	0.459906939	0.00E+00	-7.71E-03	0.19641855	0.00E+00	-1.32E-02	0.317319407	0.00E+00	3.44E-01	0.651517653	0.00E+00	4.17E-01	0	0.00E+00	-5.29E-02	0.393588364	0.00E+00	2.74E-01	0.147760017	0.00E+00	-2.74E-02	0.121379891	0.00E+00	-2.34E-02	2.783563606	0	0	0	0	0	0	0	1.985070837	0	0	0	1.622811775	0	0	0	2.755901394	0	2.516401722
B0041.4	F07D10.1	0.382552586	0.00E+00	2.92E-01	0.39027093	0.00E+00	1.59E-01	0.711876194	0.00E+00	8.15E-02	0.616630848	1.00E+00	2.70E-01	0	0.00E+00	-1.73E-02	0	0.00E+00	-6.82E-03	0.045176533	0.00E+00	-4.99E-02	0	0	0	0	0.00E+00	-2.08E-02	0	0	0	0.369570247	0.00E+00	2.03E-01	0.530978649	1.00E+00	1.37E-01	0	0	0	0.140654245	0.00E+00	-2.00E-02	0.680171	0.00E+00	2.73E-01	0.649343422	0.00E+00	2.34E-01	1.093225542	1.429986488	0	0	0	0	0	0	1.928513857	0	0	0	1.549037607	0	0	0	2.20479616	0	1.944851307
B0041.4	F10B5.1	0.75222148	0.00E+00	5.83E-01	0.543668386	0.00E+00	2.12E-01	0.845711772	0.00E+00	2.27E-01	0.816368191	0.00E+00	4.11E-01	0	0.00E+00	-8.39E-03	0	0.00E+00	-1.79E-02	0.190304537	0.00E+00	-4.28E-02	0.140028008	0.00E+00	2.52E-02	0.499305716	0.00E+00	-4.68E-02	0.024182542	0.00E+00	-5.84E-02	0.277145008	0.00E+00	5.51E-02	0.488633901	0.00E+00	1.40E-01	0.3352392	0.00E+00	1.68E-01	0.640969933	0.00E+00	4.57E-01	0.801343266	0.00E+00	6.02E-01	0.820884632	0.00E+00	6.55E-01	0	0	0	0	0	0	0	0	1.971856012	0	0	0	1.276769766	0	0	0	2.760032566	0	2.440878016
B0041.4	F10E7.7	0.311019902	0.00E+00	4.86E-03	0.366127372	0.00E+00	9.68E-02	0.740512824	0.00E+00	7.68E-01	0.061429512	0.00E+00	5.86E-03	0	0	0	0	0	0	0.180538736	0.00E+00	-2.51E-02	0	0.00E+00	-3.63E-02	0.467106402	0.00E+00	-3.03E-02	0.166666667	0.00E+00	9.77E-03	0.288299988	0.00E+00	1.34E-01	0.73445475	1.00E+00	2.55E-01	0	0.00E+00	-4.28E-02	0	0	0	0.845078691	0.00E+00	6.52E-01	0.913273172	0.00E+00	7.12E-01	1.525415585	0	0	0	0	0	0	0	1.896887035	0	0	0	1.609854754	0	0	0	1.942677862	0	1.691196881
B0041.4	F13B10.2	0.713203037	0.00E+00	5.79E-01	0.159286819	0.00E+00	-1.63E-02	0.863692509	0.00E+00	2.48E-01	0.537847579	0.00E+00	2.15E-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00E+00	-3.50E-02	0.732729511	0.00E+00	4.21E-01	0.624972877	0.00E+00	3.85E-01	0	0.00E+00	-2.92E-02	0.870676173	0.00E+00	6.05E-01	0.917138691	1.00E+00	7.31E-01	0	0	0	2.202473954	2.117433296	0	0	0	0	0	0	2.214124619	0	0	0	2.032489187	0	0	0	2.868595763	0	2.622004663
B0041.4	F25H2.10	0.556034029	0.00E+00	4.30E-01	0.452349544	0.00E+00	1.32E-01	0.716401216	0.00E+00	1.01E-01	0.785363145	0.00E+00	4.40E-01	0.225828436	0.00E+00	1.36E-01	0.246785349	0.00E+00	1.12E-01	0.291218026	0.00E+00	5.46E-02	0	0.00E+00	-9.19E-02	0.436487626	0.00E+00	-6.04E-02	0.128638244	0.00E+00	1.44E-02	0.297327423	0.00E+00	1.91E-01	0.24562853	0.00E+00	5.41E-02	0.018721865	0.00E+00	-7.05E-02	0.602279601	0.00E+00	2.98E-01	0.894873778	0.00E+00	6.91E-01	0.862894999	0.00E+00	6.41E-01	2.856276739	0	0	0	0	0	0	0	2.169799881	0	0	0	2.338670725	0	0	0	2.868595763	0	2.634291066
B0041.4	F28C6.7	0.195331415	0.00E+00	1.01E-01	0.397139719	0.00E+00	2.58E-01	0.49230785	0.00E+00	3.04E-01	0.754771371	0.00E+00	4.88E-01	0.162131358	0.00E+00	7.73E-02	0.259827479	0.00E+00	1.72E-01	0.222282237	0.00E+00	2.24E-02	0	0	0	0.62741406	0.00E+00	7.47E-03	0	0.00E+00	-4.82E-02	0.61368595	0.00E+00	1.30E-01	0.572235119	0.00E+00	3.16E-01	0	0.00E+00	-4.82E-02	0.801024949	0.00E+00	5.65E-01	0.610677451	0.00E+00	3.91E-01	0.600216763	0.00E+00	3.50E-01	0	1.510798888	0	0	0	0	1.389919958	0	2.377782011	0	0	0	0.876877922	0	0	0	1.953198681	0	2.10286312
B0041.4	F37C12.4	0.581391428	0.00E+00	4.58E-01	0.488888446	0.00E+00	1.82E-01	0.641568165	0.00E+00	1.33E-01	0.641918308	0.00E+00	3.12E-01	0.092900803	0.00E+00	3.49E-03	0.127062127	0.00E+00	1.20E-02	0.521593107	0.00E+00	3.43E-01	0	0.00E+00	-5.85E-02	0.399675733	0.00E+00	1.72E-02	0	0.00E+00	-1.01E-01	0.602458149	0.00E+00	2.96E-01	0.693654931	0.00E+00	6.99E-01	0	0.00E+00	-3.75E-02	0.789022393	0.00E+00	4.25E-01	0.823534631	0.00E+00	5.82E-01	0.798042312	0.00E+00	5.81E-01	0	0	0	0	0	0	0	0	2.210269811	0	0	0	1.430796039	0	0	0	2.197073437	0	1.917659787
B0041.4	F40F11.1	0.651545002	0.00E+00	5.02E-01	0.523370809	0.00E+00	2.72E-01	0.734721855	0.00E+00	1.66E-01	0.538701838	0.00E+00	2.66E-01	0	0	0	0	0	0	0.480454903	0.00E+00	3.10E-02	0	0.00E+00	-3.61E-02	0.513819876	0.00E+00	-3.66E-02	0	0.00E+00	-5.27E-02	0.606095206	0.00E+00	2.09E-01	0.747203471	0.00E+00	6.13E-01	0	0.00E+00	-3.47E-02	0.841173109	0.00E+00	5.85E-01	0.874253492	0.00E+00	4.83E-01	0.911187971	1.00E+00	3.03E-01	2.314497841	1.573941926	0	0	0	0	1.547065079	0	2.418135026	0	0	0	1.669266206	0	0	0	2.762768064	0	2.528698123
