Source	Windowsize	Entropy	Precision	Recall	Fmeasure	Auc_pr	Auc_roc
BNF	10	0.325250	0.214285714286	0.00185758513932	0.0036832412523	0.191250184284	0.500247678019
BNF	10	0.330880	0.516129032258	0.0495356037152	0.090395480226	0.362037684344	0.520123839009
BNF	10	0.335480	0.461538461538	0.0148606811146	0.0287942411518	0.320294514567	0.505696594427
BNF	10	0.341170	0.425414364641	0.0476780185759	0.0857461024499	0.315906356727	0.517399380805
BNF	10	0.347185	0.493975903614	0.025386996904	0.0482921083628	0.340899200517	0.510092879257
BNF	10	0.352986	0.44	0.0136222910217	0.0264264264264	0.309009287926	0.505077399381
BNF	10	0.359759	0.4	0.00866873065015	0.0169696969697	0.286945304438	0.503034055728
BNF	10	0.367809	0.521505376344	0.0600619195046	0.107717934481	0.369111821299	0.524520123839
BNF	11	0.104488	0.591608391608	0.523839009288	0.555665024631	0.597403783007	0.725758513932
BNF	11	0.118748	0.595967741935	0.457585139319	0.5176882662	0.571977679017	0.697770897833
BNF	11	0.133514	0.588697017268	0.46439628483	0.519210799585	0.57118029398	0.699752321981
BNF	11	0.146379	0.604562737643	0.49226006192	0.542662116041	0.590723061288	0.713931888545
BNF	11	0.158308	0.594504021448	0.549226006192	0.570968780174	0.609429513304	0.737151702786
BNF	11	0.170160	0.620598006645	0.578328173375	0.598717948718	0.634602408895	0.753808049536
BNF	11	0.180128	0.579283887468	0.560990712074	0.56999056307	0.606721407098	0.739752321981
BNF	11	0.189481	0.56762158561	0.527554179567	0.546854942234	0.586958367624	0.723591331269
BNF	11	0.197625	0.577689243028	0.538699690402	0.55751361743	0.596636159182	0.729969040248
BNF	11	0.205331	0.564464400257	0.544891640867	0.554505356018	0.592603717156	0.73040247678
BNF	11	0.212317	0.55907960199	0.556656346749	0.557865342848	0.594813278807	0.734427244582
BNF	11	0.219183	0.55724137931	0.500309597523	0.527243066884	0.57041635529	0.71040247678
BNF	11	0.223019	0.540401681457	0.716408668731	0.616080937167	0.652037786033	0.797275541796
BNF	11	0.225327	0.529932326913	0.630340557276	0.575791855204	0.610941395655	0.759256965944
BNF	11	0.227737	0.555127216654	0.445820433437	0.494505494505	0.546655455592	0.687182662539
BNF	11	0.230040	0.562452687358	0.460061919505	0.506130790191	0.556252143473	0.694241486068
BNF	11	0.232435	0.558024691358	0.419814241486	0.479151943463	0.537268279632	0.676656346749
BNF	11	0.235022	0.554491899853	0.466253869969	0.506559031282	0.55485172908	0.695665634675
BNF	11	0.237593	0.564008778347	0.477399380805	0.517102615694	0.564254131175	0.701795665635
BNF	11	0.240154	0.55077574048	0.483591331269	0.515001648533	0.560217591602	0.702352941176
BNF	11	0.242997	0.547169811321	0.502786377709	0.524040012907	0.566412563039	0.709783281734
BNF	11	0.245216	0.55148005148	0.530650154799	0.540864626065	0.58017759024	0.722167182663
BNF	11	0.248317	0.545578231293	0.496594427245	0.519935170178	0.563036793665	0.70693498452
BNF	11	0.251401	0.546426185705	0.506501547988	0.525706940874	0.567588737847	0.711207430341
BNF	11	0.254773	0.544520547945	0.49226006192	0.517073170732	0.560701966439	0.704953560372
BNF	11	0.258139	0.540892193309	0.360371517028	0.432552954292	0.503934228749	0.64959752322
BNF	11	0.262077	0.536271808999	0.361609907121	0.431952662722	0.502140032467	0.649535603715
BNF	11	0.265898	0.507068803016	0.333126934985	0.402092675635	0.475670624418	0.634179566563
BNF	11	0.269503	0.515979381443	0.619814241486	0.563150492264	0.599578958008	0.751764705882
BNF	11	0.273088	0.519561815336	0.616718266254	0.563986409966	0.600080185274	0.75133126935
BNF	11	0.276847	0.495717344754	0.286687306502	0.363279717536	0.450645050086	0.614179566563
BNF	11	0.280195	0.501858736059	0.334365325077	0.401337792642	0.473581586812	0.63399380805
BNF	11	0.283544	0.525862068966	0.226625386997	0.316745997404	0.440691612398	0.592879256966
BNF	11	0.286196	0.534711964549	0.224148606811	0.315881326353	0.444084568446	0.592569659443
BNF	11	0.289747	0.532142857143	0.184520123839	0.274022988506	0.426288146838	0.576037151703
BNF	11	0.293099	0.481818181818	0.0984520123839	0.163496143959	0.365264096069	0.538637770898
BNF	11	0.296715	0.480263157895	0.0452012383901	0.0826259196378	0.34229876161	0.517708978328
BNF	11	0.300116	0.527777777778	0.0470588235294	0.0864127345082	0.366830065359	0.519318885449
BNF	11	0.304125	0.543933054393	0.0804953560372	0.140237324703	0.388839592212	0.533498452012
BNF	11	0.308033	0.455555555556	0.025386996904	0.0480938416422	0.321689026488	0.509659442724
BNF	11	0.312703	0.435294117647	0.0229102167183	0.0435294117647	0.310526315789	0.508482972136
BNF	11	0.317684	0.48	0.0371517027864	0.0689655172414	0.338813209494	0.514551083591
BNF	11	0.322564	0.496240601504	0.040866873065	0.0755148741419	0.348481497862	0.516284829721
BNF	11	0.327867	0.522222222222	0.0291021671827	0.0551319648094	0.356570347437	0.511888544892
BNF	11	0.333238	0.444444444444	0.0297213622291	0.0557167730702	0.317939456484	0.511145510836
BNF	11	0.338501	0.509090909091	0.0693498452012	0.122070844687	0.366774556713	0.527987616099
BNF	11	0.344329	0.541501976285	0.0848297213622	0.146680942184	0.38943003871	0.535232198142
BNF	11	0.349960	0.523560209424	0.061919504644	0.110741971207	0.370913231647	0.525325077399
BNF	11	0.356914	0.464912280702	0.0328173374613	0.0613071139387	0.329463364293	0.512631578947
BNF	11	0.364320	0.434782608696	0.0061919504644	0.01221001221	0.303304617041	0.502291021672
BNF	12	0.112085	0.578382247674	0.500309597523	0.536520584329	0.580986789471	0.713684210526
BNF	12	0.126557	0.597891566265	0.491640866873	0.539585457017	0.587129477663	0.712755417957
BNF	12	0.140093	0.62615255658	0.46253869969	0.532051282051	0.589134069828	0.703653250774
BNF	12	0.151984	0.59986273164	0.541176470588	0.569010416667	0.608754895232	0.734489164087
BNF	12	0.163115	0.619766643789	0.559133126935	0.587890625	0.626188791451	0.745263157895
BNF	12	0.174175	0.6	0.618575851393	0.609146341463	0.641073271414	0.768049535604
BNF	12	0.183603	0.578586135896	0.521981424149	0.548828125	0.590118661343	0.722972136223
BNF	12	0.192370	0.566242038217	0.550464396285	0.558241758242	0.59581451756	0.73306501548
BNF	12	0.200123	0.554617117117	0.609907120743	0.580949572398	0.614769858868	0.755975232198
BNF	12	0.207758	0.544281524927	0.574613003096	0.559036144578	0.59489618042	0.73919504644
BNF	12	0.214162	0.551506657323	0.487306501548	0.517422748192	0.56213103764	0.704024767802
BNF	12	0.220739	0.546706586826	0.565325077399	0.555859969559	0.59223874233	0.735789473684
BNF	12	0.224255	0.545974273464	0.70959752322	0.617124394184	0.65198610474	0.795789473684
BNF	12	0.226464	0.559116809117	0.486068111455	0.520039748261	0.565420117665	0.704705882353
BNF	12	0.228673	0.553100498931	0.480495356037	0.514247846256	0.560089981148	0.701424148607
BNF	12	0.231065	0.554873892297	0.504024767802	0.528228423102	0.570780599399	0.711578947368
BNF	12	0.233632	0.593962999026	0.377708978328	0.461771385314	0.537693573817	0.663034055728
BNF	12	0.236280	0.567119155354	0.465634674923	0.511390683441	0.560907358895	0.697275541796
BNF	12	0.238820	0.565873015873	0.441486068111	0.496	0.55022236965	0.686873065015
BNF	12	0.241714	0.562291805463	0.522600619195	0.541720154044	0.582229494063	0.720619195046
BNF	12	0.244319	0.562416998672	0.524458204334	0.542774751682	0.583066084475	0.721424148607
BNF	12	0.247162	0.563683866754	0.534365325077	0.548633184997	0.587827485492	0.725820433437
BNF	12	0.250271	0.562457337884	0.510216718266	0.535064935065	0.577152301553	0.715417956656
BNF	12	0.253362	0.560298102981	0.512074303406	0.535101908767	0.57684667791	0.715851393189
BNF	12	0.256541	0.558372248165	0.51826625387	0.537572254335	0.578463729862	0.718142414861
BNF	12	0.260151	0.534554537885	0.397523219814	0.455965909091	0.516245277198	0.664148606811
BNF	12	0.263935	0.520144317498	0.53560371517	0.527760829774	0.566573706737	0.718390092879
BNF	12	0.267611	0.531740614334	0.482352941176	0.505844155844	0.550184032657	0.698699690402
BNF	12	0.271174	0.527910685805	0.614860681115	0.568077803204	0.6034806267	0.752445820433
BNF	12	0.274802	0.494482396217	0.5826625387	0.534963047186	0.573350589233	0.731764705882
BNF	12	0.278418	0.535684987695	0.404334365325	0.460832745236	0.5196484794	0.667120743034
BNF	12	0.281488	0.516919486581	0.274303405573	0.358414239482	0.456086162279	0.611517027864
BNF	12	0.284727	0.537997587455	0.276160990712	0.364975450082	0.467399206524	0.614365325077
BNF	12	0.288248	0.531151003168	0.311455108359	0.392661982826	0.478681796734	0.628235294118
BNF	12	0.291585	0.524242424242	0.214241486068	0.304175824176	0.434721831316	0.587678018576
BNF	12	0.294988	0.474874371859	0.117027863777	0.187779433681	0.36953212917	0.545572755418
BNF	12	0.298631	0.526992287918	0.12693498452	0.204590818363	0.399719054176	0.552074303406
BNF	12	0.302479	0.507462686567	0.105263157895	0.174358974359	0.38092432574	0.542414860681
BNF	12	0.306235	0.460526315789	0.0650154798762	0.113944655453	0.34068627451	0.524891640867
BNF	12	0.310773	0.467889908257	0.0631578947368	0.111292962357	0.343594076935	0.52439628483
BNF	12	0.315682	0.4375	0.0390092879257	0.0716316088687	0.318337203302	0.514489164087
BNF	12	0.320325	0.506329113924	0.0495356037152	0.0902425267908	0.357137725177	0.519938080495
BNF	12	0.325187	0.494897959184	0.0600619195046	0.107123136389	0.355808112719	0.523900928793
BNF	12	0.330280	0.428571428571	0.0241486068111	0.0457209847597	0.307680967124	0.508854489164
BNF	12	0.336194	0.59649122807	0.0210526315789	0.0406698564593	0.390350877193	0.509102167183
BNF	12	0.341619	0.4375	0.00866873065015	0.0170006071645	0.305695304438	0.503219814241
BNF	12	0.347111	0.4625	0.0229102167183	0.0436578171091	0.324129256966	0.508792569659
BNF	12	0.353814	0.378378378378	0.0173374613003	0.0331557134399	0.279746464731	0.505820433437
BNF	12	0.361333	0.428571428571	0.0222910216718	0.0423778693349	0.306906973316	0.508173374613
BNF	13	0.119806	0.601538461538	0.484210526316	0.53653516295	0.585856950067	0.710030959752
BNF	13	0.133165	0.574705111402	0.543034055728	0.558420885068	0.596950078921	0.73133126935
BNF	13	0.145750	0.595399188092	0.544891640867	0.569026834788	0.608071111074	0.735417956656
BNF	13	0.156908	0.604715672677	0.539938080495	0.570493948315	0.610665369878	0.734674922601
BNF	13	0.167363	0.59839605182	0.600619195046	0.599505562423	0.632789357179	0.76
BNF	13	0.177840	0.596046942557	0.597523219814	0.596784168213	0.630324812868	0.75826625387
BNF	13	0.186722	0.569381107492	0.541176470588	0.554920634921	0.593514083158	0.729659442724
BNF	13	0.195080	0.554819277108	0.570278637771	0.562442748092	0.598359070959	0.739380804954
BNF	13	0.202764	0.547878787879	0.559752321981	0.553751914242	0.590502861432	0.733684210526
BNF	13	0.209811	0.543259557344	0.501547987616	0.521571152608	0.563941440179	0.708606811146
BNF	13	0.215983	0.554827175209	0.576470588235	0.565441846341	0.600942999369	0.741981424149
BNF	13	0.222054	0.557722308892	0.442724458204	0.493614083535	0.546663012031	0.686253869969
BNF	13	0.225387	0.554913294798	0.475541795666	0.512170723575	0.558932395593	0.699628482972
BNF	13	0.227426	0.549749463135	0.475541795666	0.509960159363	0.556350479762	0.698823529412
BNF	13	0.229725	0.565789473684	0.42600619195	0.486047333098	0.543730650155	0.680309597523
BNF	13	0.232275	0.56233877902	0.404953560372	0.470842332613	0.533233372998	0.670959752322
BNF	13	0.234899	0.572076155938	0.390712074303	0.464311994113	0.532168108929	0.66613003096
BNF	13	0.237513	0.550705171256	0.50773993808	0.528350515464	0.570244226495	0.712445820433
BNF	13	0.240362	0.544885177453	0.484829721362	0.513106159895	0.557788305961	0.701919504644
BNF	13	0.243033	0.555626598465	0.538080495356	0.546712802768	0.585346838964	0.72600619195
BNF	13	0.246184	0.554772581678	0.536222910217	0.545340050378	0.584145836763	0.725077399381
BNF	13	0.249054	0.548076923077	0.529411764706	0.538582677165	0.577960030166	0.721052631579
BNF	13	0.252169	0.549839228296	0.529411764706	0.539432176656	0.578841182775	0.721362229102
BNF	13	0.255103	0.548575129534	0.524458204334	0.536245647357	0.576145149906	0.71907120743
BNF	13	0.258522	0.543153796236	0.51826625387	0.530418250951	0.570854503897	0.715541795666
BNF	13	0.262014	0.516956162117	0.386996904025	0.442634560907	0.503060124402	0.6573374613
BNF	13	0.265666	0.505417463352	0.491021671827	0.498115577889	0.540634428271	0.69746130031
BNF	13	0.269298	0.516093229745	0.575851393189	0.54433713784	0.581318028701	0.733931888545
BNF	13	0.272903	0.518037518038	0.444582043344	0.478507164279	0.527594610412	0.68092879257
BNF	13	0.276410	0.520581113801	0.399380804954	0.451997196917	0.510032558965	0.662910216718
BNF	13	0.279748	0.525101763908	0.239628482972	0.329081632653	0.445729416526	0.598142414861
BNF	13	0.282738	0.540145985401	0.229102167183	0.321739130435	0.44886556236	0.595046439628
BNF	13	0.286734	0.554128440367	0.186996904025	0.27962962963	0.438312930194	0.578452012384
BNF	13	0.290060	0.496437054632	0.129411764706	0.205304518664	0.385473429277	0.551578947368
BNF	13	0.293446	0.494780793319	0.146749226006	0.226361031519	0.391869240829	0.558390092879
BNF	13	0.296890	0.506329113924	0.148606811146	0.229775011967	0.398417394939	0.559814241486
BNF	13	0.300926	0.465201465201	0.0786377708978	0.134533898305	0.348699803808	0.530278637771
BNF	13	0.304553	0.477678571429	0.066253869969	0.116367591082	0.349778398201	0.525882352941
BNF	13	0.308902	0.513698630137	0.046439628483	0.0851788756388	0.359532493603	0.518823529412
BNF	13	0.313671	0.485507246377	0.0414860681115	0.0764403879064	0.343372818235	0.516346749226
BNF	13	0.318274	0.441379310345	0.0396284829721	0.0727272727273	0.320534856411	0.51479876161
BNF	13	0.322919	0.466101694915	0.0340557275542	0.063473744951	0.330574067272	0.513126934985
BNF	13	0.327620	0.482142857143	0.0167182662539	0.032315978456	0.331370706177	0.506563467492
BNF	13	0.333236	0.443548387097	0.0340557275542	0.0632547441058	0.319297413363	0.512755417957
BNF	13	0.339250	0.5	0.0551083591331	0.0992749581707	0.356295149639	0.522043343653
BNF	13	0.344396	0.51724137931	0.0278637770898	0.0528789659224	0.353563930109	0.51133126935
BNF	13	0.350887	0.473684210526	0.0390092879257	0.0720823798627	0.336429308566	0.515170278638
BNF	13	0.358131	0.333333333333	0.0229102167183	0.0428736964079	0.259545923633	0.506873065015
BNF	14	0.126424	0.59686888454	0.566563467492	0.581321473952	0.617835887059	0.745015479876
BNF	14	0.138913	0.615942028986	0.526315789474	0.567612687813	0.61060259344	0.730340557276
BNF	14	0.150768	0.618029029794	0.50092879257	0.553351573187	0.601068178468	0.719504643963
BNF	14	0.161296	0.589932885906	0.54427244582	0.566183574879	0.605079962045	0.734303405573
BNF	14	0.171253	0.601796407186	0.497832817337	0.544900033887	0.591661877483	0.715975232198
BNF	14	0.181148	0.600130463144	0.569659442724	0.584498094028	0.620756666041	0.746873065015
BNF	14	0.189642	0.584702907712	0.572755417957	0.578667500782	0.614332878004	0.745696594427
BNF	14	0.197892	0.588352084712	0.550464396285	0.568777991043	0.606869540808	0.736718266254
BNF	14	0.205027	0.589958158996	0.523839009288	0.554936044605	0.596578666701	0.725510835913
BNF	14	0.211813	0.571428571429	0.544891640867	0.557844690967	0.596085802742	0.731578947368
BNF	14	0.217545	0.569974554707	0.55479876161	0.562284279887	0.599486761358	0.735541795666
BNF	14	0.223263	0.570038910506	0.54427244582	0.55685777637	0.595132974345	0.731083591331
BNF	14	0.226357	0.574598316756	0.465015479876	0.514031485284	0.56438894166	0.698080495356
BNF	14	0.228491	0.579432079816	0.467492260062	0.517477724469	0.567837814934	0.699814241486
BNF	14	0.230944	0.57689477557	0.485448916409	0.52723604573	0.574051102955	0.707120743034
BNF	14	0.233549	0.587386018237	0.478637770898	0.527465029	0.576458746993	0.705696594427
BNF	14	0.236143	0.575121163166	0.440866873065	0.499123729408	0.55458844536	0.68786377709
BNF	14	0.239039	0.575819672131	0.521981424149	0.547580383241	0.588735429461	0.72253869969
BNF	14	0.241684	0.570592538405	0.482972136223	0.523138832998	0.569867992629	0.705139318885
BNF	14	0.244857	0.571146245059	0.536842105263	0.553463134376	0.592590666389	0.728111455108
BNF	14	0.248011	0.56024506467	0.50959752322	0.533722438392	0.57578816701	0.71479876161
BNF	14	0.250903	0.56762158561	0.527554179567	0.546854942234	0.586958367624	0.723591331269
BNF	14	0.253870	0.56877076412	0.530030959752	0.548717948718	0.588564948623	0.724829721362
BNF	14	0.257045	0.567586206897	0.50959752322	0.537030995106	0.579458738123	0.715975232198
BNF	14	0.260368	0.572850678733	0.391950464396	0.465441176471	0.533071366198	0.666749226006
BNF	14	0.263760	0.531857451404	0.609907120743	0.568214594751	0.603390026012	0.751269349845
BNF	14	0.267372	0.538503850385	0.606191950464	0.570346635596	0.605165237886	0.751145510836
BNF	14	0.271038	0.510160427807	0.590712074303	0.547489239598	0.584543578197	0.738637770898
BNF	14	0.274532	0.526436781609	0.425386996904	0.470547945205	0.523796306181	0.674427244582
BNF	14	0.277788	0.503964757709	0.354179566563	0.416	0.482890531589	0.642229102167
BNF	14	0.281033	0.527313266444	0.292879256966	0.376592356688	0.469022990291	0.620185758514
BNF	14	0.284743	0.533700137552	0.240247678019	0.331340734415	0.450286601284	0.599133126935
BNF	14	0.288525	0.527687296417	0.200619195046	0.290713324361	0.430768312811	0.582352941176
BNF	14	0.291897	0.503058103976	0.203715170279	0.289995592772	0.419743706271	0.58173374613
BNF	14	0.295322	0.502415458937	0.128792569659	0.205027106949	0.388204633493	0.551640866873
BNF	14	0.299145	0.482692307692	0.155417956656	0.235128805621	0.38943696912	0.561052631579
BNF	14	0.302963	0.485549132948	0.104024767802	0.171341152473	0.369451553058	0.540990712074
BNF	14	0.307150	0.481818181818	0.0656346749226	0.11553133515	0.35159020546	0.525758513932
BNF	14	0.311727	0.477366255144	0.071826625387	0.124865446717	0.351944221483	0.528049535604
BNF	14	0.316222	0.397905759162	0.0470588235294	0.0841638981174	0.301894056052	0.516408668731
BNF	14	0.320829	0.45	0.0334365325077	0.0622478386167	0.322265221878	0.512631578947
BNF	14	0.325340	0.364485981308	0.0241486068111	0.0452961672474	0.275638243492	0.50786377709
BNF	14	0.330555	0.222222222222	0.00743034055728	0.0143798681845	0.197540419677	0.501114551084
BNF	14	0.336285	0.474576271186	0.0346749226006	0.064627813041	0.335069353343	0.513498452012
BNF	14	0.341997	0.455696202532	0.0222910216718	0.0425029515939	0.320469360296	0.508482972136
BNF	14	0.348096	0.279569892473	0.0160990712074	0.0304449648712	0.229826225906	0.503900928793
BNF	14	0.355105	0.489247311828	0.056346749226	0.101054969461	0.351434801425	0.522291021672
BNF	15	0.132238	0.604570637119	0.540557275542	0.570774762994	0.610850850035	0.734922600619
BNF	15	0.144052	0.606317411402	0.487306501548	0.540336422932	0.589536414679	0.712012383901
BNF	15	0.155272	0.619047619048	0.515170278638	0.562352145995	0.607511425623	0.725882352941
BNF	15	0.165331	0.604667124228	0.545510835913	0.573567708333	0.612963077078	0.737089783282
BNF	15	0.174780	0.617765814266	0.568421052632	0.592067075137	0.62905834573	0.749040247678
BNF	15	0.184245	0.606847697757	0.63653250774	0.621335750982	0.651979060437	0.777027863777
BNF	15	0.192629	0.572655217966	0.536842105263	0.554170661553	0.593345152842	0.728359133127
BNF	15	0.200329	0.569192235441	0.562848297214	0.56600249066	0.602449574893	0.738823529412
