Source	Windowsize	Num-prots	Precision	Recall	Fmeasure	Auc_pr	Auc_roc
all_0208	1	0.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	0.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	1.000000	0.8125	0.00839793281654	0.0166240409207	0.493082472007	0.504005167959
all_0208	1	1.000000	0.0	0.0	0.0	0.0833333333333	0.499935400517
all_0208	1	2.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	2.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	2.000000	0.7	0.00452196382429	0.00898587933248	0.435217484927	0.502067183463
all_0208	1	3.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	3.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	3.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	3.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	3.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	4.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	4.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	4.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	4.000000	0.0	0.0	0.0	0.0833333333333	0.499935400517
all_0208	1	5.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	5.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	6.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	6.000000	0.166666666667	0.000645994832041	0.001287001287	0.16693583118	0.5
all_0208	1	6.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	8.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	8.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	9.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	16.000000	0.534090909091	0.0303617571059	0.0574572127139	0.363029520006	0.512532299742
all_0208	1	17.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	17.000000	0.593023255814	0.0329457364341	0.062423500612	0.393572351421	0.514211886305
all_0208	1	18.000000	0.630952380952	0.205426356589	0.309941520468	0.484403839055	0.590697674419
all_0208	1	19.000000	0.658610271903	0.140826873385	0.232038318254	0.471316333195	0.56311369509
all_0208	1	25.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	27.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	34.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	35.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	50.000000	0.564781021898	0.399870801034	0.468229954614	0.532336678046	0.669121447028
all_0208	1	51.000000	0.621856866538	0.415374677003	0.498063516654	0.567334548687	0.682428940568
all_0208	1	52.000000	0.558580858086	0.437338501292	0.490579710145	0.544848137915	0.684108527132
all_0208	1	54.000000	0.577386468953	0.402454780362	0.474305291207	0.539716059627	0.67177002584
all_0208	1	54.000000	0.52855993564	0.424418604651	0.470798996775	0.524454386424	0.674354005168
all_0208	1	56.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	56.000000	0.553154710458	0.413436692506	0.473197781885	0.532175977107	0.673320413437
all_0208	1	56.000000	0.529953917051	0.371447028424	0.43676414736	0.503079887035	0.652777777778
all_0208	1	58.000000	0.678048780488	0.448966408269	0.5402254178	0.609427060356	0.703165374677
all_0208	1	58.000000	0.551440329218	0.432816537468	0.484980094101	0.539393721887	0.681201550388
all_0208	1	61.000000	0.581640942323	0.462532299742	0.515293270961	0.566875596054	0.697997416021
all_0208	1	61.000000	0.549305095963	0.536175710594	0.542661000327	0.581392427396	0.724095607235
all_0208	1	64.000000	0.481046931408	0.344315245478	0.401355421687	0.467321484653	0.635012919897
all_0208	1	66.000000	0.523299748111	0.536821705426	0.529974489796	0.568658917983	0.719509043928
all_0208	1	66.000000	0.547277936963	0.49354005168	0.51902173913	0.562613990015	0.705943152455
all_0208	1	66.000000	0.515532544379	0.450258397933	0.480689655172	0.528707271328	0.682816537468
all_0208	1	66.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	69.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	73.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	74.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	74.000000	0.527536231884	0.470284237726	0.497267759563	0.543053214995	0.693023255814
all_0208	1	76.000000	0.525360050094	0.541989664083	0.533545310016	0.571842385081	0.722028423773
all_0208	1	77.000000	0.557509157509	0.491602067183	0.52248541023	0.566922106748	0.706782945736
all_0208	1	78.000000	0.546085858586	0.558785529716	0.552362707535	0.589203566674	0.732945736434
all_0208	1	81.000000	0.490580256217	0.420542635659	0.452869565217	0.503849559633	0.666602067183
all_0208	1	83.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	83.000000	0.540389972145	0.501291989664	0.520107238606	0.562399981766	0.708010335917
all_0208	1	87.000000	0.417582417582	0.0490956072351	0.0878612716763	0.312581045139	0.517700258398
all_0208	1	93.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	93.000000	0.471140939597	0.226744186047	0.306149149586	0.413380547318	0.587919896641
all_0208	1	96.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	104.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	105.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	105.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	105.000000	0.508554572271	0.55684754522	0.531606537157	0.569630429977	0.724612403101
all_0208	1	106.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	107.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	110.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	111.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	115.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	115.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	117.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	117.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	119.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	120.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	120.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	123.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	124.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	126.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	127.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	128.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	131.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	132.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	135.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	135.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	136.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	138.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	139.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	143.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	145.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	148.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	150.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	151.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	152.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	153.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	154.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	156.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	160.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	168.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	168.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	168.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	179.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	199.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	206.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	206.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	208.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	216.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	1	216.000000	0.0	0.0	0.0	0.583333333333	0.5
all_0208	10	1.700000	0.52	0.00839793281654	0.0165289256198	0.346832472007	0.50342377261
all_0208	10	2.000000	0.5	0.0103359173127	0.020253164557	0.337639965547	0.504134366925
all_0208	10	2.300000	0.409090909091	0.00581395348837	0.0114649681529	0.290301268499	0.502067183463
all_0208	10	2.600000	0.3	0.00193798449612	0.00385109114249	0.234140826873	0.500516795866
all_0208	10	2.900000	0.333333333333	0.00129198966408	0.002574002574	0.250538329027	0.500387596899
all_0208	10	3.100000	0.4	0.00258397932817	0.00513478818999	0.284409991387	0.500904392765
all_0208	10	3.300000	0.4	0.00387596899225	0.00767754318618	0.284948320413	0.501356589147
all_0208	10	3.600000	0.444444444444	0.00258397932817	0.00513808606294	0.306632213609	0.500968992248
all_0208	10	3.800000	0.2	0.00129198966408	0.00256739409499	0.18387166236	0.500129198966
all_0208	10	4.100000	0.388888888889	0.00452196382429	0.00893997445722	0.279661929371	0.501550387597
all_0208	10	4.400000	0.4	0.00516795865633	0.0102040816327	0.28548664944	0.50180878553
all_0208	10	4.700000	0.466666666667	0.00452196382429	0.00895713371721	0.31855081826	0.501744186047
all_0208	10	5.200000	0.388888888889	0.00452196382429	0.00893997445722	0.279661929371	0.501550387597
all_0208	10	5.600000	0.529411764706	0.00581395348837	0.0115015974441	0.350461696306	0.502390180879
all_0208	10	6.100000	0.1875	0.00193798449612	0.00383631713555	0.177890826873	0.500129198966
all_0208	10	7.300000	0.435897435897	0.0109819121447	0.0214240705734	0.305857848009	0.504069767442
all_0208	10	8.600000	0.52380952381	0.0142118863049	0.0276729559748	0.351159714532	0.505813953488
all_0208	10	9.800000	0.485294117647	0.0213178294574	0.0408415841584	0.334862821097	0.508397932817
all_0208	10	11.100000	0.52380952381	0.191860465116	0.28085106383	0.425179955703	0.578488372093
all_0208	10	12.400000	0.580762250454	0.206718346253	0.304907098618	0.459847102832	0.588436692506
all_0208	10	14.300000	0.553797468354	0.226098191214	0.321100917431	0.454439647183	0.594832041344
all_0208	10	16.400000	0.546391752577	0.102713178295	0.172920065253	0.399326367245	0.542829457364
all_0208	10	19.000000	0.512820512821	0.142118863049	0.222559433485	0.398959782681	0.557558139535
all_0208	10	21.700000	0.442953020134	0.0852713178295	0.14301191766	0.340339559163	0.531912144703
all_0208	10	25.800000	0.56648199446	0.264211886305	0.360352422907	0.476662616524	0.61188630491
all_0208	10	29.300000	0.624071322437	0.271317829457	0.378208014408	0.508418090159	0.619315245478
all_0208	10	32.800000	0.60127388535	0.304909560724	0.404629232748	0.51101592631	0.632235142119
all_0208	10	36.500000	0.618203309693	0.337855297158	0.436925647452	0.533208028662	0.648062015504
all_0208	10	40.100000	0.604600219058	0.356589147287	0.448598130841	0.534212254232	0.654974160207
all_0208	10	43.800000	0.589423076923	0.395994832041	0.47372488408	0.543042718479	0.670413436693
all_0208	10	46.900000	0.597713097713	0.371447028424	0.458167330677	0.536959477366	0.660723514212
all_0208	10	49.800000	0.59526159921	0.389534883721	0.470909800859	0.543270334489	0.668281653747
all_0208	10	52.200000	0.627470355731	0.410206718346	0.49609375	0.567987977177	0.680749354005
