Source	Windowsize	Prot-prob	Precision	Recall	Fmeasure	Auc_pr	Auc_roc
CRF	11	0.036049	0.566098081023	0.342580645161	0.426848874598	0.509124309329	0.645032258065
CRF	11	0.036732	0.588235294118	0.335483870968	0.427280197206	0.517235926629	0.644258064516
CRF	11	0.037416	0.576208178439	0.4	0.47220106626	0.538104089219	0.670580645161
CRF	11	0.037951	0.564334085779	0.322580645161	0.410509031199	0.499908978373	0.636387096774
CRF	11	0.038515	0.521739130435	0.232258064516	0.321428571429	0.440977092099	0.594838709677
CRF	11	0.039020	0.517073170732	0.205161290323	0.29376443418	0.427353789667	0.583419354839
CRF	11	0.039526	0.516228748068	0.215483870968	0.304050978607	0.431232653604	0.587548387097
CRF	11	0.040001	0.46949602122	0.114193548387	0.183705241308	0.365661989105	0.544193548387
CRF	11	0.040417	0.50099009901	0.163225806452	0.246228710462	0.401839135526	0.56535483871
CRF	11	0.040774	0.498942917548	0.152258064516	0.233316856154	0.396245652322	0.560838709677
CRF	11	0.041160	0.480555555556	0.111612903226	0.181151832461	0.370116487455	0.543741935484
CRF	11	0.041606	0.40350877193	0.0445161290323	0.0801859384079	0.303636106395	0.515677419355
CRF	11	0.042022	0.589743589744	0.0445161290323	0.0827834433113	0.396753515302	0.519161290323
CRF	11	0.042557	0.425	0.021935483871	0.041717791411	0.30497311828	0.508
CRF	11	0.043032	0.32967032967	0.0193548387097	0.036563071298	0.256233014298	0.505741935484
CRF	11	0.043538	0.461847389558	0.0741935483871	0.127848804892	0.345171006607	0.528451612903
CRF	11	0.044073	0.30081300813	0.0477419354839	0.0824053452116	0.253632310517	0.512774193548
CRF	11	0.044756	0.474698795181	0.127096774194	0.200508905852	0.373639720171	0.549483870968
CRF	11	0.045410	0.550831792976	0.192258064516	0.285031085605	0.438856756703	0.580451612903
CRF	11	0.046123	0.559748427673	0.172258064516	0.26344351258	0.434981740718	0.572580645161
CRF	11	0.046836	0.579207920792	0.150967741935	0.239508700102	0.435840519536	0.564516129032
CRF	11	0.047817	0.581395348837	0.0645161290323	0.116144018583	0.400912728182	0.527612903226
CRF	11	0.048857	0.522875816993	0.103225806452	0.172413793103	0.387781994518	0.542193548387
CRF	11	0.050284	0.545090180361	0.175483870968	0.265495363592	0.428996703084	0.573096774194
CRF	11	0.052691	0.510416666667	0.158064516129	0.241379310345	0.40440188172	0.563870967742
CRF	11	0.056109	0.512893982808	0.115483870968	0.188520273828	0.387898604307	0.546774193548
CRF	11	0.060358	0.490384615385	0.0987096774194	0.164339419979	0.369654673284	0.539096774194
CRF	12	0.013975	0.581347855684	0.550967741935	0.565750248427	0.603577153649	0.735806451613
CRF	12	0.015065	0.583738707436	0.541935483871	0.56206088993	0.601009138664	0.732322580645
CRF	12	0.016046	0.593377483444	0.578064516129	0.585620915033	0.620882290109	0.749419354839
CRF	12	0.017054	0.58023872679	0.564516129032	0.572269457162	0.608667750492	0.741419354839
CRF	12	0.018116	0.590253946465	0.554838709677	0.571998669771	0.609643102265	0.738903225806
CRF	12	0.019424	0.575984990619	0.594193548387	0.584947602413	0.618906473804	0.75335483871
CRF	12	0.020486	0.582464745555	0.612903225806	0.597296447658	0.629942050197	0.762516129032
CRF	12	0.021548	0.59421221865	0.596129032258	0.595169082126	0.628826539432	0.75735483871
CRF	12	0.022611	0.57750952986	0.586451612903	0.581946222791	0.616442936973	0.750322580645
CRF	12	0.023673	0.574857864814	0.587096774194	0.580912863071	0.615385921654	0.750129032258
CRF	12	0.024736	0.586139896373	0.583870967742	0.585003232062	0.619682851412	0.750709677419
CRF	12	0.025880	0.57498552403	0.64064516129	0.606042111688	0.637761579219	0.772967741935
CRF	12	0.027024	0.555493586168	0.642580645161	0.595871971283	0.628822061901	0.769870967742
CRF	12	0.028032	0.554238292828	0.603225806452	0.577695396973	0.611796565769	0.753096774194
CRF	12	0.029231	0.540457072267	0.564516129032	0.552224676554	0.58877692323	0.734258064516
CRF	12	0.030266	0.55209656925	0.56064516129	0.556338028169	0.592983768496	0.734838709677
CRF	12	0.031192	0.570846075433	0.361290322581	0.442512840774	0.519294005459	0.653483870968
CRF	12	0.031846	0.57997698504	0.325161290323	0.416701116164	0.508805696821	0.639032258065
CRF	12	0.032609	0.554824561404	0.326451612903	0.411047928513	0.496767119411	0.637032258065
CRF	12	0.033344	0.580168776371	0.354838709677	0.440352281825	0.521267183885	0.651741935484
CRF	12	0.034161	0.563143124415	0.388387096774	0.459717449408	0.52673285253	0.664064516129
CRF	12	0.034952	0.612314709236	0.346451612903	0.442521631644	0.533845526661	0.651290322581
CRF	12	0.035714	0.604381443299	0.302580645161	0.403267411866	0.5115993238	0.631483870968
CRF	12	0.036368	0.595791805094	0.347096774194	0.438646555238	0.525852891794	0.65
CRF	12	0.036995	0.601239669421	0.375483870968	0.462271644162	0.540404780947	0.662838709677
CRF	12	0.037676	0.587448559671	0.368387096774	0.452815226011	0.530552236825	0.658322580645
CRF	12	0.038193	0.534422403734	0.295483870968	0.380556709597	0.47366281477	0.622
CRF	12	0.038738	0.499202551834	0.201935483871	0.287551676619	0.417074394197	0.580709677419
CRF	12	0.039201	0.537414965986	0.203870967742	0.295603367633	0.436987052886	0.584387096774
CRF	12	0.039746	0.550368550369	0.144516129032	0.228921819111	0.418732662281	0.560451612903
CRF	12	0.040182	0.54211663067	0.161935483871	0.249379036264	0.421864766948	0.567290322581
CRF	12	0.040618	0.548828125	0.181290322581	0.272550921435	0.433285030242	0.575741935484
CRF	12	0.040972	0.521912350598	0.169032258065	0.255360623782	0.414719616159	0.569032258065
CRF	12	0.041381	0.502824858757	0.0574193548387	0.103068905617	0.358670493895	0.523032258065
CRF	12	0.041844	0.436090225564	0.0374193548387	0.0689245395128	0.316969843965	0.513870967742
CRF	12	0.042334	0.470588235294	0.0206451612903	0.0395550061805	0.327229601518	0.508
CRF	12	0.042824	0.511737089202	0.0703225806452	0.123652864436	0.368502953203	0.528451612903
CRF	12	0.043315	0.423728813559	0.0161290322581	0.0310752019888	0.301918170221	0.505870967742
CRF	12	0.043832	0.477663230241	0.0896774193548	0.151004888647	0.359530539851	0.535032258065
CRF	12	0.044459	0.405263157895	0.0496774193548	0.0885057471264	0.306663837012	0.517548387097
CRF	12	0.045140	0.527472527473	0.185806451613	0.274809160305	0.424488951908	0.576258064516
CRF	12	0.045794	0.543893129771	0.183870967742	0.274831243973	0.431892801445	0.576516129032
CRF	12	0.046502	0.536062378168	0.177419354839	0.26660203587	0.4252892536	0.57335483871
CRF	12	0.047428	0.552380952381	0.112258064516	0.186595174263	0.406298003072	0.547032258065
CRF	12	0.048436	0.532710280374	0.110322580645	0.182789951897	0.395656215456	0.545483870968
CRF	12	0.049798	0.552816901408	0.101290322581	0.17121046892	0.401946085113	0.542451612903
CRF	12	0.052114	0.569651741294	0.147741935484	0.234631147541	0.429718343765	0.562709677419
CRF	12	0.055247	0.503080082136	0.158064516129	0.240549828179	0.400733589455	0.563419354839
CRF	12	0.059197	0.548245614035	0.161290322581	0.24925224327	0.424660441426	0.56735483871
CRF	13	0.014459	0.569281045752	0.561935483871	0.565584415584	0.602113641155	0.738451612903
CRF	13	0.015465	0.579169598874	0.530967741935	0.554022214743	0.59415469191	0.726903225806
CRF	13	0.016521	0.567224080268	0.547096774194	0.55697865353	0.594902362714	0.731806451613
CRF	13	0.017628	0.583637691746	0.515483870968	0.547447756081	0.589937125443	0.720967741935
CRF	13	0.018860	0.579787234043	0.562580645161	0.571054354944	0.607635552505	0.740516129032
CRF	13	0.020067	0.574838709677	0.574838709677	0.574838709677	0.610268817204	0.744903225806
CRF	13	0.021123	0.568729641694	0.563225806452	0.565964343598	0.602375573535	0.738903225806
CRF	13	0.022129	0.584483892176	0.573548387097	0.578964506675	0.614553774045	0.746
CRF	13	0.023135	0.605769230769	0.528387096774	0.564438318401	0.606379239041	0.729806451613
CRF	13	0.024141	0.567977915804	0.530967741935	0.548849616539	0.588558850375	0.725096774194
CRF	13	0.025297	0.585714285714	0.608387096774	0.596835443038	0.629685099846	0.761161290323
CRF	13	0.026379	0.539592760181	0.615483870968	0.575045207957	0.609581326327	0.755225806452
CRF	13	0.027435	0.541714947856	0.603225806452	0.570818070818	0.605534893283	0.750580645161
CRF	13	0.028541	0.550724637681	0.53935483871	0.544980443286	0.58342683497	0.725677419355
CRF	13	0.029648	0.544044665012	0.565806451613	0.554712207464	0.591108354012	0.735483870968
CRF	13	0.030679	0.550778354337	0.47935483871	0.512590548465	0.558453693297	0.700580645161
CRF	13	0.031534	0.54296875	0.448387096774	0.491166077739	0.541645665323	0.686451612903
CRF	13	0.032238	0.53742110009	0.384516129032	0.448288830387	0.512258937142	0.659161290323
CRF	13	0.032992	0.539917695473	0.423225806452	0.474502712477	0.529636267091	0.675548387097
CRF	13	0.033772	0.546352583587	0.463870967742	0.501744591766	0.549789195019	0.693419354839
CRF	13	0.034526	0.543396226415	0.464516129032	0.500869565217	0.548579833638	0.693225806452
CRF	13	0.035255	0.558695652174	0.331612903226	0.416194331984	0.500853202431	0.639612903226
CRF	13	0.036035	0.557806912992	0.301935483871	0.391795730431	0.488043241442	0.627032258065
CRF	13	0.036638	0.566633761106	0.370322580645	0.447912602419	0.520951289155	0.656838709677
CRF	13	0.037267	0.57933972311	0.350967741935	0.437123342708	0.519239754028	0.65
CRF	13	0.037921	0.557608695652	0.330967741935	0.415384615385	0.500040906966	0.639225806452
CRF	13	0.038424	0.524528301887	0.269032258065	0.355650319829	0.45769425847	0.610129032258
CRF	13	0.038927	0.508474576271	0.193548387097	0.280373831776	0.418215782759	0.578064516129
CRF	13	0.039430	0.46828358209	0.161935483871	0.240651965484	0.384948242658	0.562580645161
CRF	13	0.039933	0.480902777778	0.178709677419	0.260583254939	0.398247087814	0.570064516129
CRF	13	0.040385	0.479452054795	0.18064516129	0.262417994377	0.398328177935	0.570709677419
CRF	13	0.040813	0.465986394558	0.176774193548	0.256314312442	0.389982444591	0.568129032258
CRF	13	0.041190	0.463519313305	0.13935483871	0.214285714286	0.373157506115	0.553548387097
CRF	13	0.041617	0.488687782805	0.0696774193548	0.12196499153	0.356709482801	0.527548387097
CRF	13	0.042145	0.382716049383	0.04	0.0724299065421	0.291358024691	0.513548387097
CRF	13	0.042598	0.44094488189	0.0361290322581	0.066785927251	0.318859537719	0.513483870968
CRF	13	0.043101	0.496575342466	0.0935483870968	0.157437567861	0.37059949919	0.537290322581
CRF	13	0.043604	0.440340909091	0.1	0.162986330179	0.345170454545	0.537290322581
CRF	13	0.044208	0.384328358209	0.0664516129032	0.113311331133	0.303185684481	0.522580645161
CRF	13	0.044836	0.407166123779	0.0806451612903	0.134625740442	0.32051854576	0.528580645161
CRF	13	0.045515	0.502380952381	0.136129032258	0.21421319797	0.391244239631	0.554580645161
CRF	13	0.046169	0.551324503311	0.214838709677	0.309192200557	0.448511714021	0.589935483871
CRF	13	0.047074	0.557919621749	0.152258064516	0.239229599595	0.425734004423	0.564064516129
CRF	13	0.048030	0.564986737401	0.137419354839	0.221069019201	0.42308476655	0.558129032258
CRF	13	0.049337	0.554517133956	0.114838709677	0.190272581507	0.408441362677	0.548193548387
CRF	13	0.051525	0.522123893805	0.114193548387	0.187400741133	0.391975925397	0.54664516129
CRF	13	0.054518	0.55223880597	0.143225806452	0.227459016393	0.419130155673	0.56
CRF	13	0.058164	0.55737704918	0.175483870968	0.266928361138	0.435140137493	0.573806451613
CRF	14	0.014874	0.580013504389	0.554193548387	0.566809633784	0.604254064022	0.736967741935
CRF	14	0.015948	0.580448065173	0.551612903226	0.565663248429	0.603396075597	0.735935483871
CRF	14	0.017092	0.584192439863	0.548387096774	0.565723793677	0.603924176921	0.735161290323
CRF	14	0.018353	0.582671957672	0.568387096774	0.575440888308	0.611497269159	0.743483870968
CRF	14	0.019498	0.588196721311	0.578709677419	0.583414634146	0.618560726247	0.748838709677
CRF	14	0.020688	0.571608040201	0.587096774194	0.57924888606	0.613761009348	0.749548387097
CRF	14	0.021692	0.582657517155	0.602580645161	0.592451633365	0.625737360728	0.758129032258
CRF	14	0.022650	0.579597141001	0.575483870968	0.57753318226	0.61291685007	0.746
CRF	14	0.023607	0.591203104787	0.589677419355	0.590439276486	0.624633810458	0.754064516129
CRF	14	0.024705	0.5664160401	0.583225806452	0.574698029243	0.609552106072	0.746967741935
CRF	14	0.025802	0.546184738956	0.614193548387	0.578196173702	0.612339681306	0.756064516129
CRF	14	0.026806	0.543995572773	0.634193548387	0.58564194221	0.619578431548	0.763935483871
CRF	14	0.027950	0.561477892187	0.598064516129	0.579194001874	0.613265827814	0.752322580645
CRF	14	0.028978	0.544200626959	0.56	0.551987281399	0.588766980146	0.733096774194
CRF	14	0.030075	0.560637560638	0.521935483871	0.540594721016	0.581125231932	0.720064516129
CRF	14	0.031033	0.560220233999	0.525161290323	0.542124542125	0.582260654634	0.72135483871
CRF	14	0.031920	0.549150036955	0.47935483871	0.511884257664	0.557639534606	0.700322580645
CRF	14	0.032620	0.544832306639	0.513548387097	0.528727997343	0.569727981277	0.713870967742
CRF	14	0.033414	0.554891710232	0.47935483871	0.514364832122	0.560510371245	0.701225806452
CRF	14	0.034138	0.559971098266	0.5	0.528289025222	0.5716522158	0.710709677419
CRF	14	0.034839	0.56512605042	0.52064516129	0.541974479516	0.582831842414	0.720258064516
CRF	14	0.035586	0.576576576577	0.371612903226	0.451941938015	0.526460331299	0.658516129032
CRF	14	0.036310	0.580576307364	0.350967741935	0.43747486932	0.519858046155	0.650129032258
CRF	14	0.036917	0.588169642857	0.34	0.430907604252	0.519084821429	0.646193548387
CRF	14	0.037524	0.575242718447	0.305806451613	0.399326032013	0.498374047395	0.630322580645
CRF	14	0.038154	0.583426651736	0.336129032258	0.426524764634	0.515100422642	0.644064516129
CRF	14	0.038621	0.54420206659	0.305806451613	0.391573729864	0.482853721467	0.627290322581
CRF	14	0.039158	0.507874015748	0.166451612903	0.250728862974	0.406625179917	0.567096774194
CRF	14	0.039625	0.534671532847	0.189032258065	0.279313632031	0.429432540617	0.578064516129
CRF	14	0.040139	0.529307282416	0.192258064516	0.282063416943	0.428094501423	0.579032258065
CRF	14	0.040583	0.537960954447	0.16	0.246643460965	0.418980477223	0.566258064516
CRF	14	0.041026	0.538636363636	0.152903225806	0.238190954774	0.416361192571	0.56335483871
CRF	14	0.041423	0.470297029703	0.122580645161	0.194472876151	0.369557117002	0.547483870968
CRF	14	0.041914	0.455399061033	0.0625806451613	0.110039705048	0.337108132667	0.523806451613
CRF	14	0.042404	0.525925925926	0.0458064516129	0.0842729970326	0.365382317802	0.518774193548
CRF	14	0.042871	0.491978609626	0.0593548387097	0.105929763961	0.354053820942	0.523548387097
CRF	14	0.043385	0.536277602524	0.109677419355	0.18211033744	0.397171059326	0.54535483871
CRF	14	0.043969	0.476323119777	0.110322580645	0.179151388161	0.367462635157	0.543032258065
CRF	14	0.044576	0.485221674877	0.127096774194	0.201431492843	0.378901160019	0.550064516129
CRF	14	0.045206	0.491228070175	0.126451612903	0.201128783992	0.381635540464	0.550129032258
CRF	14	0.045883	0.542763157895	0.212903225806	0.305838739574	0.4434245897	0.588516129032
CRF	14	0.046724	0.521804511278	0.223870967742	0.313318284424	0.437515158865	0.591419354839
CRF	14	0.047658	0.5036900369	0.176129032258	0.260994263862	0.408565448558	0.570709677419
CRF	14	0.048896	0.539548022599	0.123225806452	0.200630252101	0.404451430654	0.551096774194
CRF	14	0.050974	0.517341040462	0.115483870968	0.188818565401	0.390122133134	0.546967741935
CRF	14	0.053799	0.475961538462	0.127741935484	0.201424211597	0.374539909016	0.549806451613
CRF	14	0.057278	0.511568123393	0.128387096774	0.205260443528	0.392612018686	0.551935483871
CRF	15	0.015364	0.588559614059	0.550967741935	0.569143618794	0.607183032836	0.736967741935
CRF	15	0.016520	0.580471380471	0.556129032258	0.568039538715	0.605289453677	0.737870967742
CRF	15	0.017805	0.586872586873	0.588387096774	0.587628865979	0.621930917092	0.752774193548
CRF	15	0.018982	0.599016853933	0.550322580645	0.573638197714	0.612142835568	0.738322580645
CRF	15	0.020116	0.586278586279	0.545806451613	0.565319077848	0.603891981311	0.734387096774
CRF	15	0.021249	0.591677503251	0.587096774194	0.589378238342	0.623795740873	0.753032258065
CRF	15	0.022208	0.596942321056	0.554193548387	0.574774171964	0.612718472356	0.739677419355
CRF	15	0.023123	0.570952698201	0.552903225806	0.56178302196	0.59918602652	0.734903225806
CRF	15	0.024169	0.567694369973	0.546451612903	0.556870479947	0.594868690363	0.731612903226
