Source	Windowsize	Prot-prob	Precision	Recall	Fmeasure	Auc_pr	Auc_roc
BNF	1	0.004147	0.755868544601	0.0996904024768	0.176148796499	0.502805273332	0.546625386997
BNF	1	0.005611	0.646271510516	0.209287925697	0.316183348924	0.493672390965	0.593188854489
BNF	1	0.008539	0.434782608696	0.0061919504644	0.01221001221	0.303304617041	0.502291021672
BNF	1	0.010246	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.010734	0.497206703911	0.0551083591331	0.0992196209588	0.354898501594	0.521981424149
BNF	1	0.014394	0.669236700077	0.53746130031	0.596153846154	0.641893891834	0.742167182663
BNF	1	0.016101	0.594339622642	0.117027863777	0.195550957062	0.429264754561	0.550526315789
BNF	1	0.018785	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.020249	0.563610177628	0.72693498452	0.634937804218	0.668027999031	0.807182662539
BNF	1	0.022932	0.495692130959	0.534365325077	0.514302741359	0.553831617595	0.712817337461
BNF	1	0.023176	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.030251	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.033667	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.033667	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.033911	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.034399	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.034887	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.035618	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.036106	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.036838	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.038302	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.038302	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.039034	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.039034	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.039278	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.039278	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.040010	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.040986	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.041717	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.042205	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.043669	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.043669	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.045865	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.046597	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.047329	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.047573	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.049036	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.049524	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.050012	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.050744	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.051720	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.052208	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.052208	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.052696	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.055867	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.056111	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.057087	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.058063	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.060259	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.060503	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.063430	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.065382	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.065626	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.066846	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.067577	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.070749	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.072701	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.073189	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.078312	0.0	0.0	0.0	0.583333333333	0.5
BNF	1	0.082215	0.0	0.0	0.0	0.583333333333	0.5
BNF	10	0.013174	0.600394996708	0.564705882353	0.582003828973	0.618824949335	0.744767801858
BNF	10	0.015077	0.581620314389	0.595665634675	0.588559192414	0.622337504976	0.754984520124
BNF	10	0.017541	0.57385620915	0.543653250774	0.558346581876	0.596783625731	0.731455108359
BNF	10	0.020054	0.601526717557	0.487925696594	0.538803418803	0.587399065693	0.711640866873
BNF	10	0.022396	0.605805958747	0.491021671827	0.542407660739	0.590828675968	0.713560371517
BNF	10	0.024713	0.607238605898	0.560990712074	0.583199227551	0.620698766313	0.744210526316
BNF	10	0.026714	0.573232323232	0.562229102167	0.567677399187	0.604211620852	0.739256965944
BNF	10	0.028592	0.573069559668	0.556037151703	0.564424890006	0.60155025971	0.736594427245
BNF	10	0.030276	0.572368421053	0.538699690402	0.555023923445	0.593975748194	0.729102167183
BNF	10	0.031861	0.543200601052	0.447678018576	0.49083503055	0.541466141599	0.686191950464
