B0035.11	B0035.4	0	0	0	-0.232566299	-0.232566299	0	0	0	0.048060928	-0.275850368	0.122291597	0	0	0.628833147	0	-0.272150969
B0035.11	B0041.4	0	0	0	0	0	0	0	0	-0.995118233	0.122291597	-0.600301714	0	-0.419359323	0.628833147	-8.88E-16	-0.405383644
B0035.11	B0336.10	0	0	0	-0.517000188	-0.431067738	0	0	0	-0.959273101	-0.275850368	0.122291597	0	-0.432280852	0.628833147	-8.88E-16	-0.399450842
B0035.11	B0393.1	0	0	0	-0.44920241	-0.356278397	0	0	0	0.015799029	-0.261568788	-0.672545173	0	0	0.628833147	-0.414086794	-0.405383644
B0035.11	B0432.2	0	0	0	-0.515531296	-0.48602599	0	0	0	-0.928365433	0.122291597	0	0	-0.313473387	0.628833147	-8.88E-16	-8.88E-16
B0035.11	B0511.10	0	0	0	-0.266962378	-0.266962378	0	0	0	-0.772291379	-0.275850368	0.122291597	0	-0.419359323	0.628833147	0	-0.272150969
B0035.11	C01G8.5	0	0	0	0	0	0	0	0	-1.000998549	-0.275850368	0.122291597	0	-0.200295711	0.628833147	-8.88E-16	-0.359094675
B0035.11	C07G2.3	0	0	0	-0.495746957	-0.40497461	0	0	0	-0.988999233	-0.163133731	0.122291597	0	-0.416214653	0.628833147	0	-0.359094675
B0035.11	C08H9.2	0	0	0	-0.510390354	-0.441703451	0	0	0	-0.992930883	0.050338834	0.122291597	0	0	0.628833147	-8.88E-16	-8.88E-16
B0035.11	C09D4.5	0	0	0	-0.483829688	0	0	0	0	-0.947576473	-0.275850368	0.122291597	0	-0.200295711	0.628833147	-8.88E-16	-8.88E-16
B0035.11	C09H10.6	0	0	0	-0.384698404	-0.384698404	0	0	0	-0.878571739	-0.275850368	0	0	-0.200295711	0.628833147	0	-8.88E-16
B0035.11	C14A4.14	0	0	0	-0.384698404	-0.266962378	0	0	0	-0.724730734	-0.275850368	0.122291597	0	-0.364401071	0.628833147	0	0
B0035.11	C26E6.8	0	0	0	0	0	0	0	0	-8.88E-16	-0.275850368	0	0	-0.275850368	0.628833147	-8.88E-16	-8.88E-16
B0035.11	C32E8.2	0	0	0	-0.482746332	-0.488074063	0	0	0	0.010269663	-0.275850368	0	0	-0.413464475	0.628833147	-0.316490321	-8.88E-16
B0035.11	C34E10.6	0	0	0	-0.486893052	-0.488496789	0	0	0	-1.000998549	-0.792674396	-0.350119491	0	0	0.628833147	-0.414086794	-8.88E-16
B0035.11	C41C4.8	0	0	0	-0.232566299	-0.232566299	0	0	0	-0.983294728	-0.42383921	0.122291597	0	-0.351605502	0.628833147	-0.272150969	-8.88E-16
B0035.11	C41D11.2	0	0	0	-0.380140053	-0.48602599	0	0	0	0.001888292	0.077213256	-0.710884576	0	0	0.628833147	-8.88E-16	-0.359094675
B0035.11	C47G2.5	0	0	0	0	0	0	0	0	0	0	0	0	-0.36418058	0.628833147	0	0
B0035.11	C50B6.2	0	0	0	0	0	0	0	0	-0.953348962	0.077213256	0.122291597	0	-0.430224841	0.628833147	-8.88E-16	-0.383478541
B0035.11	D1007.12	0	0	0	-0.441703451	-0.515531296	0	0	0	0.010776625	-0.275850368	-0.194700903	0	-0.416214653	0.628833147	-8.88E-16	-0.414744538
B0035.11	D1007.6	0	0	0	-0.496891508	-0.489197333	0	0	0	-0.869035297	-0.275850368	0.122291597	0	-0.426370172	0.628833147	-0.414744538	-8.88E-16
B0035.11	D2096.8	0	0	0	-0.475279854	-0.457834238	0	0	0	-0.936670897	-0.42383921	-0.312996737	0	-0.430224841	0.628833147	-8.88E-16	-8.88E-16
B0035.11	F02E8.1	0	0	0	0	0	0	0	0	-0.724730734	-0.42383921	-0.702647644	0	0	0.628833147	0	-0.272150969
B0035.11	F10B5.1	0	0	0	0	0	0	0	0	0.007199882	-0.275850368	-0.251684435	0	-0.432280852	0.628833147	-8.88E-16	-8.88E-16
B0035.11	F10G7.3	0	0	0	-0.384698404	-0.384698404	0	0	0	-0.918753932	0.077213256	0.122291597	0	-0.419359323	0.628833147	-0.366932848	-0.272150969
B0035.11	F13B10.2	0	0	0	0	0	0	0	0	-0.953348962	0	0	0	-0.410980966	0.628833147	-8.88E-16	-8.88E-16
B0035.11	F21C3.5	0	0	0	-0.515531296	-0.515531296	0	0	0	0.048060928	-0.275850368	-0.364401071	0	-0.419359323	0.628833147	0	-8.88E-16
B0035.11	F22B5.2	0	0	0	-0.515531296	-0.40497461	0	0	0	-0.997990081	0.077508967	0.122291597	0	-0.364401071	0.628833147	-8.88E-16	-8.88E-16
B0035.11	F23F1.8	0	0	0	0	0	0	0	0	-1.000998549	-0.275850368	0.122291597	0	-0.275850368	0.628833147	0	-0.272150969
B0035.11	F23F12.6	0	0	0	0	0	0	0	0	-0.963509323	0	-0.700334712	0	0	0.628833147	0	-8.88E-16
B0035.11	F25H2.10	0	0	0	-0.489197333	-0.496891508	0	0	0	-0.983294728	0.277508967	-0.2871557	0	-0.420026002	0.628833147	-8.88E-16	-8.88E-16
B0035.11	F25H2.9	0	0	0	-0.342517035	-0.342517035	0	0	0	-0.963509323	0.122291597	0.122291597	0	-0.275850368	0.628833147	-0.316490321	-0.316490321
B0035.11	F26E4.1	0	0	0	0	0	0	0	0	-8.88E-16	0.122291597	-0.364401071	0	-0.36418058	0.628833147	-8.88E-16	-8.88E-16
B0035.11	F29F11.6	0	0	0	0	0	0	0	0	-0.627562107	0	-0.672545173	0	-0.200295711	0.628833147	-0.387525119	-8.88E-16
B0035.11	F33A8.1	0	0	0	0	0	0	0	0	-8.88E-16	-0.275850368	-0.364401071	0	-0.364401071	0.628833147	-8.88E-16	0
B0035.11	F35G12.12	0	0	0	-0.483829688	-0.483829688	0	0	0	-8.88E-16	0.122291597	0.122291597	0	-0.364401071	0.628833147	-8.88E-16	-8.88E-16
B0035.11	F35G2.4	0	0	0	-0.303477042	-0.303477042	0	0	0	-0.918753932	0.122291597	0.122291597	0	0	0.628833147	-0.316490321	-8.88E-16
B0035.11	F53G12.10	0	0	0	-0.482746332	-0.496891508	0	0	0	-0.989872315	-0.275850368	-0.333339527	0	-0.413464475	0.628833147	-0.366932848	-0.414086794
B0035.11	F54A3.3	0	0	0	-0.483788746	0	0	0	0	-0.97659438	-0.784708525	0.122291597	0	-0.403930626	0.628833147	-8.88E-16	-8.88E-16
B0035.11	F55D10.2	0	0	0	-0.493036839	-0.488074063	0	0	0	-0.947576473	0.122291597	0.122291597	0	-0.410980966	0.628833147	-0.272150969	-8.88E-16
B0035.11	F57B9.10	0	0	0	-0.303477042	-0.342517035	0	0	0	-0.882086585	0.077213256	-0.678097874	0	-0.402537961	0.628833147	-8.88E-16	-8.88E-16
B0035.11	H06H21.3	0	0	0	-0.40497461	-0.48602599	0	0	0	-0.878571739	-0.275850368	0.122291597	0	-0.200295711	0.628833147	-8.88E-16	-8.88E-16
B0035.11	H20J04.5	0	0	0	-0.380140053	-0.475279854	0	0	0	0.048060928	0	0.122291597	0	-0.275850368	0.628833147	0	-8.88E-16
B0035.11	K04D7.1	0	0	0	-0.430847246	-0.430847246	0	0	0	0.00214564	-0.54568462	-0.2871557	0	0	0.628833147	-8.88E-16	-0.405383644
B0035.11	K07A1.12	0	0	0	-0.418272169	-0.430847246	0	0	0	-0.740568993	0.277508967	0.122291597	0	-0.388898173	0.628833147	-0.383478541	-8.88E-16
B0035.11	K07C5.4	0	0	0	0	0	0	0	0	0.000221067	0.277508967	-0.666253118	0	0	0.628833147	0	-8.88E-16
B0035.11	K08C7.3	0	0	0	0	0	0	0	0	-0.832841443	0	-0.678097874	0	-0.200295711	0.628833147	-8.88E-16	-0.366932848
B0035.11	K11H12.2	0	0	0	0	-0.431067738	0	0	0	-0.918753932	0	-0.364401071	0	0	0.628833147	0	-0.316490321
B0035.11	M01F1.2	0	0	0	0	0	0	0	0	-0.724730734	-0.275850368	0.122291597	0	0	0.628833147	-8.88E-16	-8.88E-16
B0035.11	M03C11.4	0	0	0	-0.483829688	-0.483829688	0	0	0	-0.918753932	-0.275850368	0	0	-0.200295711	0.628833147	-0.359094675	-8.88E-16
B0035.11	M18.5	0	0	0	-0.431067738	-0.384698404	0	0	0	0.072016472	0.122291597	0.122291597	0	-0.275850368	0.628833147	-8.88E-16	-8.88E-16
B0035.11	R02D3.5	0	0	0	-0.483829688	-0.483829688	0	0	0	0.048060928	0	0	0	0	0.628833147	-0.366932848	-8.88E-16
B0035.11	R05H10.2	0	0	0	-0.483829688	-0.483829688	0	0	0	-8.88E-16	-0.275850368	0.122291597	0	-0.364401071	0.628833147	-8.88E-16	-8.88E-16
B0035.11	R08D7.3	0	0	0	-0.356278397	0	0	0	0	0.00214564	-0.54568462	-0.549220608	0	-0.313473387	0.628833147	-8.88E-16	-8.88E-16
B0035.11	R11D1.8	0	0	0	-0.486692668	-0.504554895	0	0	0	-0.989872315	0.122291597	-0.57905658	0	-0.413464475	0.628833147	-0.272150969	-0.366932848
B0035.11	R151.9	0	0	0	-0.384698404	-0.342517035	0	0	0	0.048060928	0	0.122291597	0	-0.419359323	0.628833147	0	-0.316490321
B0035.11	T05C12.7	0	0	0	0	-0.441703451	0	0	0	-0.954413203	0.03852695	0.122291597	0	-0.402537961	0.628833147	0	-8.88E-16
B0035.11	T05H4.6	0	0	0	0	0	0	0	0	-0.878571739	0.122291597	-0.011041736	0	-0.200295711	0.628833147	-0.272150969	-0.316490321
B0035.11	T16G1.11	0	0	0	-0.515531296	0	0	0	0	-0.740568993	-0.244788823	0.122291597	0	-0.36418058	0.628833147	-8.88E-16	-8.88E-16
B0035.11	T20G5.1	0	0	0	0	-0.232566299	0	0	0	-0.928365433	-0.641708842	0.122291597	0	-0.432280852	0.628833147	-8.88E-16	-8.88E-16
B0035.11	T20G5.2	0	0	0	-0.232566299	0	0	0	0	-0.724730734	-0.244788823	-0.350119491	0	-0.313473387	0.628833147	-0.414086794	-0.316490321
B0035.11	T28D9.10	0	0	0	0	0	0	0	0	-0.772291379	-0.275850368	-0.549220608	0	-0.364401071	0.628833147	-8.88E-16	-8.88E-16
B0035.11	W01B11.3	0	0	0	-0.384698404	-0.303477042	0	0	0	0.022868883	-0.1061502	-0.2871557	0	-0.375036784	0.628833147	-0.39697878	-0.387525119
B0035.11	W01D2.1	0	0	0	-0.266962378	-0.303477042	0	0	0	0.048060928	0	-0.549220608	0	0	0.628833147	-8.88E-16	-8.88E-16
