ID	NAME
19	Y48A6B.5
19	C14A4.4
19	B0564.1
19	NA
20	F01G4.6
20	T25G12.5
20	Y71F9AM.6
20	ZK632.6
20	F27D4.1
20	VW06B3R.1
20	T20G5.1
20	F43G9.1
20	Y71H2AM.23
20	C54G4.8
20	F54B3.3
20	MTCE.31
21	Y39B6A.39
21	NA
21	NA
21	T23B12.3
21	Y110A7A.19
21	C14A4.2
21	F09G8.3
21	E02A10.1
21	Y43F8C.8
21	C14A4.14
21	ZK1098.7
21	T13H5.5
22	C15F1.6
22	C01G10.8
22	F53F10.4
22	F13D12.2
22	T25G12.5
22	C27B7.8
22	F27D4.1
22	VW06B3R.1
22	C56G2.6
22	T22D1.4
22	Y56A3A.21
22	C26D10.2
23	F57C12.5
23	F48E8.5
23	F57C12.5
23	NA
23	NA
23	ZK632.6
23	ZC434.5
23	VW06B3R.1
23	ZK632.6
23	C15H11.4
23	T22D1.4
23	F43G9.1
23	T05E11.3
24	W08G11.4
24	C13G3.3
24	Y71H2B.3
24	F38H4.9
24	F48E8.5
24	C13G3.3
24	F38H4.9
24	F48E8.5
24	W08G11.4
24	F26E4.1
24	F26E4.1
24	F26E4.1
25	F08G12.2
25	Y59A8B.6
25	Y110A7A.8
25	ZK328.2
25	M03C11.7
25	C36B1.5
25	Y46G5A.4
25	Y47D3A.27
25	C50C3.6
25	F01F1.7
25	F19F10.9
26	NA
26	W01B11.3
26	M28.5
26	K07C5.4
26	T01C3.7
26	C05C8.2
26	F18C5.3
26	K01G5.5
26	F55A12.8
26	ZK430.7
26	C25A1.10
26	F11A10.7
27	T02G5.9
27	NA
27	F26F4.10
27	B0464.1
27	NA
27	R74.1
27	ZC434.5
27	NA
27	F58B3.5
27	Y41E3.4
27	R11A8.6
28	K01C8.10
28	T05C12.7
28	F01F1.8
28	T10B5.5
28	ZK177.5
28	F01F1.8
28	C07G2.3
28	Y55F3AR.3
28	C52E4.4
28	F54A3.3
28	T21B10.7
28	F32E10.4
29	W01G7.3
29	C26E6.4
29	C36B1.3
29	Y97E10AR.5
29	F43E2.2
29	F23B2.13
29	Y54E10BR.6
29	Y37E3.3
29	F36A4.7
29	Y39B6A.36
29	K08E4.1
30	Y54G2A.18
30	R05G6.7
30	W09C5.8
30	ZK973.10
30	R05G6.7
30	Y37E3.9
30	Y54G2A.18
30	MTCE.31
30	R05G6.7
30	T24H7.1
30	T09A5.11
31	F57H12.1
31	C01G10.8
31	F13D12.2
31	T25G12.5
31	C47B2.6
31	R12H7.2
31	F22B3.4
31	F13D12.2
31	F27D4.1
31	F13D12.2
31	C50F7.4
32	F25H2.5
32	Y39G8B.1
32	Y18D10A.19
32	Y75B12B.5
32	Y18D10A.19
32	NA
32	Y110A2AL.13
32	F36H1.1
32	Y39G8B.1
32	F25H2.5
33	Y106G6H.2
33	M110.4
33	Y106G6H.2
33	M110.4
33	K08F4.2
33	B0348.6
33	R10E9.1
33	M18.7
33	NA
33	C26F1.9
33	NA
34	Y110A7A.17
34	NA
34	Y66D12A.17
34	F10C5.1
34	F10B5.6
34	NA
34	NA
34	NA
34	K06H7.6
34	NA
35	F01G4.6
35	F48E8.5
35	T25G12.5
35	R12H7.2
35	ZK632.6
35	F27D4.1
35	VW06B3R.1
35	T20G5.1
35	F54A3.3
35	F43G9.1
36	F09F7.3
36	W06E11.1
36	ZK856.10
36	Y47G6A.9
36	W09C3.4
36	C42D4.8
36	Y77E11A.6
36	NA
36	C48E7.2
36	M106.7
37	K08D10.4
37	W03F9.10
37	Y54F10BM.14
37	C50D2.5
37	T08A11.2
37	H20J04.8
37	R10D12.13
37	C08B11.5
37	NA
37	K02F2.3
38	Y37D8A.1
38	Y71F9AL.16
38	Y79H2A.6
38	M01B12.3
38	K07C5.1
38	NA
38	M01B12.3
38	Y6D11A.2
38	C35D10.16
38	Y79H2A.6
39	Y37A1B.1
39	Y54E10A.5
39	Y53F4B.22
39	NA
39	C26B2.1
39	Y53F4B.22
39	F45E1.7
39	Y71F9AL.14
39	C28H8.12
39	ZK593.5
40	T21B10.2
40	H14A12.2
40	Y87G2A.8
40	Y17G7B.7
40	F13D12.2
40	NA
40	B0432.2
40	Y54G11A.6
40	F13D12.2
40	F01G10.1
40	Y56A3A.3
41	NA
41	NA
41	R06A4.4
41	NA
41	NA
41	Y48G1A.5
41	K01G5.4
41	C53D5.6
41	C26D10.1
41	NA
42	NA
42	W09B6.2
42	R119.6
42	W04A8.7
42	F30F8.8
42	C11G6.3
42	NA
42	Y111B2A.16
42	NA
43	NA
43	NA
43	Y39G8B.1
43	C15F1.7
43	F01G10.1
43	W02D3.7
43	C16C10.10
43	Y119D3B.17
43	Y34D9A.6
44	F25H5.3
44	NA
44	NA
44	F13D12.2
44	Y39G8B.1
44	R04B5.5
44	F01G10.1
44	Y119D3B.17
44	Y24D9A.8
45	Y48G8AL.6
45	F58E10.3
45	NA
45	NA
45	Y37D8A.9
45	F58D5.1
45	NA
45	F58D5.1
45	D2045.1
46	NA
46	NA
46	NA
46	T03F1.3
46	W06D4.5
46	Y39G8B.1
46	F13D12.2
46	F01G10.1
46	Y24D9A.8
46	F08F8.7
47	T25D3.2
47	C30C11.1
47	D2007.4
47	Y48E1B.5
47	B0261.4
47	F59A3.3
47	B0205.11
47	Y46H3A.7
47	Y119D3B.16
47	Y55F3BL.1
48	F28F8.3
48	Y73B6BL.32
48	ZK593.7
48	F32A5.7
48	ZK686.4
48	Y71G12B.14
48	Y62E10A.12
48	F40F8.9
48	T10G3.6
49	T18D3.4
49	F54H12.1
49	T05D4.1
49	NA
49	F13G3.5
49	F46H6.1
49	T05D4.1
49	K11H3.1
49	ZC434.8
50	T21B10.2
50	R05F9.6
50	T03F1.3
50	F54D8.3
50	Y17G7B.7
50	B0432.2
50	F13D12.2
50	R10E12.1
50	Y56A3A.3
51	F25H5.3
51	NA
51	H14A12.2
51	NA
51	C46F11.2
51	NA
51	T01C8.5
51	NA
51	T03F6.3
51	Y54F10AR.1
52	T14G8.1
52	T14G8.1
52	C53A5.3
52	F02E9.4
52	W02D3.9
52	T27C4.4
52	Y37D8A.9
52	C53A5.3
53	T20B12.1
53	M02D8.4
53	F28H1.3
53	H26D21.2
53	F43C1.2
53	C47E12.5
53	T25G3.3
53	F59E12.5
54	NA
54	NA
54	F09E5.15
54	NA
54	B0286.3
54	NA
54	R07E5.2
54	F09E5.15
54	R10E12.1
55	Y63D3A.6
55	Y57G11C.15
55	C53D5.6
55	Y49A3A.2
55	NA
55	NA
55	K05C4.2
55	T09A5.11
56	Y57G11C.15
56	C15F1.6
56	W10D9.5
56	W06H8.1
56	T20G5.1
56	K05C4.2
56	Y56A3A.21
56	T09A5.11
57	T27C4.4
57	NA
57	NA
57	C26C6.5
57	T27C4.4
57	C26C6.5
57	T14G8.1
57	T27C4.4
58	T21B10.2
58	B0511.1
58	T03F1.3
58	T21B10.2
58	T09F3.3
58	Y17G7B.7
58	T21B10.2
58	NA
59	NA
59	NA
59	Y39G8B.1
59	F45H11.2
59	C40H1.6
59	F01G10.1
59	Y119D3B.17
59	Y24D9A.8
60	R05F9.6
60	F54D8.3
60	F10D11.1
60	Y54G11A.6
60	F13D12.2
60	F54D8.3
60	C15F1.7
60	R10E12.1
60	K04D7.3
61	ZK1098.1
61	D2089.1
61	W04D2.6
61	F28D9.1
61	D2089.1
61	NA
61	Y47G6A.20
61	ZK1098.1
62	C08B11.6
62	T04C12.5
62	D2085.1
62	NA
62	F39H11.1
62	R01H10.3
62	C27H6.2
62	Y105E8A.17
62	T22D1.10
62	T04C12.5
63	F56A11.1
63	F28D1.10
63	F56A11.1
63	R06C1.3
63	F28D1.10
63	R06C1.3
63	B0336.6
63	R06C1.3
64	JC8.7
64	B0024.9
64	NA
64	F13G3.5
64	C16C10.10
64	C42C1.5
64	NA
64	Y49E10.2
64	B0252.4
65	Y45G12B.1
65	T20H4.5
65	K09A9.5
65	ZK973.10
65	C09H10.3
65	F53F4.10
65	MTCE.11
65	T10E9.7
66	W09C5.2
66	Y50E8A.4
66	Y50E8A.4
66	Y50E8A.4
66	NA
66	NA
66	NA
66	Y50E8A.4
67	W08D2.7
67	F58E10.3
67	Y48G10A.3
67	NA
67	F56D2.6
67	D2089.1
67	C06E1.10
67	T24H10.3
68	Y76B12C.7
68	Y67H2A.1
68	F25G6.2
68	R06A4.9
68	C08H9.5
68	F11A10.8
68	R144.2
68	F09G2.4
69	B0228.7
69	NA
69	R04B5.5
69	C40H1.6
69	F01G10.1
69	NA
69	F13D12.2
69	Y24D9A.8
70	NA
70	T07C4.9
70	B0286.3
70	ZK418.9
70	F09E5.15
70	Y119D3B.17
70	B0496.7
70	Y56A3A.3
71	F35A5.8
71	NA
71	NA
71	C16A11.2
71	NA
71	NA
71	NA
71	NA
72	F57H12.1
72	F53F10.4
72	F13D12.2
72	T25G12.5
72	F13D12.2
72	F27D4.1
72	B0336.2
72	F57H12.1
73	F28B3.7
73	F28B3.7
73	H38K22.1
73	F18E2.3
73	Y47D3A.26
73	F18E2.3
73	H38K22.1
73	K08A8.3
74	F40A3.3
74	NA
74	Y38C1AA.11
74	NA
74	W01A11.4
74	ZK418.9
74	NA
75	T20G5.2
75	C34B2.7
75	T20H4.5
75	F42A8.2
75	D1005.1
75	T07C4.7
75	F20H11.3
76	F01G4.2
76	F13E6.1
76	C01G8.5
76	NA
76	Y40G12A.2
76	F46H6.1
76	Y39G8B.1
77	NA
77	NA
77	Y22D7AL.10
77	T01C8.5
77	C15F1.7
77	C16C10.10
77	Y119D3B.17
77	R01H2.6
78	W04D2.1
78	T18D3.4
78	W04D2.1
78	T18D3.4
78	ZK721.2
78	T18D3.4
78	Y105E8B.1
79	NA
79	NA
79	F37A4.8
79	NA
79	NA
79	T26A5.8
79	F33H2.5
80	NA
80	ZK632.6
80	T22D1.4
80	T05E11.3
80	F13D12.2
80	C50F7.4
80	C26D10.2
81	K04G2.5
81	F40A3.3
81	W06A7.3
81	T04C9.4
81	C38C3.5
81	Y80D3A.9
81	Y75B12B.5
82	W03B1.4
82	C47D12.6
82	F22B5.9
82	F22D6.3
82	T08B2.9
82	C47D12.6
82	R11A8.6
83	NA
83	W06D4.5
83	NA
83	T01C8.5
83	C16C10.10
83	NA
83	B0252.4
84	B0365.3
84	NA
84	C04F12.10
84	T05B11.3
84	NA
84	C53D5.6
84	T20G5.1
85	C55A6.9
85	F35F11.1
85	F25B3.6
85	NA
85	B0035.11
85	H06O01.2
85	B0464.2
86	K07H8.3
86	C30C11.2
86	NA
86	K08F11.4
86	Y50D7A.4
86	Y50D7A.4
86	F13G3.10
87	F23C8.5
87	T25G12.5
87	C47B2.6
87	R12H7.2
87	F27D4.1
87	F13D12.2
87	C50F7.4
88	NA
88	NA
88	ZC168.4
88	F11H8.4
88	ZC168.4
88	T05G5.3
88	C09G4.3
89	F22B7.5
89	T09B4.9
89	C34C12.8
89	C37H5.8
89	ZC395.7
89	F26D10.3
89	B0035.14
89	T03F6.2
90	Y71H2B.10
90	F02E8.3
90	Y71H2B.10
90	K11D2.3
90	R160.1
90	T20B5.1
90	T20B5.1
91	F55F3.3
91	F55F3.3
91	B0365.3
91	W06A7.3
91	Y63D3A.7
91	W06A7.3
91	F43E2.7
92	C13B9.3
92	F45G2.4
92	F59E10.3
92	Y71F9AL.17
92	Y25C1A.5
92	T14G10.5
92	F38E11.5
93	T09A5.9
93	B0511.7
93	NA
93	Y32H12A.4
93	F56C9.1
93	C07H6.2
93	F29F11.6
94	NA
94	W06D4.5
94	Y39G8B.1
94	Y110A2AL.13
94	W06D4.5
94	C37C3.8
94	B0252.4
95	Y17G7B.7
95	F13D12.2
95	NA
95	T01C8.5
95	R04B5.5
95	C16C10.10
95	Y24D9A.8
96	F23C8.5
96	R12H7.2
96	Y57G11C.13
96	NA
96	F27D4.1
96	F13D12.2
96	C50F7.4
97	NA
97	T22D1.3
97	M106.4
97	W06H3.3
97	T22D1.3
97	H19N07.2
97	Y71H2AM.19
98	Y17G7B.5
98	ZK632.1
98	R10E4.4
98	Y39G10AR.14
98	C25D7.6
98	F32D1.10
98	NA
99	Y38F2AR.2
99	Y71F9AM.6
99	Y47G6A.10
99	Y51H1A.3
99	Y37E3.9
99	F54B3.3
99	T24H7.1
100	NA
100	C27F2.10
100	Y59A8B.22
100	F37E3.1
100	F58H1.3
100	T22D1.3
100	C05D9.1
101	M110.4
101	NA
101	NA
101	B0348.6
101	Y106G6H.2
101	F57C9.1
101	NA
102	NA
102	T19H12.2
102	T19H12.2
102	T19H12.2
102	NA
102	C17E4.6
102	Y105E8A.17
103	F55F3.3
103	F43E2.7
103	F35G12.10
103	F55F3.3
103	F55F3.3
103	T02H6.11
103	B0365.3
104	Y105E8A.22
104	T07D3.9
104	F45H11.2
104	Y53C12A.4
104	M142.5
104	NA
104	F09F7.4
105	F36H2.1
105	F01G4.6
105	F57C12.5
105	F48E8.5
105	F57C12.5
105	ZK632.6
105	F43G9.1
106	Y105E8A.22
106	T07C4.1
106	F13D12.4
106	T07D3.9
106	C27H6.8
106	F09F7.4
106	Y105E8A.22
107	Y39G8B.1
107	Y38C1AA.11
107	NA
107	W02D3.7
107	W02D3.7
107	F21C3.3
107	Y39G8B.1
108	F32H2.4
108	T02H6.2
108	Y32H12A.2
108	C16A3.8
108	NA
108	B0513.2
109	C47E12.1
109	W03B1.4
109	T10F2.1
109	T11G6.1
109	C47D12.6
109	NA
109	T11G6.1
110	F57H12.1
110	ZK180.4
110	B0336.2
110	F13D12.2
110	F57H12.1
110	F13D12.2
110	R12H7.2
111	W04D2.1
111	T18D3.4
111	T18D3.4
111	ZK721.2
111	T18D3.4
111	Y105E8B.1
112	Y39A1A.6
112	D2007.4
112	F56B3.8
112	B0261.4
112	F59A3.3
112	Y54E10A.7
112	F13G3.11
113	Y51H7C.6
113	K07C11.9
113	Y71F9AM.4
113	C43E11.11
113	Y54E10A.2
113	NA
114	Y113G7A.3
114	Y113G7A.3
114	ZC518.2
114	ZC518.2
114	F12F6.6
114	F12F6.6
115	F19B6.2
115	F28H1.3
115	C43H6.3
115	T10F2.1
115	NA
115	F59E12.5
116	Y80D3A.2
116	C50F2.3
116	Y116A8C.34
116	M03F8.3
116	F49D11.1
116	F53B7.3
117	T21B10.2
117	T03F1.3
117	T09F3.3
117	Y17G7B.7
117	NA
117	NA
118	B0511.1
118	T05D4.1
118	T07C4.1
118	ZC434.8
118	T05D4.1
118	NA
119	B0511.1
119	F54H12.1
119	T05D4.1
119	ZC434.8
119	T05D4.1
119	K11H3.1
120	D1081.8
120	T27F2.1
120	F37C12.1
120	C07A9.2
120	T10F2.4
120	T12A2.7
120	D1054.15
121	T20B12.1
121	M02D8.4
121	F28H1.3
121	F25B4.6
121	T25G3.3
121	K08D12.3
122	NA
122	C37C3.2
122	T05H4.6
122	K04G2.1
122	Y39G10AR.8
122	Y37E3.10
123	T14F9.1
123	F55H2.2
123	Y49A3A.2
123	ZK970.4
123	C17H12.14
123	Y110A7A.12
124	T18D3.4
124	F54H12.1
124	B0024.12
124	K11H3.1
124	C32F10.8
124	K11H3.1
125	NA
125	F52B10.1
125	F52B10.1
125	F29D10.4
125	F09E10.8
125	F36D4.3
126	T20G5.2
126	F35G12.2
126	C37E2.1
126	F59B8.2
126	F43G9.1
126	C34F6.8
127	F19B6.2
127	Y94H6A.9
127	C09D8.1
127	Y44E3A.4
127	NA
127	F59E12.5
128	C17H12.1
128	C39E9.14
128	C39E9.14
128	F13G3.4
128	T24H10.6
128	T21E12.4
129	ZK20.3
129	F15C11.2
129	NA
129	F56G4.5
129	F15C11.2
129	F15C11.2
130	T22D1.3
130	NA
130	C27F2.10
130	T04A8.5
130	T22D1.3
130	Y71H2AM.19
131	NA
131	T22D1.3
131	F58H1.3
131	W06H3.3
131	T22D1.3
131	C05D9.1
132	B0035.4
132	C08F8.1
132	R151.9
132	H20J04.5
132	T06G6.9
132	F21C3.5
133	F36F2.4
133	K02D10.5
133	D1014.3
133	Y59E9AL.7
133	ZC155.7
133	T10H9.4
134	F36F2.4
134	K02D10.5
134	D1014.3
134	Y59E9AL.7
134	W06H8.1
134	F36F2.4
135	F54D8.3
135	Y17G7B.7
135	F13D12.2
135	T01C8.5
135	NA
135	R10E12.1
136	Y51H4A.3
136	R07G3.1
136	F46H6.1
136	F46H6.1
136	Y51H4A.3
136	F46H6.1
137	T01C3.7
137	Y66H1A.4
137	NA
137	K01G5.5
137	NA
137	Y48A6B.3
138	Y111B2A.18
138	C33H5.12
138	C33H5.12
138	W02B12.3
138	Y111B2A.18
138	C18D11.4
139	R02D3.3
139	ZK1128.4
139	T16H12.4
139	Y66D12A.15
139	T16H12.4
139	Y73F8A.24
140	C53D5.6
140	ZK742.1
140	Y102A5A.1
140	M01D7.2
140	F32E10.4
140	NA
140	NA
141	NA
141	H14A12.2
141	F13D12.2
141	C38C3.5
141	NA
141	Y56A3A.3
142	F57B9.5
142	Y53C12B.2
142	T19A6.2
142	Y54E10BR.4
142	NA
142	NA
143	Y71H2AM.5
143	F55F3.3
143	T02H6.11
143	F42G8.12
143	Y37D8A.14
143	C54G4.8
143	MTCE.21
144	NA
144	ZK742.1
144	NA
144	K10D2.6
144	K01G5.4
144	C26D10.1
145	Y47D3B.10
145	Y54G2A.18
145	Y54E10BL.4
145	Y47D3B.10
145	C14B9.2
145	C07A12.4
146	K08F9.2
146	C31C9.2
146	Y22D7AL.10
146	T01C8.5
146	NA
146	Y22D7AL.5
146	R01H2.6
147	ZK742.1
147	K10D2.6
147	C35A5.8
147	K01G5.4
147	NA
147	C26D10.1
148	NA
148	R166.4
148	NA
148	NA
148	NA
148	NA
149	B0228.7
149	C15H9.7
149	NA
149	NA
149	R07H5.8
149	B0303.2
150	Y54G11A.3
150	NA
150	F56D2.6
150	F29C4.7
150	C04H5.1
150	F29C4.7
151	Y71G12B.10
151	NA
151	NA
151	M142.5
151	D2045.1
151	D2045.1
152	C09G12.9
152	CD4.4
152	C06A6.3
152	Y87G2A.10
152	NA
152	CD4.4
153	F10G8.3
153	ZK328.5
153	C06A5.7
153	K07F5.13
153	NA
153	T04G9.4
153	C33H5.7
154	R05D11.3
154	B0272.3
154	NA
154	F36H1.1
154	C24B5.4
154	Y80D3A.9
155	NA
155	F36A2.13
155	NA
155	NA
155	NA
155	NA
155	NA
156	K07A1.12
156	M03C11.4
156	F37A4.8
156	K07A1.12
156	C01G5.6
156	C17G10.2
157	F40A3.3
157	Y22D7AL.10
157	F56D12.1
157	C38C3.5
157	Y75B12B.5
158	F23C8.5
158	C26D10.2
158	Y57G11C.13
158	F27D4.1
158	C15H11.4
159	K04G7.10
159	C18A3.5
159	C52E4.3
159	B0495.8
159	T28D9.10
160	F56B3.8
160	Y57G11C.34
160	VW06B3R.1
160	F29C12.4
160	Y71H2AM.23
161	R07G3.1
161	F26H9.6
161	C27B7.8
161	C27B7.8
161	VW06B3R.1
162	R07G3.1
162	C27B7.8
162	C27B7.8
162	R107.8
162	F46H6.1
163	NA
163	NA
163	M117.2
163	M117.2
163	NA
164	C33H5.9
164	NA
164	C28G1.3
164	C28G1.3
164	C43E11.8
165	LLC1.3
165	T22B11.5
165	W02F12.5
165	T05H10.6
165	ZK669.4
165	F23B12.5
166	F45E1.7
166	T12D8.8
166	NA
166	F45E1.7
166	Y105E8A.22
167	F13H8.2
167	Y45F10D.7
167	Y23H5B.5
167	Y53C12B.1
167	F55F8.3
168	F43E2.8
168	C34C12.8
168	C37H5.8
168	ZC395.7
168	T24H10.3
169	H06I04.3
169	NA
169	K01C8.9
169	F27C1.6
169	C16A3.6
170	C34C12.5
170	C29F9.7
170	F14D12.2
170	T21D12.4
170	T21D12.4
171	Y48E1A.1
171	NA
171	F14B4.3
171	H43I07.2
171	F58A4.9
172	R06C7.3
172	H19N07.1
172	C14B1.5
172	C09G5.2
172	F49E8.4
172	F25H5.4
173	M03F4.7
173	F13E6.1
173	ZC395.10
173	M03F4.7
173	C41C4.8
174	F40A3.3
174	C15H9.7
174	C32F10.8
174	C38C3.5
174	Y75B12B.5
175	Y75B8A.7
175	T01B7.5
175	ZK795.3
175	R05D11.4
175	C48B6.2
176	F58B3.4
176	Y73E7A.2
176	F32E10.1
176	F18C5.3
176	Y51H7C.11
177	Y47D3B.10
177	Y47D3B.10
177	H06O01.1
177	C07A12.4
177	Y105E8B.8
178	W07E6.4
178	NA
178	H20J04.8
178	T13H5.4
178	K02F2.3
179	R02D3.4
179	ZC376.6
179	D1043.1
179	NA
179	NA
180	NA
