#ProtID	TotalCount	WAN111105_HCW_Celegans_wce_P1A01.map	WAN111105_HCW_Celegans_wce_P1A03.map	WAN111105_HCW_Celegans_wce_P1A05.map	WAN111105_HCW_Celegans_wce_P1A07.map	WAN111105_HCW_Celegans_wce_P1A09.map	WAN111105_HCW_Celegans_wce_P1A11.map	WAN111105_HCW_Celegans_wce_P1A12.map	WAN111105_HCW_Celegans_wce_P1B01.map	WAN111105_HCW_Celegans_wce_P1B02.map	WAN111105_HCW_Celegans_wce_P1B03.map	WAN111105_HCW_Celegans_wce_P1B04.map	WAN111105_HCW_Celegans_wce_P1B05.map	WAN111105_HCW_Celegans_wce_P1B06.map	WAN111105_HCW_Celegans_wce_P1B07.map	WAN111105_HCW_Celegans_wce_P1B08.map	WAN111105_HCW_Celegans_wce_P1B09.map	WAN111105_HCW_Celegans_wce_P1B10.map	WAN111105_HCW_Celegans_wce_P1B11.map	WAN111105_HCW_Celegans_wce_P1B12.map	WAN111105_HCW_Celegans_wce_P1C01.map	WAN111105_HCW_Celegans_wce_P1C02.map	WAN111105_HCW_Celegans_wce_P1C03.map	WAN111105_HCW_Celegans_wce_P1C04.map	WAN111105_HCW_Celegans_wce_P1C05.map	WAN111105_HCW_Celegans_wce_P1C06.map	WAN111105_HCW_Celegans_wce_P1C07.map	WAN111105_HCW_Celegans_wce_P1C08.map	WAN111105_HCW_Celegans_wce_P1C09.map	WAN111105_HCW_Celegans_wce_P1C10.map	WAN111105_HCW_Celegans_wce_P1C11.map	WAN111105_HCW_Celegans_wce_P1C12.map	WAN111105_HCW_Celegans_wce_P1D01.map	WAN111105_HCW_Celegans_wce_P1D02.map	WAN111105_HCW_Celegans_wce_P1D03.map	WAN111105_HCW_Celegans_wce_P1D04.map	WAN111105_HCW_Celegans_wce_P1D05.map	WAN111105_HCW_Celegans_wce_P1D06.map	WAN111105_HCW_Celegans_wce_P1D07.map	WAN111105_HCW_Celegans_wce_P1D08.map	WAN111105_HCW_Celegans_wce_P1D09.map	WAN111105_HCW_Celegans_wce_P1D10.map	WAN111105_HCW_Celegans_wce_P1D11.map	WAN111105_HCW_Celegans_wce_P1D12.map	WAN111105_HCW_Celegans_wce_P1E01.map	WAN111105_HCW_Celegans_wce_P1E02.map	WAN111105_HCW_Celegans_wce_P1E03.map	WAN111105_HCW_Celegans_wce_P1E04.map	WAN111105_HCW_Celegans_wce_P1E05.map	WAN111105_HCW_Celegans_wce_P1E06.map	WAN111105_HCW_Celegans_wce_P1E07.map	WAN111105_HCW_Celegans_wce_P1E08.map	WAN111105_HCW_Celegans_wce_P1E09.map	WAN111105_HCW_Celegans_wce_P1E10.map	WAN111105_HCW_Celegans_wce_P1E11.map	WAN111105_HCW_Celegans_wce_P1E12.map	WAN111105_HCW_Celegans_wce_P1F01.map	WAN111105_HCW_Celegans_wce_P1F02.map	WAN111105_HCW_Celegans_wce_P1F03.map	WAN111105_HCW_Celegans_wce_P1F04.map	WAN111105_HCW_Celegans_wce_P1F05.map	WAN111105_HCW_Celegans_wce_P1F06.map	WAN111105_HCW_Celegans_wce_P1F07.map	WAN111105_HCW_Celegans_wce_P1F08.map	WAN111105_HCW_Celegans_wce_P1F09.map	WAN111105_HCW_Celegans_wce_P1F10.map	WAN111105_HCW_Celegans_wce_P1F11.map	WAN111105_HCW_Celegans_wce_P1F12.map	WAN111105_HCW_Celegans_wce_P1G01.map	WAN111105_HCW_Celegans_wce_P1G02.map	WAN111105_HCW_Celegans_wce_P1G03.map	WAN111105_HCW_Celegans_wce_P1G04.map	WAN111105_HCW_Celegans_wce_P1G05.map	WAN111105_HCW_Celegans_wce_P1G06.map	WAN111105_HCW_Celegans_wce_P1G07.map	WAN111105_HCW_Celegans_wce_P1G08.map	WAN111105_HCW_Celegans_wce_P1G09.map	WAN111105_HCW_Celegans_wce_P1G10.map	WAN111105_HCW_Celegans_wce_P1G11.map	WAN111105_HCW_Celegans_wce_P1G12.map	WAN111105_HCW_Celegans_wce_P1H01.map	WAN111105_HCW_Celegans_wce_P1H02.map	WAN111105_HCW_Celegans_wce_P1H03.map	WAN111105_HCW_Celegans_wce_P1H04.map	WAN111105_HCW_Celegans_wce_P1H05.map	WAN111105_HCW_Celegans_wce_P1H06.map	WAN111105_HCW_Celegans_wce_P1H07.map	WAN111105_HCW_Celegans_wce_P1H08.map	WAN111105_HCW_Celegans_wce_P1H09.map	WAN111105_HCW_Celegans_wce_P1H10.map	WAN111105_HCW_Celegans_wce_P1H11.map	WAN111105_HCW_Celegans_wce_P1H12.map	WAN111105_HCW_Celegans_wce_P2A01.map	WAN111105_HCW_Celegans_wce_P2A02.map	WAN111105_HCW_Celegans_wce_P2A03.map	WAN111105_HCW_Celegans_wce_P2A04.map	WAN111105_HCW_Celegans_wce_P2A05.map	WAN111105_HCW_Celegans_wce_P2A06.map	WAN111105_HCW_Celegans_wce_P2A07.map	WAN111105_HCW_Celegans_wce_P2A08.map	WAN111105_HCW_Celegans_wce_P2A09.map	WAN111105_HCW_Celegans_wce_P2A05.map	WAN111105_HCW_Celegans_wce_P2A06.map	WAN111105_HCW_Celegans_wce_P2A07.map	WAN111105_HCW_Celegans_wce_P2A08.map	WAN111105_HCW_Celegans_wce_P2A09.map	WAN111105_HCW_Celegans_wce_P2A10.map	WAN111105_HCW_Celegans_wce_P2A11.map	WAN111105_HCW_Celegans_wce_P2A12.map	WAN111105_HCW_Celegans_wce_P2B01.map	WAN111105_HCW_Celegans_wce_P2B02.map	WAN111105_HCW_Celegans_wce_P2B03.map	WAN111105_HCW_Celegans_wce_P2B04.map	WAN111105_HCW_Celegans_wce_P2B05.map	WAN111105_HCW_Celegans_wce_P2B06.map	WAN111105_HCW_Celegans_wce_P2B07.map	WAN111105_HCW_Celegans_wce_P2B08.map	WAN111105_HCW_Celegans_wce_P2B09.map	WAN111105_HCW_Celegans_wce_P2B10.map	WAN111105_HCW_Celegans_wce_P2B11.map	WAN111105_HCW_Celegans_wce_P2B12.map
ZK829.9	9032000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9032000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Y70C5C.1	9689000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9689000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F54E7.3	848100.0	0.0	0.0	0.0	0.0	0.0	0.0	848100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F23F1.4	34870000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23080000.0	11790000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E01G4.4	43659700.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15690000.0	0.0	1783000.0	9532000.0	0.0	4307000.0	0.0	1311000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1481000.0	2035000.0	805800.0	2012000.0	718100.0	0.0	0.0	370700.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	252100.0	1934000.0	1428000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Y54E10A.11	734310000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	155500000.0	284600000.0	250200000.0	0.0	44010000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Y54E10A.10	4342680032.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1920000.0	37880000.0	73730000.0	115100000.0	312900000.0	195100000.0	531400000.0	223200000.0	97850000.0	126600000.0	146700000.0	1024000000.0	913500032.0	279100000.0	263700000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F23F1.3	393000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25170000.0	322800000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45030000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C26E6.11	10440000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10440000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F23F1.8	4086222000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91830000.0	51190000.0	26520000.0	90360000.0	208500000.0	109300000.0	244200000.0	236400000.0	213300000.0	233700000.0	242800000.0	196900000.0	236800000.0	197700000.0	23740000.0	17650000.0	125100000.0	43820000.0	32880000.0	171400000.0	105500000.0	105000000.0	131100000.0	67120000.0	103400000.0	63130000.0	41570000.0	29610000.0	21980000.0	20960000.0	38080000.0	35520000.0	29050000.0	34600000.0	32460000.0	37120000.0	43720000.0	31790000.0	36350000.0	0.0	0.0	32870000.0	39600000.0	28010000.0	18250000.0	27990000.0	25240000.0	15500000.0	16730000.0	9068000.0	17720000.0	0.0	0.0	0.0	7484000.0	0.0	13230000.0	7800000.0	14100000.0	10480000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F23F1.9	4889000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4889000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R07H5.8	11576450192.0	0.0	0.0	0.0	0.0	0.0	0.0	3344000000.0	2264000000.0	0.0	0.0	0.0	113600000.0	5349000192.0	468100000.0	0.0	0.0	0.0	37750000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M6.1	411716300.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	965300.0	0.0	12010000.0	0.0	0.0	4301000.0	34640000.0	11230000.0	29770000.0	159600000.0	133900000.0	25300000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F25H8.5	57490000.0	0.0	0.0	0.0	0.0	0.0	0.0	57490000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Y76B12C.7	204770000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	167100000.0	14290000.0	0.0	0.0	12570000.0	10810000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F42G9.1	315222600.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30810000.0	8156000.0	0.0	0.0	0.0	0.0	0.0	0.0	1905000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17070000.0	10840000.0	7804000.0	28250000.0	29570000.0	139300000.0	9883000.0	9981000.0	3799000.0	6529000.0	2057000.0	2923000.0	2490000.0	0.0	1667000.0	1222000.0	0.0	0.0	0.0	0.0	966600.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R07H5.2	509199000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3074000.0	0.0	0.0	0.0	0.0	28530000.0	51200000.0	0.0	0.0	0.0	4495000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	421900000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C34E10.6	46737681320.0	0.0	0.0	0.0	0.0	0.0	0.0	105800000.0	0.0	0.0	0.0	0.0	0.0	39880000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	156900000.0	2616999936.0	1412000000.0	813800000.0	7836000256.0	11420000256.0	4867999744.0	849200000.0	1203000064.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122900000.0	765299968.0	348600000.0	128200000.0	220200000.0	299700000.0	38590000.0	32420000.0	76440000.0	29750000.0	21860000.0	103700000.0	79500000.0	141500000.0	130400000.0	69680000.0	116800000.0	77400000.0	96310000.0	97020000.0	105900000.0	162500000.0	280400000.0	345400000.0	294300000.0	420500000.0	605800000.0	390000000.0	603900032.0	403800000.0	715100032.0	409700000.0	424100000.0	337000000.0	413600000.0	545500032.0	620700032.0	583699968.0	567299968.0	457200000.0	568300032.0	152100000.0	390600000.0	261100000.0	42940000.0	42350000.0	318100000.0	63730000.0	307100000.0	271100000.0	284200000.0	313500000.0	17780000.0	105100000.0	80330000.0	105700000.0	110100000.0	86610000.0	95270000.0	106600000.0	9482000.0	1339000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F42G9.2	15340100192.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	131700000.0	220600000.0	575500032.0	783200000.0	677100032.0	1776000000.0	2892000000.0	6830000128.0	1454000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C38C10.5	13192000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1508000.0	0.0	0.0	6585000.0	0.0	5099000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Y51H4A.1	114100000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33040000.0	81060000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
