#ProtID	TotalCount	WAN111105_HCW_Celegans_wce_P1A01.map	WAN111105_HCW_Celegans_wce_P1A03.map	WAN111105_HCW_Celegans_wce_P1A05.map	WAN111105_HCW_Celegans_wce_P1A07.map	WAN111105_HCW_Celegans_wce_P1A09.map	WAN111105_HCW_Celegans_wce_P1A11.map	WAN111105_HCW_Celegans_wce_P1A12.map	WAN111105_HCW_Celegans_wce_P1B01.map	WAN111105_HCW_Celegans_wce_P1B02.map	WAN111105_HCW_Celegans_wce_P1B03.map	WAN111105_HCW_Celegans_wce_P1B04.map	WAN111105_HCW_Celegans_wce_P1B05.map	WAN111105_HCW_Celegans_wce_P1B06.map	WAN111105_HCW_Celegans_wce_P1B07.map	WAN111105_HCW_Celegans_wce_P1B08.map	WAN111105_HCW_Celegans_wce_P1B09.map	WAN111105_HCW_Celegans_wce_P1B10.map	WAN111105_HCW_Celegans_wce_P1B11.map	WAN111105_HCW_Celegans_wce_P1B12.map	WAN111105_HCW_Celegans_wce_P1C01.map	WAN111105_HCW_Celegans_wce_P1C02.map	WAN111105_HCW_Celegans_wce_P1C03.map	WAN111105_HCW_Celegans_wce_P1C04.map	WAN111105_HCW_Celegans_wce_P1C05.map	WAN111105_HCW_Celegans_wce_P1C06.map	WAN111105_HCW_Celegans_wce_P1C07.map	WAN111105_HCW_Celegans_wce_P1C08.map	WAN111105_HCW_Celegans_wce_P1C09.map	WAN111105_HCW_Celegans_wce_P1C10.map	WAN111105_HCW_Celegans_wce_P1C11.map	WAN111105_HCW_Celegans_wce_P1C12.map	WAN111105_HCW_Celegans_wce_P1D01.map	WAN111105_HCW_Celegans_wce_P1D02.map	WAN111105_HCW_Celegans_wce_P1D03.map	WAN111105_HCW_Celegans_wce_P1D04.map	WAN111105_HCW_Celegans_wce_P1D05.map	WAN111105_HCW_Celegans_wce_P1D06.map	WAN111105_HCW_Celegans_wce_P1D07.map	WAN111105_HCW_Celegans_wce_P1D08.map	WAN111105_HCW_Celegans_wce_P1D09.map	WAN111105_HCW_Celegans_wce_P1D10.map	WAN111105_HCW_Celegans_wce_P1D11.map	WAN111105_HCW_Celegans_wce_P1D12.map	WAN111105_HCW_Celegans_wce_P1E01.map	WAN111105_HCW_Celegans_wce_P1E02.map	WAN111105_HCW_Celegans_wce_P1E03.map	WAN111105_HCW_Celegans_wce_P1E04.map	WAN111105_HCW_Celegans_wce_P1E05.map	WAN111105_HCW_Celegans_wce_P1E06.map	WAN111105_HCW_Celegans_wce_P1E07.map	WAN111105_HCW_Celegans_wce_P1E08.map	WAN111105_HCW_Celegans_wce_P1E09.map	WAN111105_HCW_Celegans_wce_P1E10.map	WAN111105_HCW_Celegans_wce_P1E11.map	WAN111105_HCW_Celegans_wce_P1E12.map	WAN111105_HCW_Celegans_wce_P1F01.map	WAN111105_HCW_Celegans_wce_P1F02.map	WAN111105_HCW_Celegans_wce_P1F03.map	WAN111105_HCW_Celegans_wce_P1F04.map	WAN111105_HCW_Celegans_wce_P1F05.map	WAN111105_HCW_Celegans_wce_P1F06.map	WAN111105_HCW_Celegans_wce_P1F07.map	WAN111105_HCW_Celegans_wce_P1F08.map	WAN111105_HCW_Celegans_wce_P1F09.map	WAN111105_HCW_Celegans_wce_P1F10.map	WAN111105_HCW_Celegans_wce_P1F11.map	WAN111105_HCW_Celegans_wce_P1F12.map	WAN111105_HCW_Celegans_wce_P1G01.map	WAN111105_HCW_Celegans_wce_P1G02.map	WAN111105_HCW_Celegans_wce_P1G03.map	WAN111105_HCW_Celegans_wce_P1G04.map	WAN111105_HCW_Celegans_wce_P1G05.map	WAN111105_HCW_Celegans_wce_P1G06.map	WAN111105_HCW_Celegans_wce_P1G07.map	WAN111105_HCW_Celegans_wce_P1G08.map	WAN111105_HCW_Celegans_wce_P1G09.map	WAN111105_HCW_Celegans_wce_P1G10.map	WAN111105_HCW_Celegans_wce_P1G11.map	WAN111105_HCW_Celegans_wce_P1G12.map	WAN111105_HCW_Celegans_wce_P1H01.map	WAN111105_HCW_Celegans_wce_P1H02.map	WAN111105_HCW_Celegans_wce_P1H03.map	WAN111105_HCW_Celegans_wce_P1H04.map	WAN111105_HCW_Celegans_wce_P1H05.map	WAN111105_HCW_Celegans_wce_P1H06.map	WAN111105_HCW_Celegans_wce_P1H07.map	WAN111105_HCW_Celegans_wce_P1H08.map	WAN111105_HCW_Celegans_wce_P1H09.map	WAN111105_HCW_Celegans_wce_P1H10.map	WAN111105_HCW_Celegans_wce_P1H11.map	WAN111105_HCW_Celegans_wce_P1H12.map	WAN111105_HCW_Celegans_wce_P2A01.map	WAN111105_HCW_Celegans_wce_P2A02.map	WAN111105_HCW_Celegans_wce_P2A03.map	WAN111105_HCW_Celegans_wce_P2A04.map	WAN111105_HCW_Celegans_wce_P2A05.map	WAN111105_HCW_Celegans_wce_P2A06.map	WAN111105_HCW_Celegans_wce_P2A07.map	WAN111105_HCW_Celegans_wce_P2A08.map	WAN111105_HCW_Celegans_wce_P2A09.map	WAN111105_HCW_Celegans_wce_P2A05.map	WAN111105_HCW_Celegans_wce_P2A06.map	WAN111105_HCW_Celegans_wce_P2A07.map	WAN111105_HCW_Celegans_wce_P2A08.map	WAN111105_HCW_Celegans_wce_P2A09.map	WAN111105_HCW_Celegans_wce_P2A10.map	WAN111105_HCW_Celegans_wce_P2A11.map	WAN111105_HCW_Celegans_wce_P2A12.map	WAN111105_HCW_Celegans_wce_P2B01.map	WAN111105_HCW_Celegans_wce_P2B02.map	WAN111105_HCW_Celegans_wce_P2B03.map	WAN111105_HCW_Celegans_wce_P2B04.map	WAN111105_HCW_Celegans_wce_P2B05.map	WAN111105_HCW_Celegans_wce_P2B06.map	WAN111105_HCW_Celegans_wce_P2B07.map	WAN111105_HCW_Celegans_wce_P2B08.map	WAN111105_HCW_Celegans_wce_P2B09.map	WAN111105_HCW_Celegans_wce_P2B10.map	WAN111105_HCW_Celegans_wce_P2B11.map	WAN111105_HCW_Celegans_wce_P2B12.map
F49E2.5	8654790064.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15360000.0	20560000.0	3077000.0	0.0	0.0	0.0	0.0	0.0	0.0	227300000.0	14590000.0	4063000.0	0.0	0.0	0.0	71440000.0	47730000.0	54550000.0	90060000.0	49710000.0	28610000.0	47300000.0	0.0	18060000.0	135300000.0	547500032.0	385400000.0	196100000.0	256800000.0	72060000.0	300700000.0	209000000.0	95840000.0	101200000.0	161300000.0	215800000.0	288600000.0	200300000.0	160800000.0	173300000.0	275400000.0	102200000.0	18880000.0	0.0	68300000.0	0.0	0.0	0.0	213600000.0	546800000.0	270700000.0	261900000.0	189000000.0	272900000.0	183200000.0	204800000.0	1078000000.0	636700032.0	140000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F22B5.3	4129000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	509000.0	3620000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M28.5	14793032628.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78900000.0	216800000.0	6901000192.0	2340999936.0	388400000.0	432500000.0	281400000.0	536700000.0	1240000000.0	1035000000.0	197800000.0	24190000.0	67950000.0	64640000.0	37270000.0	86920000.0	83810000.0	90800000.0	53740000.0	34180000.0	42290000.0	26280000.0	24130000.0	25300000.0	7764000.0	29030000.0	26700000.0	20430000.0	17800000.0	24140000.0	31380000.0	29850000.0	29120000.0	20770000.0	16250000.0	91130000.0	16060000.0	17400000.0	14300000.0	11610000.0	6471000.0	12600000.0	13320000.0	12540000.0	10050000.0	2628000.0	5146000.0	0.0	0.0	0.0	15380000.0	163500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C09H10.6	193645000.0	0.0	0.0	0.0	0.0	0.0	10500000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14650000.0	44260000.0	46970000.0	43570000.0	15780000.0	8902000.0	0.0	9013000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Y49E10.4	54265900.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39550000.0	935900.0	13780000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B0511.7	24620000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12160000.0	12460000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Y49E10.1	14009273000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12160000.0	25940000.0	13920000.0	30120000.0	8193000.0	52510000.0	74630000.0	151400000.0	152200000.0	558499968.0	1092999936.0	342000000.0	181300000.0	1175000064.0	719500032.0	521200000.0	1330000000.0	1166000000.0	1338000000.0	918899968.0	571900032.0	663600000.0	439300000.0	374500000.0	311700000.0	0.0	194600000.0	285600000.0	177200000.0	155100000.0	106300000.0	158800000.0	0.0	73220000.0	86710000.0	101000000.0	76420000.0	61170000.0	60980000.0	73600000.0	0.0	0.0	36670000.0	25040000.0	30940000.0	24490000.0	0.0	0.0	0.0	0.0	0.0	20030000.0	0.0	0.0	14590000.0	0.0	21340000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C09H10.3	193580000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25130000.0	26920000.0	24980000.0	12050000.0	0.0	0.0	0.0	0.0	0.0	0.0	104500000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F53F10.4	84211000.0	0.0	0.0	0.0	0.0	0.0	0.0	40640000.0	5861000.0	0.0	0.0	0.0	0.0	37710000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C24D10.6	599370000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	168800000.0	307700000.0	87730000.0	35140000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
T09A5.14	45020000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45020000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F58F9.7	284042000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42650000.0	0.0	0.0	0.0	0.0	25880000.0	102500000.0	86850000.0	9452000.0	0.0	0.0	0.0	16710000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Y102A11A.5	3569000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3569000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F58F9.3	11849000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2556000.0	9293000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F52B11.3	1009585100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88740000.0	194200000.0	383000000.0	288900000.0	39550000.0	935900.0	13780000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	143000.0	0.0	0.0	0.0	336200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C48E7.3	5763000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5763000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C48E7.2	515150000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11670000.0	59200000.0	16870000.0	49120000.0	229200000.0	108400000.0	40690000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M117.2	38791852660.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10600000.0	31370000.0	1131000.0	187700000.0	231200000.0	918400000.0	20770000896.0	9504000000.0	1666000000.0	1103000064.0	307100000.0	605800000.0	861200000.0	425700000.0	92590000.0	285200000.0	360500000.0	42280000.0	33440000.0	63210000.0	54140000.0	70050000.0	238900000.0	162100000.0	173900000.0	29200000.0	48770000.0	67810000.0	31810000.0	37400000.0	0.0	14240000.0	0.0	60760000.0	0.0	11140000.0	12370000.0	7192000.0	8407000.0	9263000.0	4579000.0	3703000.0	4406000.0	2268000.0	1170000.0	2638000.0	6209000.0	5953000.0	172200000.0	30750000.0	8750000.0	2069000.0	0.0	3146000.0	0.0	0.0	0.0	2039000.0	0.0	1696000.0	631300.0	784500.0	986900.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F20H11.3	383616533176.0	0.0	0.0	0.0	0.0	0.0	19320000.0	869500032.0	217500000.0	0.0	0.0	0.0	91930000.0	17679998976.0	2.55400001536e+11	67220000768.0	31200000000.0	8399000064.0	825600000.0	311300000.0	453800000.0	119600000.0	82360000.0	418100000.0	79300000.0	62890000.0	37690000.0	22440000.0	30030000.0	25430000.0	29180000.0	0.0	0.0	0.0	0.0	0.0	0.0	1500000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4896000.0	2082000.0	0.0	0.0	0.0	1044000.0	0.0	0.0	0.0	0.0	3208000.0	0.0	0.0	2648000.0	2166000.0	0.0	0.0	2741000.0	935500.0	0.0	0.0	0.0	341300.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F13H8.11	548500000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	396500000.0	152000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F54E2.4	232330000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	132900000.0	99430000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
