#ProtID	TotalCount	WAN120314_OT2_HCW_Celegans_P1A01.map	WAN120314_OT2_HCW_Celegans_P1A03.map	WAN120314_OT2_HCW_Celegans_P1A05.map	WAN120314_OT2_HCW_Celegans_P1A07.map	WAN120314_OT2_HCW_Celegans_P1A09.map	WAN120314_OT2_HCW_Celegans_P1A11.map	WAN120314_OT2_HCW_Celegans_P1A12.map	WAN120314_OT2_HCW_Celegans_P1B01.map	WAN120314_OT2_HCW_Celegans_P1B02.map	WAN120314_OT2_HCW_Celegans_P1B03.map	WAN120314_OT2_HCW_Celegans_P1B04.map	WAN120314_OT2_HCW_Celegans_P1B05.map	WAN120314_OT2_HCW_Celegans_P1B06.map	WAN120314_OT2_HCW_Celegans_P1B07.map	WAN120314_OT2_HCW_Celegans_P1B08.map	WAN120314_OT2_HCW_Celegans_P1B09.map	WAN120314_OT2_HCW_Celegans_P1B10.map	WAN120314_OT2_HCW_Celegans_P1B11.map	WAN120314_OT2_HCW_Celegans_P1B12.map	WAN120314_OT2_HCW_Celegans_P1C01.map	WAN120314_OT2_HCW_Celegans_P1C02.map	WAN120314_OT2_HCW_Celegans_P1C03.map	WAN120314_OT2_HCW_Celegans_P1C04.map	WAN120314_OT2_HCW_Celegans_P1C05.map	WAN120314_OT2_HCW_Celegans_P1C06.map	WAN120314_OT2_HCW_Celegans_P1C07.map	WAN120314_OT2_HCW_Celegans_P1C08.map	WAN120314_OT2_HCW_Celegans_P1C09.map	WAN120314_OT2_HCW_Celegans_P1C10.map	WAN120314_OT2_HCW_Celegans_P1C11.map	WAN120314_OT2_HCW_Celegans_P1C12.map	WAN120314_OT2_HCW_Celegans_P1D01.map	WAN120314_OT2_HCW_Celegans_P1D02.map	WAN120314_OT2_HCW_Celegans_P1D03.map	WAN120314_OT2_HCW_Celegans_P1D04.map	WAN120314_OT2_HCW_Celegans_P1D05.map	WAN120314_OT2_HCW_Celegans_P1D06.map	WAN120314_OT2_HCW_Celegans_P1D07.map	WAN120314_OT2_HCW_Celegans_P1D08.map	WAN120314_OT2_HCW_Celegans_P1D09.map	WAN120314_OT2_HCW_Celegans_P1D10.map	WAN120314_OT2_HCW_Celegans_P1D11.map	WAN120314_OT2_HCW_Celegans_P1D12.map	WAN120314_OT2_HCW_Celegans_P1E01.map	WAN120314_OT2_HCW_Celegans_P1E02.map	WAN120314_OT2_HCW_Celegans_P1E03.map	WAN120314_OT2_HCW_Celegans_P1E04.map	WAN120314_OT2_HCW_Celegans_P1E05.map	WAN120314_OT2_HCW_Celegans_P1E06.map	WAN120314_OT2_HCW_Celegans_P1E07.map	WAN120314_OT2_HCW_Celegans_P1E08.map	WAN120314_OT2_HCW_Celegans_P1E09.map	WAN120314_OT2_HCW_Celegans_P1E10.map	WAN120314_OT2_HCW_Celegans_P1E11.map	WAN120314_OT2_HCW_Celegans_P1E12.map	WAN120314_OT2_HCW_Celegans_P1F01.map	WAN120314_OT2_HCW_Celegans_P1F02.map	WAN120314_OT2_HCW_Celegans_P1F03.map	WAN120314_OT2_HCW_Celegans_P1F04.map	WAN120314_OT2_HCW_Celegans_P1F05.map	WAN120314_OT2_HCW_Celegans_P1F06.map	WAN120314_OT2_HCW_Celegans_P1F07.map	WAN120314_OT2_HCW_Celegans_P1F08.map	WAN120314_OT2_HCW_Celegans_P1F09.map	WAN120314_OT2_HCW_Celegans_P1F10.map	WAN120314_OT2_HCW_Celegans_P1F11.map	WAN120314_OT2_HCW_Celegans_P1F12.map	WAN120314_OT2_HCW_Celegans_P1G01.map	WAN120314_OT2_HCW_Celegans_P1G02.map	WAN120314_OT2_HCW_Celegans_P1G03.map	WAN120314_OT2_HCW_Celegans_P1G04.map	WAN120314_OT2_HCW_Celegans_P1G05.map	WAN120314_OT2_HCW_Celegans_P1G06.map	WAN120314_OT2_HCW_Celegans_P1G07.map	WAN120314_OT2_HCW_Celegans_P1G08.map	WAN120314_OT2_HCW_Celegans_P1G09.map	WAN120314_OT2_HCW_Celegans_P1G10.map	WAN120314_OT2_HCW_Celegans_P1G11.map	WAN120314_OT2_HCW_Celegans_P1G12.map	WAN120314_OT2_HCW_Celegans_P1H01.map	WAN120314_OT2_HCW_Celegans_P1H02.map	WAN120314_OT2_HCW_Celegans_P1H03.map	WAN120314_OT2_HCW_Celegans_P1H04.map	WAN120314_OT2_HCW_Celegans_P1H05.map	WAN120314_OT2_HCW_Celegans_P1H06.map	WAN120314_OT2_HCW_Celegans_P1H07.map	WAN120314_OT2_HCW_Celegans_P1H08.map	WAN120314_OT2_HCW_Celegans_P1H09.map	WAN120314_OT2_HCW_Celegans_P1H10.map	WAN120314_OT2_HCW_Celegans_P1H11.map	WAN120314_OT2_HCW_Celegans_P1H12.map	WAN120314_OT2_HCW_Celegans_P2A01.map	WAN120314_OT2_HCW_Celegans_P2A02.map	WAN120314_OT2_HCW_Celegans_P2A03.map	WAN120314_OT2_HCW_Celegans_P2A04.map	WAN120314_OT2_HCW_Celegans_P2A05.map	WAN120314_OT2_HCW_Celegans_P2A06.map	WAN120314_OT2_HCW_Celegans_P2A07.map	WAN120314_OT2_HCW_Celegans_P2A08.map	WAN120314_OT2_HCW_Celegans_P2A09.map	WAN120314_OT2_HCW_Celegans_P1H12.map	WAN120314_OT2_HCW_Celegans_P2A01.map	WAN120314_OT2_HCW_Celegans_P2A02.map	WAN120314_OT2_HCW_Celegans_P2A03.map	WAN120314_OT2_HCW_Celegans_P2A04.map	WAN120314_OT2_HCW_Celegans_P2A05.map	WAN120314_OT2_HCW_Celegans_P2A06.map	WAN120314_OT2_HCW_Celegans_P2A07.map	WAN120314_OT2_HCW_Celegans_P2A08.map	WAN120314_OT2_HCW_Celegans_P2A09.map	WAN120314_OT2_HCW_Celegans_P2A10.map	WAN120314_OT2_HCW_Celegans_P2A11.map	WAN120314_OT2_HCW_Celegans_P2A12.map	WAN120314_OT2_HCW_Celegans_P2B01.map	WAN120314_OT2_HCW_Celegans_P2B02.map	WAN120314_OT2_HCW_Celegans_P2B03.map	WAN120314_OT2_HCW_Celegans_P2B05.map	WAN120314_OT2_HCW_Celegans_P2B07.map	WAN120314_OT2_HCW_Celegans_P2B09.map	WAN120314_OT2_HCW_Celegans_P2B11.map
Y38E10A.22	193626000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24960000.0	14290000.0	25040000.0	31880000.0	42300000.0	23200000.0	16730000.0	5474000.0	9752000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Y39G10AR.18	63148300.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62460000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	688300.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Y38E10A.23	30900000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30900000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F55H12.4	408962000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	233900000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8632000.0	6970000.0	0.0	0.0	0.0	0.0	0.0	111600000.0	0.0	0.0	0.0	47860000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
T13H5.4	44410000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6810000.0	0.0	0.0	37600000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C14B9.2	31397589392.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19440000.0	308900000.0	667699968.0	4211000064.0	17899999232.0	5606000128.0	2122000000.0	353700000.0	0.0	93150000.0	115700000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
T13H5.8	979200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	979200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VW06B3R.1	19577362708.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3323000.0	5920000.0	0.0	17380000.0	37840000.0	29000000.0	95900000.0	48340000.0	175300000.0	32740000.0	3968000.0	43350000.0	208700000.0	312800000.0	424600000.0	634099968.0	652099968.0	1039000000.0	572300032.0	1040000000.0	853699968.0	808899968.0	1140999936.0	723200000.0	815800000.0	881600000.0	687200000.0	969600000.0	688600000.0	685500032.0	481800000.0	560499968.0	553299968.0	377300000.0	247500000.0	350400000.0	540400000.0	935600000.0	398300000.0	516600000.0	191300000.0	141000000.0	175000000.0	95740000.0	135900000.0	0.0	18350000.0	41500000.0	7818000.0	0.0	39520000.0	0.0	5336000.0	0.0	38740000.0	35160000.0	0.0	7889000.0	0.0	0.0	0.0	0.0	31310000.0	0.0	0.0	644300.0	3135000.0	13200000.0	0.0	0.0	0.0	792700.0	0.0	0.0	0.0	414100.0	0.0	1040000.0	0.0	0.0	0.0	112800.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
T24F1.1	5058000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5058000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K11G12.5	31271700.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23910000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6582000.0	0.0	0.0	0.0	779700.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F31C3.6	1174000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1174000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F31C3.1	209333097152.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4833999872.0	5958000128.0	8650999808.0	12839999488.0	52500000768.0	58349998080.0	40229998592.0	10520000512.0	3052999936.0	847400000.0	450100000.0	239000000.0	284600000.0	206600000.0	308500000.0	345200000.0	609500032.0	346800000.0	366200000.0	234900000.0	254300000.0	442600000.0	885100032.0	2736999936.0	2880999936.0	958300032.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Y71F9AL.9	13378538776.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19130000.0	915299968.0	463600000.0	400400000.0	224300000.0	131000000.0	169000000.0	76620000.0	74350000.0	92530000.0	44350000.0	29790000.0	31830000.0	0.0	0.0	0.0	0.0	0.0	4039000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107700000.0	0.0	106400000.0	173000000.0	188000000.0	451100000.0	448600000.0	858899968.0	1051000000.0	1120999936.0	981800000.0	1204000000.0	1628999936.0	1012000000.0	874099968.0	337200000.0	158500000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
W06D4.5	3369352000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	132100000.0	194900000.0	178000000.0	136500000.0	149100000.0	224000000.0	213100000.0	125800000.0	223300000.0	165200000.0	342400000.0	234600000.0	387800000.0	350600000.0	178000000.0	74230000.0	18610000.0	5692000.0	0.0	16340000.0	19080000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZC373.6	568310000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16910000.0	0.0	411700000.0	139700000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
T05A12.4	131060000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48780000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57650000.0	0.0	0.0	0.0	0.0	0.0	0.0	24630000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
W06D4.1	161070000.0	0.0	0.0	0.0	0.0	0.0	0.0	56260000.0	0.0	77490000.0	0.0	0.0	0.0	0.0	0.0	27320000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F59E10.3	5519994328.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	593500032.0	518400000.0	0.0	641500032.0	0.0	2010000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1303000064.0	0.0	57370000.0	0.0	0.0	131200000.0	228300000.0	34860000.0	1208000.0	656200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
T14D7.1	302580000.0	0.0	0.0	0.0	0.0	59180000.0	107100000.0	136300000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C47D12.2	415435000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	407300000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2180000.0	2129000.0	1071000.0	0.0	0.0	0.0	2755000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
