#ProtID	TotalCount	WAN120314_OT2_HCW_Celegans_P1A01.map	WAN120314_OT2_HCW_Celegans_P1A03.map	WAN120314_OT2_HCW_Celegans_P1A05.map	WAN120314_OT2_HCW_Celegans_P1A07.map	WAN120314_OT2_HCW_Celegans_P1A09.map	WAN120314_OT2_HCW_Celegans_P1A11.map	WAN120314_OT2_HCW_Celegans_P1A12.map	WAN120314_OT2_HCW_Celegans_P1B01.map	WAN120314_OT2_HCW_Celegans_P1B02.map	WAN120314_OT2_HCW_Celegans_P1B03.map	WAN120314_OT2_HCW_Celegans_P1B04.map	WAN120314_OT2_HCW_Celegans_P1B05.map	WAN120314_OT2_HCW_Celegans_P1B06.map	WAN120314_OT2_HCW_Celegans_P1B07.map	WAN120314_OT2_HCW_Celegans_P1B08.map	WAN120314_OT2_HCW_Celegans_P1B09.map	WAN120314_OT2_HCW_Celegans_P1B10.map	WAN120314_OT2_HCW_Celegans_P1B11.map	WAN120314_OT2_HCW_Celegans_P1B12.map	WAN120314_OT2_HCW_Celegans_P1C01.map	WAN120314_OT2_HCW_Celegans_P1C02.map	WAN120314_OT2_HCW_Celegans_P1C03.map	WAN120314_OT2_HCW_Celegans_P1C04.map	WAN120314_OT2_HCW_Celegans_P1C05.map	WAN120314_OT2_HCW_Celegans_P1C06.map	WAN120314_OT2_HCW_Celegans_P1C07.map	WAN120314_OT2_HCW_Celegans_P1C08.map	WAN120314_OT2_HCW_Celegans_P1C09.map	WAN120314_OT2_HCW_Celegans_P1C10.map	WAN120314_OT2_HCW_Celegans_P1C11.map	WAN120314_OT2_HCW_Celegans_P1C12.map	WAN120314_OT2_HCW_Celegans_P1D01.map	WAN120314_OT2_HCW_Celegans_P1D02.map	WAN120314_OT2_HCW_Celegans_P1D03.map	WAN120314_OT2_HCW_Celegans_P1D04.map	WAN120314_OT2_HCW_Celegans_P1D05.map	WAN120314_OT2_HCW_Celegans_P1D06.map	WAN120314_OT2_HCW_Celegans_P1D07.map	WAN120314_OT2_HCW_Celegans_P1D08.map	WAN120314_OT2_HCW_Celegans_P1D09.map	WAN120314_OT2_HCW_Celegans_P1D10.map	WAN120314_OT2_HCW_Celegans_P1D11.map	WAN120314_OT2_HCW_Celegans_P1D12.map	WAN120314_OT2_HCW_Celegans_P1E01.map	WAN120314_OT2_HCW_Celegans_P1E02.map	WAN120314_OT2_HCW_Celegans_P1E03.map	WAN120314_OT2_HCW_Celegans_P1E04.map	WAN120314_OT2_HCW_Celegans_P1E05.map	WAN120314_OT2_HCW_Celegans_P1E06.map	WAN120314_OT2_HCW_Celegans_P1E07.map	WAN120314_OT2_HCW_Celegans_P1E08.map	WAN120314_OT2_HCW_Celegans_P1E09.map	WAN120314_OT2_HCW_Celegans_P1E10.map	WAN120314_OT2_HCW_Celegans_P1E11.map	WAN120314_OT2_HCW_Celegans_P1E12.map	WAN120314_OT2_HCW_Celegans_P1F01.map	WAN120314_OT2_HCW_Celegans_P1F02.map	WAN120314_OT2_HCW_Celegans_P1F03.map	WAN120314_OT2_HCW_Celegans_P1F04.map	WAN120314_OT2_HCW_Celegans_P1F05.map	WAN120314_OT2_HCW_Celegans_P1F06.map	WAN120314_OT2_HCW_Celegans_P1F07.map	WAN120314_OT2_HCW_Celegans_P1F08.map	WAN120314_OT2_HCW_Celegans_P1F09.map	WAN120314_OT2_HCW_Celegans_P1F10.map	WAN120314_OT2_HCW_Celegans_P1F11.map	WAN120314_OT2_HCW_Celegans_P1F12.map	WAN120314_OT2_HCW_Celegans_P1G01.map	WAN120314_OT2_HCW_Celegans_P1G02.map	WAN120314_OT2_HCW_Celegans_P1G03.map	WAN120314_OT2_HCW_Celegans_P1G04.map	WAN120314_OT2_HCW_Celegans_P1G05.map	WAN120314_OT2_HCW_Celegans_P1G06.map	WAN120314_OT2_HCW_Celegans_P1G07.map	WAN120314_OT2_HCW_Celegans_P1G08.map	WAN120314_OT2_HCW_Celegans_P1G09.map	WAN120314_OT2_HCW_Celegans_P1G10.map	WAN120314_OT2_HCW_Celegans_P1G11.map	WAN120314_OT2_HCW_Celegans_P1G12.map	WAN120314_OT2_HCW_Celegans_P1H01.map	WAN120314_OT2_HCW_Celegans_P1H02.map	WAN120314_OT2_HCW_Celegans_P1H03.map	WAN120314_OT2_HCW_Celegans_P1H04.map	WAN120314_OT2_HCW_Celegans_P1H05.map	WAN120314_OT2_HCW_Celegans_P1H06.map	WAN120314_OT2_HCW_Celegans_P1H07.map	WAN120314_OT2_HCW_Celegans_P1H08.map	WAN120314_OT2_HCW_Celegans_P1H09.map	WAN120314_OT2_HCW_Celegans_P1H10.map	WAN120314_OT2_HCW_Celegans_P1H11.map	WAN120314_OT2_HCW_Celegans_P1H12.map	WAN120314_OT2_HCW_Celegans_P2A01.map	WAN120314_OT2_HCW_Celegans_P2A02.map	WAN120314_OT2_HCW_Celegans_P2A03.map	WAN120314_OT2_HCW_Celegans_P2A04.map	WAN120314_OT2_HCW_Celegans_P2A05.map	WAN120314_OT2_HCW_Celegans_P2A06.map	WAN120314_OT2_HCW_Celegans_P2A07.map	WAN120314_OT2_HCW_Celegans_P2A08.map	WAN120314_OT2_HCW_Celegans_P2A09.map	WAN120314_OT2_HCW_Celegans_P1H12.map	WAN120314_OT2_HCW_Celegans_P2A01.map	WAN120314_OT2_HCW_Celegans_P2A02.map	WAN120314_OT2_HCW_Celegans_P2A03.map	WAN120314_OT2_HCW_Celegans_P2A04.map	WAN120314_OT2_HCW_Celegans_P2A05.map	WAN120314_OT2_HCW_Celegans_P2A06.map	WAN120314_OT2_HCW_Celegans_P2A07.map	WAN120314_OT2_HCW_Celegans_P2A08.map	WAN120314_OT2_HCW_Celegans_P2A09.map	WAN120314_OT2_HCW_Celegans_P2A10.map	WAN120314_OT2_HCW_Celegans_P2A11.map	WAN120314_OT2_HCW_Celegans_P2A12.map	WAN120314_OT2_HCW_Celegans_P2B01.map	WAN120314_OT2_HCW_Celegans_P2B02.map	WAN120314_OT2_HCW_Celegans_P2B03.map	WAN120314_OT2_HCW_Celegans_P2B05.map	WAN120314_OT2_HCW_Celegans_P2B07.map	WAN120314_OT2_HCW_Celegans_P2B09.map	WAN120314_OT2_HCW_Celegans_P2B11.map
Y110A7A.14	7545570192.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2128000000.0	4949000192.0	245200000.0	73370000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	150000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Y110A7A.15	136298000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9220000.0	7608000.0	0.0	0.0	41870000.0	33330000.0	44270000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R13A5.8	83087157972.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4224000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52820000.0	80920000.0	304500000.0	885200000.0	2884999936.0	10540000256.0	18100000768.0	14840000512.0	9116000256.0	4858999808.0	3628000000.0	2528999936.0	1922000000.0	1747000064.0	1528999936.0	1102000000.0	1026000000.0	564400000.0	851800000.0	926800000.0	432200000.0	533100000.0	489100000.0	211900000.0	282100000.0	319200000.0	279700000.0	412500000.0	263000000.0	101200000.0	356300000.0	175800000.0	183800000.0	166500000.0	188100000.0	619200000.0	27600000.0	41880000.0	159900000.0	126600000.0	81620000.0	6411000.0	0.0	23540000.0	0.0	2290000.0	0.0	6582000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5559000.0	0.0	0.0	9610000.0	958000.0	0.0	0.0	0.0	0.0	0.0	756500.0	6017000.0	37190000.0	41450000.0	1829000.0	0.0	0.0	0.0	0.0
Y66D12A.22	36155000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17580000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9534000.0	0.0	9041000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Y66D12A.23	43640000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43640000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
T18H9.2	9609940000.0	0.0	0.0	0.0	0.0	0.0	8917000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25000000.0	327000000.0	103000000.0	45540000.0	0.0	54060000.0	71180000.0	1740000000.0	1862000000.0	883600000.0	787699968.0	672300032.0	926200000.0	1034000000.0	457700000.0	226900000.0	108000000.0	83710000.0	89590000.0	37780000.0	64210000.0	0.0	0.0	0.0	1553000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZC395.10	15271910128.0	0.0	0.0	0.0	0.0	0.0	0.0	12700000.0	400000000.0	1491000064.0	1094000000.0	1231000064.0	745000000.0	642600000.0	337200000.0	417200000.0	66770000.0	235200000.0	164600000.0	73210000.0	65420000.0	58110000.0	23990000.0	26240000.0	30180000.0	38140000.0	0.0	39010000.0	38770000.0	159300000.0	287600000.0	0.0	0.0	0.0	10730000.0	5940000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2150000128.0	3865999872.0	993800000.0	410500000.0	157700000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Y51H7BM.1	17130000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17130000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
T20B3.2	369190000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22810000.0	144700000.0	155200000.0	46480000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C50B6.2	408270000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	173900000.0	168600000.0	22310000.0	23870000.0	14870000.0	4720000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Y25C1A.5	13039820288.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	192300000.0	551600000.0	2431000064.0	1399000064.0	624499968.0	495700000.0	1692000000.0	2558000128.0	1134000000.0	1639000064.0	123900000.0	81750000.0	63110000.0	53960000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
W02B8.4	7382500160.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	610600000.0	912899968.0	4301000192.0	1558000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C43G2.2	837490032.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101700000.0	671100032.0	64690000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
W04G3.5	748750000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51470000.0	651800000.0	45480000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Y73B6BL.44	79839500.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13150000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1310000.0	4548000.0	4089000.0	880500.0	1134000.0	1389000.0	1037000.0	0.0	0.0	50930000.0	0.0	1372000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C16C10.3	12298200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	298200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C16C10.2	253153700.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64820000.0	183300000.0	864700.0	4169000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZK856.10	7704000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7704000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F43G9.12	41339900.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	189900.0	0.0	0.0	0.0	0.0	41150000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZK265.6	166520000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95430000.0	19780000.0	51310000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C16C10.8	234532000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6532000.0	0.0	12190000.0	10210000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	205600000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
